GP-0609,16.8811632731064,73.1930415045091,56.3118782314027,5,6,0.004329004329004,BPH3348,BPH3368,BPH3348-BPH3368,28,239,VSS-149,1,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA,CC8,239,VSS-171,1,Died,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC8,CC8,Survived-Died,Non persistent,15,0,Non persistent,1,1,Non persistent-Non persistent,109,60,46,0.0002127003,significant,0.015151515151515
GP-0695,87.3739211857896,20.7852957297641,-66.5886254560255,6,6,0.004329004329004,BPH3403,BPH3499,BPH3403-BPH3499,18,239,VSS-207,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC8,239,VSS-303,1,Died,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC8,CC8,Survived-Died,Non persistent,1,0,Non persistent,1,0,Non persistent-Non persistent,65,63,11,8.72E-05,significant,0.015151515151515
GP-0949,102.754436472164,37.3942301260727,-65.3602063460914,5,6,0.004329004329004,BPH3547,BPH3545,BPH3545-BPH3547,14,239,VSS-351,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC8,239,VSS-349,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC8,CC8,Survived-Survived,Non persistent,1,0,Non persistent,2,0,Non persistent-Non persistent,45,28,22,0.0001024189,significant,0.015151515151515
GP-0101,9.22673681343291,41.3278901358326,32.1011533223997,7,6,0.034965034965035,BPH2798,BPH2946,BPH2798-BPH2946,12,239,VAN-082,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC8,239,VAN-195,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC8,CC8,Survived-Survived,Non persistent,1,0,Non persistent,NA,0,Non persistent-Non persistent,52,40,30,0.0001393324,not significant,0.015151515151515
GP-2467,5.97107320691716,82.8417080975289,76.8706348906118,82,4,0.000997210891039,BPH3757,BPH3672,BPH3672-BPH3757,2,239,VSS-541,1,Survived,0,TRUE,0,1,FALSE,0,Unknown,36,paired-invasive,agrA,CC8,239,VSS-491,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC8,CC8,Survived-Survived,Persistent,NA,NA,Non persistent,NA,NA,Persistent-Non persistent,56,63,4,1.98E-05,significant,0.015151515151515
GP-1317,-10.7337548580423,99.9262621473936,110.660017005436,6,5,0.004329004329004,BPH3652,BPH3694,BPH3652-BPH3694,1,239,VSS-471,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC8,239,VSS-525,1,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA,CC8,CC8,Survived-Survived,Non persistent,NA,NA,Non persistent,NA,NA,Non persistent-Non persistent,6,12,2,1.06E-05,significant,0.015151515151515
GP-0085,105.474024992554,8.9355445905509,-96.5384804020032,8,6,0.000666000666001,BPH2787,BPH3688,BPH2787-BPH3688,15,239,VAN-071,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC8,239,VSS-511,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC8,CC8,Survived-Survived,Non persistent,1,0,Non persistent,NA,NA,Non persistent-Non persistent,55,41,26,0.0001315999,significant,0.015151515151515
GP-1413,22.1649126947358,89.7914845303156,67.6265718355798,4,5,0.015873015873016,BPH3662,BPH2869,BPH2869-BPH3662,23,239,VSS-481,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC8,239,VAN-134,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC8,CC8,Survived-Survived,Non persistent,NA,NA,Non persistent,1,0,Non persistent-Non persistent,67,68,34,0.0001573259,not significant,0.015151515151515
GP-2008,72.5127052966805,8.57738551230151,-63.935319784379,6,6,0.004329004329004,BPH3700,BPH3643,BPH3643-BPH3700,13,239,VSS-533,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC8,239,VSS-462,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC8,CC8,Survived-Survived,Non persistent,NA,NA,Non persistent,NA,NA,Non persistent-Non persistent,51,27,15,6.92E-05,significant,0.015151515151515
GP-1730,101.3956408701,9.47370261513925,-91.9219382549605,6,6,0.002164502164502,BPH3682,BPH3684,BPH3682-BPH3684,16,239,VSS-505,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC8,239,VSS-507,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC8,CC8,Survived-Survived,Non persistent,NA,NA,Non persistent,NA,NA,Non persistent-Non persistent,77,87,29,0.0001393296,significant,0.015151515151515
GP-0385,83.7341284498541,11.7220350257204,-72.0120934241337,6,6,0.002164502164502,BPH3208,BPH3660,BPH3208-BPH3660,23,239,VSS-009,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC8,239,VSS-479,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC8,CC8,Survived-Survived,Non persistent,1,0,Non persistent,NA,NA,Non persistent-Non persistent,66,59,32,0.0001499408,significant,0.015151515151515
