well,f_signal,timepoint,well_row,well_col,experiment,cell_type,cell_number,plate,well_id,sample_id,strain_group
D02,16480,0,D,02,exp210327,Hela,40000,GPV1,exp210327_GPV1_D02,NE472,NEBRASKA
D03,17351,0,D,03,exp210327,Hela,40000,GPV1,exp210327_GPV1_D03,NE362,NEBRASKA
D04,17468,0,D,04,exp210327,Hela,40000,GPV1,exp210327_GPV1_D04,NE119,NEBRASKA
D05,17276,0,D,05,exp210327,Hela,40000,GPV1,exp210327_GPV1_D05,NE1532,NEBRASKA
D06,17254,0,D,06,exp210327,Hela,40000,GPV1,exp210327_GPV1_D06,NE873,NEBRASKA
D07,17754,0,D,07,exp210327,Hela,40000,GPV1,exp210327_GPV1_D07,JE2,CONTROL
D08,17325,0,D,08,exp210327,Hela,40000,GPV1,exp210327_GPV1_D08,NE172,NEBRASKA
D09,17016,0,D,09,exp210327,Hela,40000,GPV1,exp210327_GPV1_D09,NE117,NEBRASKA
D10,18356,0,D,10,exp210327,Hela,40000,GPV1,exp210327_GPV1_D10,NE119,NEBRASKA
D11,17086,0,D,11,exp210327,Hela,40000,GPV1,exp210327_GPV1_D11,NE1919,NEBRASKA
D12,16890,0,D,12,exp210327,Hela,40000,GPV1,exp210327_GPV1_D12,NE472,NEBRASKA
E01,17792,0,E,01,exp210327,Hela,40000,GPV1,exp210327_GPV1_E01,Non infected,CONTROL
E02,15949,0,E,02,exp210327,Hela,40000,GPV1,exp210327_GPV1_E02,NE440,NEBRASKA
E03,17506,0,E,03,exp210327,Hela,40000,GPV1,exp210327_GPV1_E03,NE369,NEBRASKA
E04,17494,0,E,04,exp210327,Hela,40000,GPV1,exp210327_GPV1_E04,NE119,NEBRASKA
E05,17385,0,E,05,exp210327,Hela,40000,GPV1,exp210327_GPV1_E05,NE873,NEBRASKA
E06,17707,0,E,06,exp210327,Hela,40000,GPV1,exp210327_GPV1_E06,NE440,NEBRASKA
E07,17966,0,E,07,exp210327,Hela,40000,GPV1,exp210327_GPV1_E07,NE743,NEBRASKA
E08,17559,0,E,08,exp210327,Hela,40000,GPV1,exp210327_GPV1_E08,NE1140,NEBRASKA
E09,17684,0,E,09,exp210327,Hela,40000,GPV1,exp210327_GPV1_E09,NE117,NEBRASKA
E10,17036,0,E,10,exp210327,Hela,40000,GPV1,exp210327_GPV1_E10,NE1553,NEBRASKA
E11,17840,0,E,11,exp210327,Hela,40000,GPV1,exp210327_GPV1_E11,NE1166,NEBRASKA
E12,17486,0,E,12,exp210327,Hela,40000,GPV1,exp210327_GPV1_E12,NE369,NEBRASKA
F01,17461,0,F,01,exp210327,Hela,40000,GPV1,exp210327_GPV1_F01,NE581,NEBRASKA
F02,16328,0,F,02,exp210327,Hela,40000,GPV1,exp210327_GPV1_F02,NE369,NEBRASKA
F03,16755,0,F,03,exp210327,Hela,40000,GPV1,exp210327_GPV1_F03,NE186,NEBRASKA
F04,18159,0,F,04,exp210327,Hela,40000,GPV1,exp210327_GPV1_F04,NE46,NEBRASKA
F05,17919,0,F,05,exp210327,Hela,40000,GPV1,exp210327_GPV1_F05,NE66,NEBRASKA
F06,18080,0,F,06,exp210327,Hela,40000,GPV1,exp210327_GPV1_F06,NE66,NEBRASKA
F07,17435,0,F,07,exp210327,Hela,40000,GPV1,exp210327_GPV1_F07,NE186,NEBRASKA
F08,17494,0,F,08,exp210327,Hela,40000,GPV1,exp210327_GPV1_F08,NE1140,NEBRASKA
F09,17398,0,F,09,exp210327,Hela,40000,GPV1,exp210327_GPV1_F09,NE117,NEBRASKA
F10,17405,0,F,10,exp210327,Hela,40000,GPV1,exp210327_GPV1_F10,NE188,NEBRASKA
F11,17407,0,F,11,exp210327,Hela,40000,GPV1,exp210327_GPV1_F11,Non infected,CONTROL
F12,18562,0,F,12,exp210327,Hela,40000,GPV1,exp210327_GPV1_F12,NE704,NEBRASKA
G01,18404,0,G,01,exp210327,Hela,40000,GPV1,exp210327_GPV1_G01,NE1671,NEBRASKA
G02,15961,0,G,02,exp210327,Hela,40000,GPV1,exp210327_GPV1_G02,NE581,NEBRASKA
G03,17406,0,G,03,exp210327,Hela,40000,GPV1,exp210327_GPV1_G03,NE1020,NEBRASKA
G04,17063,0,G,04,exp210327,Hela,40000,GPV1,exp210327_GPV1_G04,NE1462,NEBRASKA
G05,17355,0,G,05,exp210327,Hela,40000,GPV1,exp210327_GPV1_G05,NE66,NEBRASKA
G06,17787,0,G,06,exp210327,Hela,40000,GPV1,exp210327_GPV1_G06,NE186,NEBRASKA
G07,17483,0,G,07,exp210327,Hela,40000,GPV1,exp210327_GPV1_G07,NE1532,NEBRASKA
G08,16954,0,G,08,exp210327,Hela,40000,GPV1,exp210327_GPV1_G08,NE1140,NEBRASKA
G09,16991,0,G,09,exp210327,Hela,40000,GPV1,exp210327_GPV1_G09,NE188,NEBRASKA
G10,19614,0,G,10,exp210327,Hela,40000,GPV1,exp210327_GPV1_G10,NE1380,NEBRASKA
G11,16916,0,G,11,exp210327,Hela,40000,GPV1,exp210327_GPV1_G11,JE2,CONTROL
G12,19247,0,G,12,exp210327,Hela,40000,GPV1,exp210327_GPV1_G12,NE214,NEBRASKA
H01,19269,0,H,01,exp210327,Hela,40000,GPV1,exp210327_GPV1_H01,NE743,NEBRASKA
H02,16598,0,H,02,exp210327,Hela,40000,GPV1,exp210327_GPV1_H02,NE1462,NEBRASKA
H03,17441,0,H,03,exp210327,Hela,40000,GPV1,exp210327_GPV1_H03,NE1020,NEBRASKA
H04,17479,0,H,04,exp210327,Hela,40000,GPV1,exp210327_GPV1_H04,NE1166,NEBRASKA
H05,16636,0,H,05,exp210327,Hela,40000,GPV1,exp210327_GPV1_H05,NE1380,NEBRASKA
H06,17573,0,H,06,exp210327,Hela,40000,GPV1,exp210327_GPV1_H06,NE1183,NEBRASKA
H07,16914,0,H,07,exp210327,Hela,40000,GPV1,exp210327_GPV1_H07,NE1,NEBRASKA
H08,18077,0,H,08,exp210327,Hela,40000,GPV1,exp210327_GPV1_H08,NE1919,NEBRASKA
H09,17225,0,H,09,exp210327,Hela,40000,GPV1,exp210327_GPV1_H09,NE1,NEBRASKA
H10,26884,0,H,10,exp210327,Hela,40000,GPV1,exp210327_GPV1_H10,Complete lysis,CONTROL
H11,28461,0,H,11,exp210327,Hela,40000,GPV1,exp210327_GPV1_H11,Complete lysis,CONTROL
H12,27285,0,H,12,exp210327,Hela,40000,GPV1,exp210327_GPV1_H12,Complete lysis,CONTROL
A01,18015,5,A,01,exp210327,Hela,40000,GPV1,exp210327_GPV1_A01,NE46,NEBRASKA
A02,16332,5,A,02,exp210327,Hela,40000,GPV1,exp210327_GPV1_A02,NE1561,NEBRASKA
A03,16582,5,A,03,exp210327,Hela,40000,GPV1,exp210327_GPV1_A03,JE2,CONTROL
A04,16994,5,A,04,exp210327,Hela,40000,GPV1,exp210327_GPV1_A04,NE1553,NEBRASKA
A05,16768,5,A,05,exp210327,Hela,40000,GPV1,exp210327_GPV1_A05,NE743,NEBRASKA
A06,17166,5,A,06,exp210327,Hela,40000,GPV1,exp210327_GPV1_A06,NE172,NEBRASKA
A07,16905,5,A,07,exp210327,Hela,40000,GPV1,exp210327_GPV1_A07,NE1166,NEBRASKA
A08,17112,5,A,08,exp210327,Hela,40000,GPV1,exp210327_GPV1_A08,NE704,NEBRASKA
A09,16206,5,A,09,exp210327,Hela,40000,GPV1,exp210327_GPV1_A09,NE362,NEBRASKA
A10,16820,5,A,10,exp210327,Hela,40000,GPV1,exp210327_GPV1_A10,NE188,NEBRASKA
A11,17260,5,A,11,exp210327,Hela,40000,GPV1,exp210327_GPV1_A11,NE1183,NEBRASKA
A12,16165,5,A,12,exp210327,Hela,40000,GPV1,exp210327_GPV1_A12,NE1919,NEBRASKA
B01,18169,5,B,01,exp210327,Hela,40000,GPV1,exp210327_GPV1_B01,NE573,NEBRASKA
B02,16768,5,B,02,exp210327,Hela,40000,GPV1,exp210327_GPV1_B02,NE1020,NEBRASKA
B03,16365,5,B,03,exp210327,Hela,40000,GPV1,exp210327_GPV1_B03,NE573,NEBRASKA
B04,16808,5,B,04,exp210327,Hela,40000,GPV1,exp210327_GPV1_B04,NE1561,NEBRASKA
B05,16513,5,B,05,exp210327,Hela,40000,GPV1,exp210327_GPV1_B05,NE581,NEBRASKA
B06,17747,5,B,06,exp210327,Hela,40000,GPV1,exp210327_GPV1_B06,NE873,NEBRASKA
B07,18150,5,B,07,exp210327,Hela,40000,GPV1,exp210327_GPV1_B07,NE172,NEBRASKA
B08,17721,5,B,08,exp210327,Hela,40000,GPV1,exp210327_GPV1_B08,NE1532,NEBRASKA
B09,15851,5,B,09,exp210327,Hela,40000,GPV1,exp210327_GPV1_B09,NE1553,NEBRASKA
B10,16678,5,B,10,exp210327,Hela,40000,GPV1,exp210327_GPV1_B10,NE472,NEBRASKA
B11,17036,5,B,11,exp210327,Hela,40000,GPV1,exp210327_GPV1_B11,NE1671,NEBRASKA
B12,16154,5,B,12,exp210327,Hela,40000,GPV1,exp210327_GPV1_B12,NE1561,NEBRASKA
C01,17701,5,C,01,exp210327,Hela,40000,GPV1,exp210327_GPV1_C01,NE1183,NEBRASKA
C02,16178,5,C,02,exp210327,Hela,40000,GPV1,exp210327_GPV1_C02,NE1462,NEBRASKA
C03,17767,5,C,03,exp210327,Hela,40000,GPV1,exp210327_GPV1_C03,NE46,NEBRASKA
C04,17863,5,C,04,exp210327,Hela,40000,GPV1,exp210327_GPV1_C04,NE573,NEBRASKA
C05,16613,5,C,05,exp210327,Hela,40000,GPV1,exp210327_GPV1_C05,NE1671,NEBRASKA
C06,17927,5,C,06,exp210327,Hela,40000,GPV1,exp210327_GPV1_C06,NE440,NEBRASKA
C07,17347,5,C,07,exp210327,Hela,40000,GPV1,exp210327_GPV1_C07,NE1380,NEBRASKA
C08,16724,5,C,08,exp210327,Hela,40000,GPV1,exp210327_GPV1_C08,NE214,NEBRASKA
C09,16667,5,C,09,exp210327,Hela,40000,GPV1,exp210327_GPV1_C09,NE214,NEBRASKA
C10,16718,5,C,10,exp210327,Hela,40000,GPV1,exp210327_GPV1_C10,NE1,NEBRASKA
C11,17304,5,C,11,exp210327,Hela,40000,GPV1,exp210327_GPV1_C11,NE362,NEBRASKA
C12,18003,5,C,12,exp210327,Hela,40000,GPV1,exp210327_GPV1_C12,Non infected,CONTROL
D01,17925,5,D,01,exp210327,Hela,40000,GPV1,exp210327_GPV1_D01,NE704,NEBRASKA
D02,16267,5,D,02,exp210327,Hela,40000,GPV1,exp210327_GPV1_D02,NE472,NEBRASKA
D03,17178,5,D,03,exp210327,Hela,40000,GPV1,exp210327_GPV1_D03,NE362,NEBRASKA
D04,17224,5,D,04,exp210327,Hela,40000,GPV1,exp210327_GPV1_D04,NE119,NEBRASKA
D05,17003,5,D,05,exp210327,Hela,40000,GPV1,exp210327_GPV1_D05,NE1532,NEBRASKA
D06,17166,5,D,06,exp210327,Hela,40000,GPV1,exp210327_GPV1_D06,NE873,NEBRASKA
D07,17074,5,D,07,exp210327,Hela,40000,GPV1,exp210327_GPV1_D07,JE2,CONTROL
D08,17228,5,D,08,exp210327,Hela,40000,GPV1,exp210327_GPV1_D08,NE172,NEBRASKA
D09,16932,5,D,09,exp210327,Hela,40000,GPV1,exp210327_GPV1_D09,NE117,NEBRASKA
D10,18067,5,D,10,exp210327,Hela,40000,GPV1,exp210327_GPV1_D10,NE119,NEBRASKA
D11,16723,5,D,11,exp210327,Hela,40000,GPV1,exp210327_GPV1_D11,NE1919,NEBRASKA
D12,16746,5,D,12,exp210327,Hela,40000,GPV1,exp210327_GPV1_D12,NE472,NEBRASKA
E01,17631,5,E,01,exp210327,Hela,40000,GPV1,exp210327_GPV1_E01,Non infected,CONTROL
E02,15879,5,E,02,exp210327,Hela,40000,GPV1,exp210327_GPV1_E02,NE440,NEBRASKA
E03,17292,5,E,03,exp210327,Hela,40000,GPV1,exp210327_GPV1_E03,NE369,NEBRASKA
E04,17693,5,E,04,exp210327,Hela,40000,GPV1,exp210327_GPV1_E04,NE119,NEBRASKA
E05,16766,5,E,05,exp210327,Hela,40000,GPV1,exp210327_GPV1_E05,NE873,NEBRASKA
E06,17028,5,E,06,exp210327,Hela,40000,GPV1,exp210327_GPV1_E06,NE440,NEBRASKA
E07,17945,5,E,07,exp210327,Hela,40000,GPV1,exp210327_GPV1_E07,NE743,NEBRASKA
E08,16972,5,E,08,exp210327,Hela,40000,GPV1,exp210327_GPV1_E08,NE1140,NEBRASKA
E09,17678,5,E,09,exp210327,Hela,40000,GPV1,exp210327_GPV1_E09,NE117,NEBRASKA
E10,16696,5,E,10,exp210327,Hela,40000,GPV1,exp210327_GPV1_E10,NE1553,NEBRASKA
E11,17683,5,E,11,exp210327,Hela,40000,GPV1,exp210327_GPV1_E11,NE1166,NEBRASKA
E12,17248,5,E,12,exp210327,Hela,40000,GPV1,exp210327_GPV1_E12,NE369,NEBRASKA
F01,17027,5,F,01,exp210327,Hela,40000,GPV1,exp210327_GPV1_F01,NE581,NEBRASKA
F02,15640,5,F,02,exp210327,Hela,40000,GPV1,exp210327_GPV1_F02,NE369,NEBRASKA
F03,16444,5,F,03,exp210327,Hela,40000,GPV1,exp210327_GPV1_F03,NE186,NEBRASKA
F04,17342,5,F,04,exp210327,Hela,40000,GPV1,exp210327_GPV1_F04,NE46,NEBRASKA
F05,17845,5,F,05,exp210327,Hela,40000,GPV1,exp210327_GPV1_F05,NE66,NEBRASKA
F06,18067,5,F,06,exp210327,Hela,40000,GPV1,exp210327_GPV1_F06,NE66,NEBRASKA
F07,17256,5,F,07,exp210327,Hela,40000,GPV1,exp210327_GPV1_F07,NE186,NEBRASKA
F08,16720,5,F,08,exp210327,Hela,40000,GPV1,exp210327_GPV1_F08,NE1140,NEBRASKA
F09,17450,5,F,09,exp210327,Hela,40000,GPV1,exp210327_GPV1_F09,NE117,NEBRASKA
F10,17416,5,F,10,exp210327,Hela,40000,GPV1,exp210327_GPV1_F10,NE188,NEBRASKA
F11,17054,5,F,11,exp210327,Hela,40000,GPV1,exp210327_GPV1_F11,Non infected,CONTROL
F12,18420,5,F,12,exp210327,Hela,40000,GPV1,exp210327_GPV1_F12,NE704,NEBRASKA
G01,18482,5,G,01,exp210327,Hela,40000,GPV1,exp210327_GPV1_G01,NE1671,NEBRASKA
G02,15662,5,G,02,exp210327,Hela,40000,GPV1,exp210327_GPV1_G02,NE581,NEBRASKA
G03,17405,5,G,03,exp210327,Hela,40000,GPV1,exp210327_GPV1_G03,NE1020,NEBRASKA
G04,17450,5,G,04,exp210327,Hela,40000,GPV1,exp210327_GPV1_G04,NE1462,NEBRASKA
G05,16797,5,G,05,exp210327,Hela,40000,GPV1,exp210327_GPV1_G05,NE66,NEBRASKA
G06,17756,5,G,06,exp210327,Hela,40000,GPV1,exp210327_GPV1_G06,NE186,NEBRASKA
G07,17356,5,G,07,exp210327,Hela,40000,GPV1,exp210327_GPV1_G07,NE1532,NEBRASKA
G08,16861,5,G,08,exp210327,Hela,40000,GPV1,exp210327_GPV1_G08,NE1140,NEBRASKA
G09,16325,5,G,09,exp210327,Hela,40000,GPV1,exp210327_GPV1_G09,NE188,NEBRASKA
G10,19228,5,G,10,exp210327,Hela,40000,GPV1,exp210327_GPV1_G10,NE1380,NEBRASKA
G11,17102,5,G,11,exp210327,Hela,40000,GPV1,exp210327_GPV1_G11,JE2,CONTROL
G12,19267,5,G,12,exp210327,Hela,40000,GPV1,exp210327_GPV1_G12,NE214,NEBRASKA
H01,18767,5,H,01,exp210327,Hela,40000,GPV1,exp210327_GPV1_H01,NE743,NEBRASKA
H02,16281,5,H,02,exp210327,Hela,40000,GPV1,exp210327_GPV1_H02,NE1462,NEBRASKA
H03,16766,5,H,03,exp210327,Hela,40000,GPV1,exp210327_GPV1_H03,NE1020,NEBRASKA
H04,16820,5,H,04,exp210327,Hela,40000,GPV1,exp210327_GPV1_H04,NE1166,NEBRASKA
H05,16417,5,H,05,exp210327,Hela,40000,GPV1,exp210327_GPV1_H05,NE1380,NEBRASKA
H06,17525,5,H,06,exp210327,Hela,40000,GPV1,exp210327_GPV1_H06,NE1183,NEBRASKA
H07,16563,5,H,07,exp210327,Hela,40000,GPV1,exp210327_GPV1_H07,NE1,NEBRASKA
H08,17728,5,H,08,exp210327,Hela,40000,GPV1,exp210327_GPV1_H08,NE1919,NEBRASKA
H09,16985,5,H,09,exp210327,Hela,40000,GPV1,exp210327_GPV1_H09,NE1,NEBRASKA
H10,27916,5,H,10,exp210327,Hela,40000,GPV1,exp210327_GPV1_H10,Complete lysis,CONTROL
H11,28817,5,H,11,exp210327,Hela,40000,GPV1,exp210327_GPV1_H11,Complete lysis,CONTROL
H12,28588,5,H,12,exp210327,Hela,40000,GPV1,exp210327_GPV1_H12,Complete lysis,CONTROL
A01,17976,10,A,01,exp210327,Hela,40000,GPV1,exp210327_GPV1_A01,NE46,NEBRASKA
A02,15969,10,A,02,exp210327,Hela,40000,GPV1,exp210327_GPV1_A02,NE1561,NEBRASKA
A03,16294,10,A,03,exp210327,Hela,40000,GPV1,exp210327_GPV1_A03,JE2,CONTROL
A04,16454,10,A,04,exp210327,Hela,40000,GPV1,exp210327_GPV1_A04,NE1553,NEBRASKA
A05,16549,10,A,05,exp210327,Hela,40000,GPV1,exp210327_GPV1_A05,NE743,NEBRASKA
A06,17075,10,A,06,exp210327,Hela,40000,GPV1,exp210327_GPV1_A06,NE172,NEBRASKA
A07,16799,10,A,07,exp210327,Hela,40000,GPV1,exp210327_GPV1_A07,NE1166,NEBRASKA
A08,16924,10,A,08,exp210327,Hela,40000,GPV1,exp210327_GPV1_A08,NE704,NEBRASKA
A09,16016,10,A,09,exp210327,Hela,40000,GPV1,exp210327_GPV1_A09,NE362,NEBRASKA
A10,16512,10,A,10,exp210327,Hela,40000,GPV1,exp210327_GPV1_A10,NE188,NEBRASKA
A11,17187,10,A,11,exp210327,Hela,40000,GPV1,exp210327_GPV1_A11,NE1183,NEBRASKA
A12,15888,10,A,12,exp210327,Hela,40000,GPV1,exp210327_GPV1_A12,NE1919,NEBRASKA
B01,17954,10,B,01,exp210327,Hela,40000,GPV1,exp210327_GPV1_B01,NE573,NEBRASKA
B02,16037,10,B,02,exp210327,Hela,40000,GPV1,exp210327_GPV1_B02,NE1020,NEBRASKA
B03,16168,10,B,03,exp210327,Hela,40000,GPV1,exp210327_GPV1_B03,NE573,NEBRASKA
B04,16753,10,B,04,exp210327,Hela,40000,GPV1,exp210327_GPV1_B04,NE1561,NEBRASKA
B05,16315,10,B,05,exp210327,Hela,40000,GPV1,exp210327_GPV1_B05,NE581,NEBRASKA
B06,17787,10,B,06,exp210327,Hela,40000,GPV1,exp210327_GPV1_B06,NE873,NEBRASKA
B07,17840,10,B,07,exp210327,Hela,40000,GPV1,exp210327_GPV1_B07,NE172,NEBRASKA
B08,17532,10,B,08,exp210327,Hela,40000,GPV1,exp210327_GPV1_B08,NE1532,NEBRASKA
B09,15711,10,B,09,exp210327,Hela,40000,GPV1,exp210327_GPV1_B09,NE1553,NEBRASKA
B10,16082,10,B,10,exp210327,Hela,40000,GPV1,exp210327_GPV1_B10,NE472,NEBRASKA
B11,17278,10,B,11,exp210327,Hela,40000,GPV1,exp210327_GPV1_B11,NE1671,NEBRASKA
B12,15973,10,B,12,exp210327,Hela,40000,GPV1,exp210327_GPV1_B12,NE1561,NEBRASKA
C01,17435,10,C,01,exp210327,Hela,40000,GPV1,exp210327_GPV1_C01,NE1183,NEBRASKA
C02,15887,10,C,02,exp210327,Hela,40000,GPV1,exp210327_GPV1_C02,NE1462,NEBRASKA
C03,16845,10,C,03,exp210327,Hela,40000,GPV1,exp210327_GPV1_C03,NE46,NEBRASKA
C04,17262,10,C,04,exp210327,Hela,40000,GPV1,exp210327_GPV1_C04,NE573,NEBRASKA
C05,16269,10,C,05,exp210327,Hela,40000,GPV1,exp210327_GPV1_C05,NE1671,NEBRASKA
C06,17528,10,C,06,exp210327,Hela,40000,GPV1,exp210327_GPV1_C06,NE440,NEBRASKA
C07,16998,10,C,07,exp210327,Hela,40000,GPV1,exp210327_GPV1_C07,NE1380,NEBRASKA
C08,16501,10,C,08,exp210327,Hela,40000,GPV1,exp210327_GPV1_C08,NE214,NEBRASKA
C09,16574,10,C,09,exp210327,Hela,40000,GPV1,exp210327_GPV1_C09,NE214,NEBRASKA
C10,16451,10,C,10,exp210327,Hela,40000,GPV1,exp210327_GPV1_C10,NE1,NEBRASKA
C11,16906,10,C,11,exp210327,Hela,40000,GPV1,exp210327_GPV1_C11,NE362,NEBRASKA
C12,17626,10,C,12,exp210327,Hela,40000,GPV1,exp210327_GPV1_C12,Non infected,CONTROL
D01,17489,10,D,01,exp210327,Hela,40000,GPV1,exp210327_GPV1_D01,NE704,NEBRASKA
D02,15738,10,D,02,exp210327,Hela,40000,GPV1,exp210327_GPV1_D02,NE472,NEBRASKA
D03,16875,10,D,03,exp210327,Hela,40000,GPV1,exp210327_GPV1_D03,NE362,NEBRASKA
D04,17088,10,D,04,exp210327,Hela,40000,GPV1,exp210327_GPV1_D04,NE119,NEBRASKA
D05,16587,10,D,05,exp210327,Hela,40000,GPV1,exp210327_GPV1_D05,NE1532,NEBRASKA
D06,16992,10,D,06,exp210327,Hela,40000,GPV1,exp210327_GPV1_D06,NE873,NEBRASKA
D07,17353,10,D,07,exp210327,Hela,40000,GPV1,exp210327_GPV1_D07,JE2,CONTROL
D08,16952,10,D,08,exp210327,Hela,40000,GPV1,exp210327_GPV1_D08,NE172,NEBRASKA
D09,16699,10,D,09,exp210327,Hela,40000,GPV1,exp210327_GPV1_D09,NE117,NEBRASKA
D10,17714,10,D,10,exp210327,Hela,40000,GPV1,exp210327_GPV1_D10,NE119,NEBRASKA
D11,16321,10,D,11,exp210327,Hela,40000,GPV1,exp210327_GPV1_D11,NE1919,NEBRASKA
D12,16535,10,D,12,exp210327,Hela,40000,GPV1,exp210327_GPV1_D12,NE472,NEBRASKA
E01,16824,10,E,01,exp210327,Hela,40000,GPV1,exp210327_GPV1_E01,Non infected,CONTROL
E02,15608,10,E,02,exp210327,Hela,40000,GPV1,exp210327_GPV1_E02,NE440,NEBRASKA
E03,16855,10,E,03,exp210327,Hela,40000,GPV1,exp210327_GPV1_E03,NE369,NEBRASKA
E04,17258,10,E,04,exp210327,Hela,40000,GPV1,exp210327_GPV1_E04,NE119,NEBRASKA
E05,16747,10,E,05,exp210327,Hela,40000,GPV1,exp210327_GPV1_E05,NE873,NEBRASKA
E06,17192,10,E,06,exp210327,Hela,40000,GPV1,exp210327_GPV1_E06,NE440,NEBRASKA
E07,17687,10,E,07,exp210327,Hela,40000,GPV1,exp210327_GPV1_E07,NE743,NEBRASKA
E08,16619,10,E,08,exp210327,Hela,40000,GPV1,exp210327_GPV1_E08,NE1140,NEBRASKA
E09,17571,10,E,09,exp210327,Hela,40000,GPV1,exp210327_GPV1_E09,NE117,NEBRASKA
E10,16762,10,E,10,exp210327,Hela,40000,GPV1,exp210327_GPV1_E10,NE1553,NEBRASKA
E11,17483,10,E,11,exp210327,Hela,40000,GPV1,exp210327_GPV1_E11,NE1166,NEBRASKA
E12,17039,10,E,12,exp210327,Hela,40000,GPV1,exp210327_GPV1_E12,NE369,NEBRASKA
F01,16867,10,F,01,exp210327,Hela,40000,GPV1,exp210327_GPV1_F01,NE581,NEBRASKA
F02,15460,10,F,02,exp210327,Hela,40000,GPV1,exp210327_GPV1_F02,NE369,NEBRASKA
F03,16030,10,F,03,exp210327,Hela,40000,GPV1,exp210327_GPV1_F03,NE186,NEBRASKA
F04,17196,10,F,04,exp210327,Hela,40000,GPV1,exp210327_GPV1_F04,NE46,NEBRASKA
