well,f_signal,timepoint,well_row,well_col,experiment,cell_type,cell_number,plate,well_id,sample_id,strain_group
D11,14736,0,D,11,exp210326,Hela,40000,GPV1,exp210326_GPV1_D11,NE1919,NEBRASKA
D12,14310,0,D,12,exp210326,Hela,40000,GPV1,exp210326_GPV1_D12,NE472,NEBRASKA
E01,14631,0,E,01,exp210326,Hela,40000,GPV1,exp210326_GPV1_E01,Non infected,CONTROL
E02,14574,0,E,02,exp210326,Hela,40000,GPV1,exp210326_GPV1_E02,NE440,NEBRASKA
E03,15029,0,E,03,exp210326,Hela,40000,GPV1,exp210326_GPV1_E03,NE369,NEBRASKA
E04,15260,0,E,04,exp210326,Hela,40000,GPV1,exp210326_GPV1_E04,NE119,NEBRASKA
E05,15235,0,E,05,exp210326,Hela,40000,GPV1,exp210326_GPV1_E05,NE873,NEBRASKA
E06,14691,0,E,06,exp210326,Hela,40000,GPV1,exp210326_GPV1_E06,NE440,NEBRASKA
E07,14010,0,E,07,exp210326,Hela,40000,GPV1,exp210326_GPV1_E07,NE743,NEBRASKA
E08,14825,0,E,08,exp210326,Hela,40000,GPV1,exp210326_GPV1_E08,NE1140,NEBRASKA
E09,14333,0,E,09,exp210326,Hela,40000,GPV1,exp210326_GPV1_E09,NE117,NEBRASKA
E10,14750,0,E,10,exp210326,Hela,40000,GPV1,exp210326_GPV1_E10,NE1553,NEBRASKA
E11,15008,0,E,11,exp210326,Hela,40000,GPV1,exp210326_GPV1_E11,NE1166,NEBRASKA
E12,15201,0,E,12,exp210326,Hela,40000,GPV1,exp210326_GPV1_E12,NE369,NEBRASKA
F01,15643,0,F,01,exp210326,Hela,40000,GPV1,exp210326_GPV1_F01,NE581,NEBRASKA
F02,14484,0,F,02,exp210326,Hela,40000,GPV1,exp210326_GPV1_F02,NE369,NEBRASKA
F03,14773,0,F,03,exp210326,Hela,40000,GPV1,exp210326_GPV1_F03,NE186,NEBRASKA
F04,15505,0,F,04,exp210326,Hela,40000,GPV1,exp210326_GPV1_F04,NE46,NEBRASKA
F05,14934,0,F,05,exp210326,Hela,40000,GPV1,exp210326_GPV1_F05,NE66,NEBRASKA
F06,14832,0,F,06,exp210326,Hela,40000,GPV1,exp210326_GPV1_F06,NE66,NEBRASKA
F07,14420,0,F,07,exp210326,Hela,40000,GPV1,exp210326_GPV1_F07,NE186,NEBRASKA
F08,14455,0,F,08,exp210326,Hela,40000,GPV1,exp210326_GPV1_F08,NE1140,NEBRASKA
F09,14758,0,F,09,exp210326,Hela,40000,GPV1,exp210326_GPV1_F09,NE117,NEBRASKA
F10,14050,0,F,10,exp210326,Hela,40000,GPV1,exp210326_GPV1_F10,NE188,NEBRASKA
F11,14221,0,F,11,exp210326,Hela,40000,GPV1,exp210326_GPV1_F11,Non infected,CONTROL
F12,14577,0,F,12,exp210326,Hela,40000,GPV1,exp210326_GPV1_F12,NE704,NEBRASKA
G01,15468,0,G,01,exp210326,Hela,40000,GPV1,exp210326_GPV1_G01,NE1671,NEBRASKA
G02,14145,0,G,02,exp210326,Hela,40000,GPV1,exp210326_GPV1_G02,NE581,NEBRASKA
G03,15277,0,G,03,exp210326,Hela,40000,GPV1,exp210326_GPV1_G03,NE1020,NEBRASKA
G04,16097,0,G,04,exp210326,Hela,40000,GPV1,exp210326_GPV1_G04,NE1462,NEBRASKA
G05,14645,0,G,05,exp210326,Hela,40000,GPV1,exp210326_GPV1_G05,NE66,NEBRASKA
G06,14869,0,G,06,exp210326,Hela,40000,GPV1,exp210326_GPV1_G06,NE186,NEBRASKA
G07,14613,0,G,07,exp210326,Hela,40000,GPV1,exp210326_GPV1_G07,NE1532,NEBRASKA
G08,14574,0,G,08,exp210326,Hela,40000,GPV1,exp210326_GPV1_G08,NE1140,NEBRASKA
G09,14557,0,G,09,exp210326,Hela,40000,GPV1,exp210326_GPV1_G09,NE188,NEBRASKA
G10,14515,0,G,10,exp210326,Hela,40000,GPV1,exp210326_GPV1_G10,NE1380,NEBRASKA
G11,15955,0,G,11,exp210326,Hela,40000,GPV1,exp210326_GPV1_G11,JE2,CONTROL
G12,15472,0,G,12,exp210326,Hela,40000,GPV1,exp210326_GPV1_G12,NE214,NEBRASKA
H01,16132,0,H,01,exp210326,Hela,40000,GPV1,exp210326_GPV1_H01,NE743,NEBRASKA
H02,15634,0,H,02,exp210326,Hela,40000,GPV1,exp210326_GPV1_H02,NE1462,NEBRASKA
H03,15025,0,H,03,exp210326,Hela,40000,GPV1,exp210326_GPV1_H03,NE1020,NEBRASKA
H04,16462,0,H,04,exp210326,Hela,40000,GPV1,exp210326_GPV1_H04,NE1166,NEBRASKA
H05,15821,0,H,05,exp210326,Hela,40000,GPV1,exp210326_GPV1_H05,NE1380,NEBRASKA
H06,17050,0,H,06,exp210326,Hela,40000,GPV1,exp210326_GPV1_H06,NE1183,NEBRASKA
H07,15764,0,H,07,exp210326,Hela,40000,GPV1,exp210326_GPV1_H07,NE1,NEBRASKA
H08,15419,0,H,08,exp210326,Hela,40000,GPV1,exp210326_GPV1_H08,NE1919,NEBRASKA
H09,15566,0,H,09,exp210326,Hela,40000,GPV1,exp210326_GPV1_H09,NE1,NEBRASKA
H10,29479,0,H,10,exp210326,Hela,40000,GPV1,exp210326_GPV1_H10,Complete lysis,CONTROL
H11,30250,0,H,11,exp210326,Hela,40000,GPV1,exp210326_GPV1_H11,Complete lysis,CONTROL
H12,27960,0,H,12,exp210326,Hela,40000,GPV1,exp210326_GPV1_H12,Complete lysis,CONTROL
A01,16052,5,A,01,exp210326,Hela,40000,GPV1,exp210326_GPV1_A01,NE46,NEBRASKA
A02,15751,5,A,02,exp210326,Hela,40000,GPV1,exp210326_GPV1_A02,NE1561,NEBRASKA
A03,15013,5,A,03,exp210326,Hela,40000,GPV1,exp210326_GPV1_A03,JE2,CONTROL
A04,15891,5,A,04,exp210326,Hela,40000,GPV1,exp210326_GPV1_A04,NE1553,NEBRASKA
A05,15189,5,A,05,exp210326,Hela,40000,GPV1,exp210326_GPV1_A05,NE743,NEBRASKA
A06,16458,5,A,06,exp210326,Hela,40000,GPV1,exp210326_GPV1_A06,NE172,NEBRASKA
A07,15256,5,A,07,exp210326,Hela,40000,GPV1,exp210326_GPV1_A07,NE1166,NEBRASKA
A08,14793,5,A,08,exp210326,Hela,40000,GPV1,exp210326_GPV1_A08,NE704,NEBRASKA
A09,15476,5,A,09,exp210326,Hela,40000,GPV1,exp210326_GPV1_A09,NE362,NEBRASKA
A10,14321,5,A,10,exp210326,Hela,40000,GPV1,exp210326_GPV1_A10,NE188,NEBRASKA
A11,16328,5,A,11,exp210326,Hela,40000,GPV1,exp210326_GPV1_A11,NE1183,NEBRASKA
A12,15011,5,A,12,exp210326,Hela,40000,GPV1,exp210326_GPV1_A12,NE1919,NEBRASKA
B01,16614,5,B,01,exp210326,Hela,40000,GPV1,exp210326_GPV1_B01,NE573,NEBRASKA
B02,15653,5,B,02,exp210326,Hela,40000,GPV1,exp210326_GPV1_B02,NE1020,NEBRASKA
B03,14682,5,B,03,exp210326,Hela,40000,GPV1,exp210326_GPV1_B03,NE573,NEBRASKA
B04,15600,5,B,04,exp210326,Hela,40000,GPV1,exp210326_GPV1_B04,NE1561,NEBRASKA
B05,15313,5,B,05,exp210326,Hela,40000,GPV1,exp210326_GPV1_B05,NE581,NEBRASKA
B06,14706,5,B,06,exp210326,Hela,40000,GPV1,exp210326_GPV1_B06,NE873,NEBRASKA
B07,14143,5,B,07,exp210326,Hela,40000,GPV1,exp210326_GPV1_B07,NE172,NEBRASKA
B08,14365,5,B,08,exp210326,Hela,40000,GPV1,exp210326_GPV1_B08,NE1532,NEBRASKA
B09,14684,5,B,09,exp210326,Hela,40000,GPV1,exp210326_GPV1_B09,NE1553,NEBRASKA
B10,14362,5,B,10,exp210326,Hela,40000,GPV1,exp210326_GPV1_B10,NE472,NEBRASKA
B11,15057,5,B,11,exp210326,Hela,40000,GPV1,exp210326_GPV1_B11,NE1671,NEBRASKA
B12,14760,5,B,12,exp210326,Hela,40000,GPV1,exp210326_GPV1_B12,NE1561,NEBRASKA
C01,16001,5,C,01,exp210326,Hela,40000,GPV1,exp210326_GPV1_C01,NE1183,NEBRASKA
C02,15089,5,C,02,exp210326,Hela,40000,GPV1,exp210326_GPV1_C02,NE1462,NEBRASKA
C03,14689,5,C,03,exp210326,Hela,40000,GPV1,exp210326_GPV1_C03,NE46,NEBRASKA
C04,15331,5,C,04,exp210326,Hela,40000,GPV1,exp210326_GPV1_C04,NE573,NEBRASKA
C05,14647,5,C,05,exp210326,Hela,40000,GPV1,exp210326_GPV1_C05,NE1671,NEBRASKA
C06,14456,5,C,06,exp210326,Hela,40000,GPV1,exp210326_GPV1_C06,NE440,NEBRASKA
C07,14162,5,C,07,exp210326,Hela,40000,GPV1,exp210326_GPV1_C07,NE1380,NEBRASKA
C08,14115,5,C,08,exp210326,Hela,40000,GPV1,exp210326_GPV1_C08,NE214,NEBRASKA
C09,13907,5,C,09,exp210326,Hela,40000,GPV1,exp210326_GPV1_C09,NE214,NEBRASKA
C10,14781,5,C,10,exp210326,Hela,40000,GPV1,exp210326_GPV1_C10,NE1,NEBRASKA
C11,14735,5,C,11,exp210326,Hela,40000,GPV1,exp210326_GPV1_C11,NE362,NEBRASKA
C12,13805,5,C,12,exp210326,Hela,40000,GPV1,exp210326_GPV1_C12,Non infected,CONTROL
D01,15997,5,D,01,exp210326,Hela,40000,GPV1,exp210326_GPV1_D01,NE704,NEBRASKA
D02,15078,5,D,02,exp210326,Hela,40000,GPV1,exp210326_GPV1_D02,NE472,NEBRASKA
D03,15003,5,D,03,exp210326,Hela,40000,GPV1,exp210326_GPV1_D03,NE362,NEBRASKA
D04,15623,5,D,04,exp210326,Hela,40000,GPV1,exp210326_GPV1_D04,NE119,NEBRASKA
D05,14777,5,D,05,exp210326,Hela,40000,GPV1,exp210326_GPV1_D05,NE1532,NEBRASKA
D06,13781,5,D,06,exp210326,Hela,40000,GPV1,exp210326_GPV1_D06,NE873,NEBRASKA
D07,14136,5,D,07,exp210326,Hela,40000,GPV1,exp210326_GPV1_D07,JE2,CONTROL
D08,14333,5,D,08,exp210326,Hela,40000,GPV1,exp210326_GPV1_D08,NE172,NEBRASKA
D09,14322,5,D,09,exp210326,Hela,40000,GPV1,exp210326_GPV1_D09,NE117,NEBRASKA
D10,14385,5,D,10,exp210326,Hela,40000,GPV1,exp210326_GPV1_D10,NE119,NEBRASKA
D11,14251,5,D,11,exp210326,Hela,40000,GPV1,exp210326_GPV1_D11,NE1919,NEBRASKA
D12,14013,5,D,12,exp210326,Hela,40000,GPV1,exp210326_GPV1_D12,NE472,NEBRASKA
E01,14424,5,E,01,exp210326,Hela,40000,GPV1,exp210326_GPV1_E01,Non infected,CONTROL
E02,14700,5,E,02,exp210326,Hela,40000,GPV1,exp210326_GPV1_E02,NE440,NEBRASKA
E03,14967,5,E,03,exp210326,Hela,40000,GPV1,exp210326_GPV1_E03,NE369,NEBRASKA
E04,15293,5,E,04,exp210326,Hela,40000,GPV1,exp210326_GPV1_E04,NE119,NEBRASKA
E05,15450,5,E,05,exp210326,Hela,40000,GPV1,exp210326_GPV1_E05,NE873,NEBRASKA
E06,14381,5,E,06,exp210326,Hela,40000,GPV1,exp210326_GPV1_E06,NE440,NEBRASKA
E07,14120,5,E,07,exp210326,Hela,40000,GPV1,exp210326_GPV1_E07,NE743,NEBRASKA
E08,14655,5,E,08,exp210326,Hela,40000,GPV1,exp210326_GPV1_E08,NE1140,NEBRASKA
E09,14296,5,E,09,exp210326,Hela,40000,GPV1,exp210326_GPV1_E09,NE117,NEBRASKA
E10,14779,5,E,10,exp210326,Hela,40000,GPV1,exp210326_GPV1_E10,NE1553,NEBRASKA
E11,15102,5,E,11,exp210326,Hela,40000,GPV1,exp210326_GPV1_E11,NE1166,NEBRASKA
E12,14953,5,E,12,exp210326,Hela,40000,GPV1,exp210326_GPV1_E12,NE369,NEBRASKA
F01,15414,5,F,01,exp210326,Hela,40000,GPV1,exp210326_GPV1_F01,NE581,NEBRASKA
F02,14251,5,F,02,exp210326,Hela,40000,GPV1,exp210326_GPV1_F02,NE369,NEBRASKA
F03,14515,5,F,03,exp210326,Hela,40000,GPV1,exp210326_GPV1_F03,NE186,NEBRASKA
F04,15518,5,F,04,exp210326,Hela,40000,GPV1,exp210326_GPV1_F04,NE46,NEBRASKA
F05,15030,5,F,05,exp210326,Hela,40000,GPV1,exp210326_GPV1_F05,NE66,NEBRASKA
F06,14707,5,F,06,exp210326,Hela,40000,GPV1,exp210326_GPV1_F06,NE66,NEBRASKA
F07,14299,5,F,07,exp210326,Hela,40000,GPV1,exp210326_GPV1_F07,NE186,NEBRASKA
F08,14534,5,F,08,exp210326,Hela,40000,GPV1,exp210326_GPV1_F08,NE1140,NEBRASKA
F09,14832,5,F,09,exp210326,Hela,40000,GPV1,exp210326_GPV1_F09,NE117,NEBRASKA
F10,14039,5,F,10,exp210326,Hela,40000,GPV1,exp210326_GPV1_F10,NE188,NEBRASKA
F11,14254,5,F,11,exp210326,Hela,40000,GPV1,exp210326_GPV1_F11,Non infected,CONTROL
F12,14671,5,F,12,exp210326,Hela,40000,GPV1,exp210326_GPV1_F12,NE704,NEBRASKA
G01,15566,5,G,01,exp210326,Hela,40000,GPV1,exp210326_GPV1_G01,NE1671,NEBRASKA
G02,13616,5,G,02,exp210326,Hela,40000,GPV1,exp210326_GPV1_G02,NE581,NEBRASKA
G03,15084,5,G,03,exp210326,Hela,40000,GPV1,exp210326_GPV1_G03,NE1020,NEBRASKA
G04,16011,5,G,04,exp210326,Hela,40000,GPV1,exp210326_GPV1_G04,NE1462,NEBRASKA
G05,14698,5,G,05,exp210326,Hela,40000,GPV1,exp210326_GPV1_G05,NE66,NEBRASKA
G06,14850,5,G,06,exp210326,Hela,40000,GPV1,exp210326_GPV1_G06,NE186,NEBRASKA
G07,14253,5,G,07,exp210326,Hela,40000,GPV1,exp210326_GPV1_G07,NE1532,NEBRASKA
G08,14593,5,G,08,exp210326,Hela,40000,GPV1,exp210326_GPV1_G08,NE1140,NEBRASKA
G09,14632,5,G,09,exp210326,Hela,40000,GPV1,exp210326_GPV1_G09,NE188,NEBRASKA
G10,14515,5,G,10,exp210326,Hela,40000,GPV1,exp210326_GPV1_G10,NE1380,NEBRASKA
G11,16432,5,G,11,exp210326,Hela,40000,GPV1,exp210326_GPV1_G11,JE2,CONTROL
G12,15151,5,G,12,exp210326,Hela,40000,GPV1,exp210326_GPV1_G12,NE214,NEBRASKA
H01,15661,5,H,01,exp210326,Hela,40000,GPV1,exp210326_GPV1_H01,NE743,NEBRASKA
H02,15297,5,H,02,exp210326,Hela,40000,GPV1,exp210326_GPV1_H02,NE1462,NEBRASKA
H03,14947,5,H,03,exp210326,Hela,40000,GPV1,exp210326_GPV1_H03,NE1020,NEBRASKA
H04,16215,5,H,04,exp210326,Hela,40000,GPV1,exp210326_GPV1_H04,NE1166,NEBRASKA
H05,15529,5,H,05,exp210326,Hela,40000,GPV1,exp210326_GPV1_H05,NE1380,NEBRASKA
H06,17105,5,H,06,exp210326,Hela,40000,GPV1,exp210326_GPV1_H06,NE1183,NEBRASKA
H07,15547,5,H,07,exp210326,Hela,40000,GPV1,exp210326_GPV1_H07,NE1,NEBRASKA
H08,15242,5,H,08,exp210326,Hela,40000,GPV1,exp210326_GPV1_H08,NE1919,NEBRASKA
H09,15432,5,H,09,exp210326,Hela,40000,GPV1,exp210326_GPV1_H09,NE1,NEBRASKA
H10,33206,5,H,10,exp210326,Hela,40000,GPV1,exp210326_GPV1_H10,Complete lysis,CONTROL
H11,35500,5,H,11,exp210326,Hela,40000,GPV1,exp210326_GPV1_H11,Complete lysis,CONTROL
H12,30531,5,H,12,exp210326,Hela,40000,GPV1,exp210326_GPV1_H12,Complete lysis,CONTROL
A01,16093,10,A,01,exp210326,Hela,40000,GPV1,exp210326_GPV1_A01,NE46,NEBRASKA
A02,15798,10,A,02,exp210326,Hela,40000,GPV1,exp210326_GPV1_A02,NE1561,NEBRASKA
A03,14965,10,A,03,exp210326,Hela,40000,GPV1,exp210326_GPV1_A03,JE2,CONTROL
A04,15849,10,A,04,exp210326,Hela,40000,GPV1,exp210326_GPV1_A04,NE1553,NEBRASKA
A05,15009,10,A,05,exp210326,Hela,40000,GPV1,exp210326_GPV1_A05,NE743,NEBRASKA
A06,16737,10,A,06,exp210326,Hela,40000,GPV1,exp210326_GPV1_A06,NE172,NEBRASKA
A07,15604,10,A,07,exp210326,Hela,40000,GPV1,exp210326_GPV1_A07,NE1166,NEBRASKA
A08,14732,10,A,08,exp210326,Hela,40000,GPV1,exp210326_GPV1_A08,NE704,NEBRASKA
A09,15094,10,A,09,exp210326,Hela,40000,GPV1,exp210326_GPV1_A09,NE362,NEBRASKA
A10,14334,10,A,10,exp210326,Hela,40000,GPV1,exp210326_GPV1_A10,NE188,NEBRASKA
A11,16359,10,A,11,exp210326,Hela,40000,GPV1,exp210326_GPV1_A11,NE1183,NEBRASKA
A12,15013,10,A,12,exp210326,Hela,40000,GPV1,exp210326_GPV1_A12,NE1919,NEBRASKA
B01,16235,10,B,01,exp210326,Hela,40000,GPV1,exp210326_GPV1_B01,NE573,NEBRASKA
B02,15517,10,B,02,exp210326,Hela,40000,GPV1,exp210326_GPV1_B02,NE1020,NEBRASKA
B03,14589,10,B,03,exp210326,Hela,40000,GPV1,exp210326_GPV1_B03,NE573,NEBRASKA
B04,15271,10,B,04,exp210326,Hela,40000,GPV1,exp210326_GPV1_B04,NE1561,NEBRASKA
B05,15189,10,B,05,exp210326,Hela,40000,GPV1,exp210326_GPV1_B05,NE581,NEBRASKA
B06,14080,10,B,06,exp210326,Hela,40000,GPV1,exp210326_GPV1_B06,NE873,NEBRASKA
B07,13747,10,B,07,exp210326,Hela,40000,GPV1,exp210326_GPV1_B07,NE172,NEBRASKA
B08,13869,10,B,08,exp210326,Hela,40000,GPV1,exp210326_GPV1_B08,NE1532,NEBRASKA
B09,14214,10,B,09,exp210326,Hela,40000,GPV1,exp210326_GPV1_B09,NE1553,NEBRASKA
B10,14008,10,B,10,exp210326,Hela,40000,GPV1,exp210326_GPV1_B10,NE472,NEBRASKA
B11,14672,10,B,11,exp210326,Hela,40000,GPV1,exp210326_GPV1_B11,NE1671,NEBRASKA
B12,14341,10,B,12,exp210326,Hela,40000,GPV1,exp210326_GPV1_B12,NE1561,NEBRASKA
C01,15859,10,C,01,exp210326,Hela,40000,GPV1,exp210326_GPV1_C01,NE1183,NEBRASKA
C02,14800,10,C,02,exp210326,Hela,40000,GPV1,exp210326_GPV1_C02,NE1462,NEBRASKA
C03,14637,10,C,03,exp210326,Hela,40000,GPV1,exp210326_GPV1_C03,NE46,NEBRASKA
C04,15065,10,C,04,exp210326,Hela,40000,GPV1,exp210326_GPV1_C04,NE573,NEBRASKA
C05,14503,10,C,05,exp210326,Hela,40000,GPV1,exp210326_GPV1_C05,NE1671,NEBRASKA
C06,14143,10,C,06,exp210326,Hela,40000,GPV1,exp210326_GPV1_C06,NE440,NEBRASKA
C07,13824,10,C,07,exp210326,Hela,40000,GPV1,exp210326_GPV1_C07,NE1380,NEBRASKA
C08,13979,10,C,08,exp210326,Hela,40000,GPV1,exp210326_GPV1_C08,NE214,NEBRASKA
C09,13901,10,C,09,exp210326,Hela,40000,GPV1,exp210326_GPV1_C09,NE214,NEBRASKA
C10,14988,10,C,10,exp210326,Hela,40000,GPV1,exp210326_GPV1_C10,NE1,NEBRASKA
C11,14892,10,C,11,exp210326,Hela,40000,GPV1,exp210326_GPV1_C11,NE362,NEBRASKA
C12,13764,10,C,12,exp210326,Hela,40000,GPV1,exp210326_GPV1_C12,Non infected,CONTROL
D01,15636,10,D,01,exp210326,Hela,40000,GPV1,exp210326_GPV1_D01,NE704,NEBRASKA
D02,14734,10,D,02,exp210326,Hela,40000,GPV1,exp210326_GPV1_D02,NE472,NEBRASKA
D03,14666,10,D,03,exp210326,Hela,40000,GPV1,exp210326_GPV1_D03,NE362,NEBRASKA
D04,15387,10,D,04,exp210326,Hela,40000,GPV1,exp210326_GPV1_D04,NE119,NEBRASKA
D05,14668,10,D,05,exp210326,Hela,40000,GPV1,exp210326_GPV1_D05,NE1532,NEBRASKA
D06,13787,10,D,06,exp210326,Hela,40000,GPV1,exp210326_GPV1_D06,NE873,NEBRASKA
D07,13930,10,D,07,exp210326,Hela,40000,GPV1,exp210326_GPV1_D07,JE2,CONTROL
D08,13913,10,D,08,exp210326,Hela,40000,GPV1,exp210326_GPV1_D08,NE172,NEBRASKA
D09,14123,10,D,09,exp210326,Hela,40000,GPV1,exp210326_GPV1_D09,NE117,NEBRASKA
D10,14435,10,D,10,exp210326,Hela,40000,GPV1,exp210326_GPV1_D10,NE119,NEBRASKA
D11,14477,10,D,11,exp210326,Hela,40000,GPV1,exp210326_GPV1_D11,NE1919,NEBRASKA
D12,14006,10,D,12,exp210326,Hela,40000,GPV1,exp210326_GPV1_D12,NE472,NEBRASKA
E01,13981,10,E,01,exp210326,Hela,40000,GPV1,exp210326_GPV1_E01,Non infected,CONTROL
E02,14256,10,E,02,exp210326,Hela,40000,GPV1,exp210326_GPV1_E02,NE440,NEBRASKA
E03,15014,10,E,03,exp210326,Hela,40000,GPV1,exp210326_GPV1_E03,NE369,NEBRASKA
E04,15169,10,E,04,exp210326,Hela,40000,GPV1,exp210326_GPV1_E04,NE119,NEBRASKA
E05,15198,10,E,05,exp210326,Hela,40000,GPV1,exp210326_GPV1_E05,NE873,NEBRASKA
E06,14085,10,E,06,exp210326,Hela,40000,GPV1,exp210326_GPV1_E06,NE440,NEBRASKA
E07,14018,10,E,07,exp210326,Hela,40000,GPV1,exp210326_GPV1_E07,NE743,NEBRASKA
E08,14325,10,E,08,exp210326,Hela,40000,GPV1,exp210326_GPV1_E08,NE1140,NEBRASKA
E09,13858,10,E,09,exp210326,Hela,40000,GPV1,exp210326_GPV1_E09,NE117,NEBRASKA
E10,14249,10,E,10,exp210326,Hela,40000,GPV1,exp210326_GPV1_E10,NE1553,NEBRASKA
E11,15027,10,E,11,exp210326,Hela,40000,GPV1,exp210326_GPV1_E11,NE1166,NEBRASKA
E12,15174,10,E,12,exp210326,Hela,40000,GPV1,exp210326_GPV1_E12,NE369,NEBRASKA
F01,15488,10,F,01,exp210326,Hela,40000,GPV1,exp210326_GPV1_F01,NE581,NEBRASKA
F02,14136,10,F,02,exp210326,Hela,40000,GPV1,exp210326_GPV1_F02,NE369,NEBRASKA
F03,14363,10,F,03,exp210326,Hela,40000,GPV1,exp210326_GPV1_F03,NE186,NEBRASKA
F04,15201,10,F,04,exp210326,Hela,40000,GPV1,exp210326_GPV1_F04,NE46,NEBRASKA
