Ontology	Post.prob	mnBF	nsub.0	nsub.1	tlen.0	tlen.1	ELAMBA.0	ELAMBA.1	SDLAMBDA.0	SDLAMBDA.1	glm.pval
SAUSA300_0035	2.12186416966816e-12	0.977112524799099	340	0	2367.159	0.216	0.143612931083757	0.209974269826023	0.0069505095143064	0.315239383566048	0.803302295499298
SAUSA300_0036	2.09161169795292e-12	0.96318134605465	340	0	2366.868	0.507	0.143611020642889	0.180803520705413	0.00693717549135806	0.198680787264097	0.702740781762975
SAUSA300_0037	2.05147524838114e-12	0.944698623108399	340	0	2365.746	1.629	0.143615666642173	0.148438944584628	0.00691760365304624	0.104726176537615	0.493878902110541
SAUSA300_0038	2.05553264235884e-12	0.946567041704801	340	0	2366.025	1.35	0.143613560834493	0.153126537062235	0.00691991483236213	0.115999828585312	0.533421130534564
SAUSA300_0039	2.05027946567081e-12	0.944147968509527	340	0	2365.587	1.788	0.143617058654855	0.146168295156263	0.00691678010695062	0.0995879211828796	0.473512378278199
SAUSA300_0040	2.11222675528803e-12	0.972674522389651	340	0	2367.084	0.291	0.143612145008222	0.199264846190489	0.00694633020234001	0.268642492081503	0.772501710564694
SAUSA300_0041	2.0619844006305e-12	0.949538058372286	340	0	2366.283	1.092	0.143612060121471	0.158626178268303	0.00692323535733575	0.130302067742041	0.575402310599823
SAUSA300_0042	2.0531461491504e-12	0.945468068246629	340	0	2365.884	1.491	0.14361456823245	0.150628349293257	0.00691859869186659	0.109882597802493	0.512778203252288
SAUSA300_0043	2.12813295575552e-12	0.97999928328666	340	0	2367.201	0.174	0.143613513906181	0.218063617812821	0.00695319795334651	0.353705395154088	0.823117151064969
SAUSA300_0044	2.06487571463046e-12	0.950869500395232	340	0	2366.37	1.005	0.143611669016898	0.160846851528856	0.00692466556242024	0.136389189972907	0.591037683079633
SAUSA300_0045	2.10347779920209e-12	0.968645652543649	340	0	2367.003	0.372	0.143611562705522	0.190851923177935	0.00694248357560838	0.235217102316448	0.743761720681358
SAUSA300_0046	2.08353305388926e-12	0.959461153023052	340	0	2366.754	0.621	0.143610865399498	0.174567466245116	0.00693349109187992	0.177767580523329	0.672762852956848
SAUSA300_0047	2.06630702296368e-12	0.951528613885733	340	0	2366.409	0.966	0.143611515081214	0.161919801273048	0.00692536489025753	0.139392680003784	0.598331295199023
SAUSA300_0048	2.12535533472555e-12	0.978720196558901	340	0	2367.183	0.192	0.143613249088261	0.214348818067683	0.0069520095525388	0.335674359879734	0.814351698307261
SAUSA300_0049	2.10783071108213e-12	0.970650156308846	340	0	2367.045	0.33	0.143611835417702	0.194908284624678	0.0069444039964993	0.250999272684014	0.758181710347389
SAUSA300_0050	2.10686657708429e-12	0.970206175295199	340	0	2367.036	0.339	0.143611772002878	0.193989203685022	0.00694397978913659	0.24736964262041	0.755010370567538
SAUSA300_0051	2.07106821215916e-12	0.953721128214572	340	0	2366.524	0.851	0.143611146009133	0.165420315177489	0.00692765840388662	0.149469437968074	0.620991837689313
SAUSA300_0052	2.12672592569954e-12	0.979351349875031	340	0	2367.192	0.183	0.143613378474617	0.216153975488772	0.0069525965099887	0.344356928653105	0.818677688637034
SAUSA300_0053	2.09231723577794e-12	0.963506244252848	340	0	2366.877	0.498	0.143611043414935	0.181367455014871	0.00693749434670315	0.200637482387257	0.70526671783191
SAUSA300_0054	2.13580073463775e-12	0.983530274049559	340	0	2367.246	0.129	0.143614296976394	0.229664906318709	0.00695645616820551	0.414300304579692	0.847372109587886
SAUSA300_0055	2.06179955481738e-12	0.949452937391528	340	0	2366.277	1.098	0.143612089408193	0.158481015681207	0.00692314300685565	0.129910289707999	0.574354439928805
SAUSA300_0056	2.09184567261447e-12	0.963289090732913	340	0	2366.871	0.504	0.143611028046176	0.180990141076038	0.00693728128086496	0.199327095367697	0.703579889149485
SAUSA300_0057	2.10981409685395e-12	0.971563499918137	340	0	2367.063	0.312	0.143611971025465	0.196838910797163	0.00694527465861686	0.258727898807653	0.764669450508699
SAUSA300_0058	2.14290454130687e-12	0.986801557183213	340	0	2367.282	0.093	0.143615088191938	0.242834990363485	0.00695944649217726	0.49176785480534	0.870200966516707
SAUSA300_0059	2.1056083260229e-12	0.969626754195111	340	0	2367.024	0.351	0.143611691780177	0.192807871468632	0.00694342519861183	0.242750816362042	0.750852953313949
SAUSA300_0060	2.0722662703003e-12	0.954272830642974	340	0	2366.55	0.825	0.143611081555438	0.166292541055255	0.00692822874716546	0.152045726708584	0.626377390155563
SAUSA300_0061	2.06770772746373e-12	0.952173634396523	340	0	2366.445	0.93	0.14361138549226	0.162958278919971	0.00692604451664159	0.142337937652203	0.60523269497925
SAUSA300_0062	2.06509025759747e-12	0.950968296832427	340	0	2366.376	0.999	0.143611644442335	0.161008580479073	0.00692477072063024	0.136839330306148	0.592147806448409
SAUSA300_0063	2.0793167946517e-12	0.957519577418113	340	0	2366.685	0.69	0.143610875728706	0.171436318407049	0.00693154096370297	0.167763200286695	0.656168771512377
SAUSA300_0064	2.05422330373575e-12	0.945964094925215	340	0	2365.953	1.422	0.143614060078323	0.151814185859807	0.00691920286606568	0.112755810472022	0.522699947566517
SAUSA300_0065	2.05802340584205e-12	0.94771403133333	340	0	2366.139	1.236	0.143612839287061	0.155385296418854	0.00692122514132578	0.121737815385295	0.551235753054331
SAUSA300_0066	2.09653029833649e-12	0.965446347796028	340	0	2366.928	0.447	0.143611205958358	0.184814612000856	0.0069393894745015	0.212837791961232	0.720097129774704
SAUSA300_0067	2.09784373022925e-12	0.966051179514869	340	0	2366.943	0.432	0.143611265368811	0.185919794968588	0.00693997728798148	0.216837298945704	0.72463961458633
SAUSA300_0068	2.1315704585514e-12	0.981582243724892	340	0	2367.222	0.153	0.14361385566921	0.222994582990816	0.00695466263928236	0.378644023769134	0.833968818003558
SAUSA300_0069	2.08025416980195e-12	0.95795123605717	340	0	2366.701	0.674	0.143610867096872	0.1721271869499	0.0069319763186609	0.169942216572982	0.659925467537147
SAUSA300_0070	2.07269221498099e-12	0.954468976978974	340	0	2366.559	0.816	0.143611060992263	0.1666023478669	0.00692843094004077	0.152967037424763	0.628266069001581
SAUSA300_0071	2.06455768072187e-12	0.950723046668442	340	0	2366.361	1.014	0.14361170647583	0.160606453919404	0.00692450945098746	0.135721792742783	0.589380475245479
SAUSA300_0072	2.08238853779626e-12	0.958934106558301	340	0	2366.736	0.639	0.143610861189893	0.173711024285574	0.00693296373150742	0.174998333440204	0.668332672447907
SAUSA300_0073	2.05230613289743e-12	0.945081243107894	340	0	2365.821	1.554	0.143615056467575	0.149600690599677	0.00691811031558892	0.107438036841433	0.504001390031876
SAUSA300_0074	2.0666498943362e-12	0.951686505195309	340	0	2366.418	0.957	0.143611481536622	0.162174932187176	0.00692553166773853	0.140112788302333	0.600041090285937
SAUSA300_0075	2.07506576792764e-12	0.955561991482731	340	0	2366.607	0.768	0.1436109671441	0.168328534515968	0.00692955241986464	0.158160046017978	0.638567085838154
SAUSA300_0076	2.07506576792764e-12	0.955561991482731	340	0	2366.607	0.768	0.1436109671441	0.168328534515968	0.00692955241986464	0.158160046017978	0.638567085838154
SAUSA300_0077	2.08257702601687e-12	0.959020904857534	340	0	2366.739	0.636	0.143610861541087	0.173851702026464	0.00693305068101534	0.175451508046977	0.669065870490802
SAUSA300_0078	2.04978395106366e-12	0.943919785416669	340	0	2365.35	2.025	0.143619365411525	0.143177293709209	0.00691612395588783	0.0931583453401424	0.445569742781955
SAUSA300_0079	2.08867551000365e-12	0.961829239703351	340	0	2366.829	0.546	0.143610940791144	0.178493016313168	0.006935843697553	0.190777941794479	0.692082255031828
SAUSA300_0080	2.14290454130687e-12	0.986801557183213	340	0	2367.282	0.093	0.143615088191938	0.242834990363485	0.00695944649217726	0.49176785480534	0.870200966516707
SAUSA300_0081	2.05048592891486e-12	0.944243044256863	340	0	2365.623	1.752	0.143616732165945	0.146661568683121	0.00691693805844546	0.100685625212585	0.478001438929054
SAUSA300_0082	2.09601476586842e-12	0.96520894653411	340	0	2366.922	0.453	0.143611183733331	0.184384989136505	0.00693915837227148	0.211294644742907	0.718304219665201
SAUSA300_0083	2.07568696111769e-12	0.955848049212059	340	0	2366.619	0.756	0.143610947996715	0.168780826079568	0.00692984453796627	0.159537382975049	0.641202187348437
SAUSA300_0084	2.11587575199307e-12	0.974354875182453	340	0	2367.114	0.261	0.143612426062993	0.203112783568655	0.00694791944153854	0.284843942335794	0.784241617856804
SAUSA300_0085	2.06274210096654e-12	0.949886977261142	340	0	2366.307	1.068	0.143611945894203	0.159216674074078	0.00692361267896671	0.13190354585392	0.579631962068899
SAUSA300_0086	2.05583034596339e-12	0.946704133383356	340	0	2366.04	1.335	0.14361346096021	0.153410439563908	0.00692007409852257	0.116710373405928	0.53570456527187
SAUSA300_0087	2.05884677254915e-12	0.948093189402689	340	0	2366.172	1.203	0.143612647125076	0.156086209486784	0.00692164914310695	0.123557337408608	0.556600470251268
SAUSA300_0088	2.14102871928624e-12	0.985937746380973	340	0	2367.273	0.102	0.143614873216787	0.239069491024124	0.00695865944026971	0.468606789756147	0.864107132703433
SAUSA300_0089	2.06758799417866e-12	0.952118497553107	340	0	2366.442	0.933	0.143611395819225	0.162869875262204	0.00692598659338649	0.142085754914495	0.604651164467733
SAUSA300_0090	2.11152610492006e-12	0.972351874851778	340	0	2367.078	0.297	0.143612093485682	0.198551168996071	0.00694602406308132	0.265702018581505	0.770233455083014
SAUSA300_0091	2.05839172196933e-12	0.947883639881418	340	0	2366.154	1.221	0.14361275097685	0.155701063054496	0.00692141528020837	0.122555264474162	0.553662122932766
SAUSA300_0092	2.09525172406564e-12	0.964857567914734	340	0	2366.913	0.462	0.143611151998353	0.183753266673966	0.00693881591694967	0.209037327689562	0.715639835985707
SAUSA300_0093	2.0706199705766e-12	0.953514714217522	340	0	2366.514	0.861	0.143611172753639	0.165093499027419	0.006927444373205	0.148510810545221	0.618947709060385
SAUSA300_0094	2.08955858009293e-12	0.962235891013481	340	0	2366.841	0.534	0.143610962197275	0.179182018505099	0.00693624507596341	0.193115491322494	0.69531372923581
SAUSA300_0095	2.07631971998564e-12	0.956139432903764	340	0	2366.631	0.744	0.14361093064219	0.169242005251557	0.00693014153267452	0.160948899228143	0.643862859335917
SAUSA300_0096	2.08471090955212e-12	0.960003552266622	340	0	2366.772	0.603	0.14361087476871	0.175454787388835	0.00693403233405224	0.180662776093592	0.677269329841458
SAUSA300_0097	2.06386000742166e-12	0.950401770061959	340	0	2364.222	3.153	0.143633518993102	0.132722630863645	0.00692026291706556	0.0739351602075092	0.341111058090257
SAUSA300_0098	2.09351764992358e-12	0.964059031614741	340	0	2366.892	0.483	0.143611085184385	0.182335346036967	0.00693803585201011	0.204021382634566	0.709535222207361
SAUSA300_0099	2.06552546120968e-12	0.951168706880541	340	0	2366.388	0.987	0.143611596258494	0.161335623898733	0.00692498366639161	0.137752398616048	0.594380980806511
SAUSA300_0100	2.07491224991582e-12	0.95549129686699	340	0	2366.604	0.771	0.143610972207039	0.168216814171068	0.00692948014158315	0.157820895539992	0.637912238637732
SAUSA300_0101	2.07491224991582e-12	0.95549129686699	340	0	2366.604	0.771	0.143610972207039	0.168216814171068	0.00692948014158315	0.157820895539992	0.637912238637732
SAUSA300_0102	2.07491224991582e-12	0.95549129686699	340	0	2366.604	0.771	0.143610972207039	0.168216814171068	0.00692948014158315	0.157820895539992	0.637912238637732
SAUSA300_0103	2.07506576792764e-12	0.955561991482731	340	0	2366.607	0.768	0.1436109671441	0.168328534515968	0.00692955241986464	0.158160046017978	0.638567085838154
SAUSA300_0104	2.0502966509597e-12	0.944155882287072	340	0	2365.176	2.199	0.143621219639935	0.141217923088161	0.00691603172668328	0.0891630671176534	0.426651843396038
SAUSA300_0105	2.05947612508989e-12	0.948383004490224	340	0	2366.196	1.179	0.143612512315495	0.156610692238197	0.00692197080685204	0.124930753433916	0.560564601570492
SAUSA300_0106	2.18165418162061e-12	1.00464565833882	339	1	2365.986	1.389	0.143543827629125	0.271643955585137	0.00698938731663842	0.232139939062652	0.202413293711654
SAUSA300_0107	2.05116545835807e-12	0.944555965667867	340	0	2365.713	1.662	0.143615944760917	0.147947285994947	0.00691740541639777	0.103595247253832	0.489534220445355
SAUSA300_0108	2.09011672486236e-12	0.962492915121179	339	1	2365.599	1.776	0.143546936174333	0.239589721428164	0.00695265362644207	0.186085516500283	0.264658397802686
SAUSA300_0109	2.07009106806364e-12	0.953271156087272	340	0	2366.502	0.873	0.143611206248314	0.164707405016127	0.00692719135983611	0.147383016562627	0.616514200517042
SAUSA300_0110	2.0546381545831e-12	0.946155132581945	340	0	2365.977	1.398	0.143613890069202	0.152242694183218	0.00691943070118342	0.113807681124588	0.526230608156241
SAUSA300_0111	2.09425302385404e-12	0.964397669256176	340	0	2366.901	0.474	0.14361111260242	0.182933717434927	0.0069383669663358	0.206129614872634	0.712132651603486
SAUSA300_0112	2.05185171836015e-12	0.944871986482436	340	0	2365.782	1.593	0.14361536991061	0.148988637654537	0.00691783696334056	0.106002430396604	0.498696087672308
SAUSA300_0113	3.86720641350512e-12	1.78083775419527	338	2	2365.848	1.527	0.143325772063487	0.597910158936029	0.00734299009987107	0.4359921366122	0.0214519756934518
SAUSA300_0114	2.07584405748202e-12	0.955920391649137	340	0	2366.622	0.753	0.143610943488608	0.168895275384622	0.00692991832583943	0.159887004387145	0.641864935381753
SAUSA300_0115	2.06509025759747e-12	0.950968296832427	340	0	2366.376	0.999	0.143611644442335	0.161008580479073	0.00692477072063024	0.136839330306148	0.592147806448409
SAUSA300_0116	2.06519829089411e-12	0.951018045863845	340	0	2366.379	0.996	0.143611632275289	0.161089890091804	0.00692482362722724	0.137065986805695	0.592704477173754
SAUSA300_0117	2.31898453315156e-12	1.06788590172204	339	1	2366.382	0.993	0.143540672225598	0.330248728486606	0.00703874396191654	0.315150222516101	0.139576296715634
SAUSA300_0118	2.06807027537145e-12	0.95234058669561	340	0	2366.454	0.921	0.143611355036094	0.163225597432949	0.00692621971815059	0.143102144204221	0.606984444056129
SAUSA300_0119	2.06466319046594e-12	0.950771633610949	340	0	2366.364	1.011	0.14361169391028	0.160686296304269	0.00692456127236828	0.135943227104079	0.589931820216009
SAUSA300_0120	2.05046732673414e-12	0.94423447800459	340	0	2365.62	1.755	0.143616759125595	0.146620023062307	0.00691692427577532	0.100592771432958	0.47762471113024
SAUSA300_0121	2.05752410034813e-12	0.947484102547697	340	0	2366.118	1.257	0.143612965578469	0.154950885868622	0.00692096607313726	0.120619307153424	0.547872124392813
SAUSA300_0122	2.0505827923016e-12	0.944287649575962	340	0	2365.638	1.737	0.143616598048939	0.146870523007646	0.00691700868137486	0.101153747300448	0.47989237549253
SAUSA300_0123	3.40146797088858e-12	1.56636650195097	338	2	2365.524	1.851	0.143348876105642	0.488813180027144	0.00728242641212345	0.350995177862581	0.0317379750205759
SAUSA300_0124	2.07460732577632e-12	0.955350880152252	340	0	2366.598	0.777	0.143610982660485	0.167994963938724	0.00692933647673891	0.157148674238441	0.636607196967457
SAUSA300_0125	2.05884677254915e-12	0.948093189402689	340	0	2366.172	1.203	0.143612647125076	0.156086209486784	0.00692164914310695	0.123557337408608	0.556600470251268
SAUSA300_0126	2.43523865762643e-12	1.12142060140158	339	1	2366.61	0.765	0.143538990162202	0.391098694699948	0.00707597164367607	0.400231866972479	0.104268373010419
SAUSA300_0127	2.10002150362367e-12	0.967054038081537	340	0	2366.967	0.408	0.143611372378308	0.187787764260579	0.00694094892625869	0.223695612459772	0.732095734341011
SAUSA300_0128	2.0831479036956e-12	0.959283792434409	340	0	2366.748	0.627	0.143610863432286	0.17427865083164	0.00693331378627076	0.17683095143776	0.671277804860973
SAUSA300_0129	2.07460732577632e-12	0.955350880152252	340	0	2366.598	0.777	0.143610982660485	0.167994963938724	0.00692933647673891	0.157148674238441	0.636607196967457
SAUSA300_0130	2.32422087001593e-12	1.07029722022555	339	1	2366.394	0.981	0.143540579349463	0.332756657352409	0.00704050459525415	0.318675005568869	0.137697559279095
SAUSA300_0131	2.07914362571505e-12	0.957439833606362	340	0	2366.682	0.693	0.143610877747795	0.171308963987502	0.00693146041929568	0.167363275482195	0.655470211365717
SAUSA300_0132	2.05980067845711e-12	0.948532460409509	340	0	2366.208	1.167	0.143612446504808	0.156877793265961	0.0069221359342386	0.125634076451073	0.562566953847503
SAUSA300_0133	2.05795091654909e-12	0.947680650216351	340	0	2366.136	1.239	0.143612857139869	0.155322696518866	0.00692118762545843	0.121576199708643	0.550752873179674
SAUSA300_0134	2.05407317271892e-12	0.94589496001121	340	0	2365.944	1.431	0.143614124740883	0.15165569929376	0.00691911981949038	0.112368591533386	0.521386753382705
SAUSA300_0135	2.0849105469546e-12	0.960095484732974	340	0	2366.775	0.6	0.143610876845419	0.175605818056784	0.00693412392507559	0.181158214970312	0.678028055089944
SAUSA300_0136	2.07729106232762e-12	0.956586733339758	340	0	2366.649	0.726	0.143610908050691	0.169951145692875	0.00693059637529039	0.163133343672302	0.647903113643855
SAUSA300_0137	2.07568696111769e-12	0.955848049212059	340	0	2366.619	0.756	0.143610947996715	0.168780826079568	0.00692984453796627	0.159537382975049	0.641202187348437
SAUSA300_0138	2.07828979358114e-12	0.957046646293035	340	0	2366.667	0.708	0.143610889700843	0.170682166566183	0.00693106273530118	0.165402933052935	0.652004340073569
SAUSA300_0139	2.19189147106026e-12	1.00935990153802	339	1	2366.022	1.353	0.143543537781315	0.275559248099215	0.00699329220313141	0.237730601845796	0.196650249775432
SAUSA300_0140	2.08091235716497e-12	0.958254329499844	340	0	2366.712	0.663	0.143610863288783	0.17261391190856	0.00693228137711839	0.171487007405569	0.662539170650107
SAUSA300_0141	2.05947612508989e-12	0.948383004490224	340	0	2366.196	1.179	0.143612512315495	0.156610692238197	0.00692197080685204	0.124930753433916	0.560564601570492
SAUSA300_0142	2.40571939221512e-12	1.1078270621126	339	1	2366.559	0.816	0.143539346500177	0.374592763757338	0.00706687454653175	0.377231697224799	0.112087048562845
SAUSA300_0143	2.07341529165003e-12	0.954801951765865	340	0	2366.574	0.801	0.14361102876729	0.167128116638515	0.00692877350857396	0.154538045319769	0.631442626804486
SAUSA300_0144	2.07475943701463e-12	0.955420926952721	340	0	2366.601	0.774	0.143610977379328	0.168105625502358	0.00692940816100091	0.157483778184582	0.637258945214523
SAUSA300_0145	2.0666498943362e-12	0.951686505195309	340	0	2366.418	0.957	0.143611481536622	0.162174932187176	0.00692553166773853	0.140112788302333	0.600041090285937
SAUSA300_0146	2.05241802221509e-12	0.945132767826225	340	0	2365.83	1.545	0.143614985337888	0.149744481340117	0.00691817650150795	0.107777517880185	0.505239358056151
SAUSA300_0147	2.0525325842159e-12	0.945185523307681	340	0	2365.839	1.536	0.143614914664567	0.149889255021524	0.00691824386804154	0.108120165558284	0.506482540416335
SAUSA300_0148	2.12358118684557e-12	0.977903206414501	340	0	2367.171	0.204	0.143613085383402	0.212087457832725	0.00695124815439122	0.325005093008932	0.808735472388734
SAUSA300_0149	2.06918859533571e-12	0.952855569916227	340	0	2366.481	0.894	0.143611268470413	0.16404713675788	0.00692675842781629	0.145466197954845	0.612305422635521
SAUSA300_0150	2.09335579110087e-12	0.963984496078875	340	0	2366.89	0.485	0.143611079334252	0.182204205699865	0.0069379629103773	0.20356099718612	0.708961763476805
SAUSA300_0151	2.05408039426827e-12	0.945898285514519	340	0	2364.765	2.61	0.14362609696062	0.137177324508198	0.00691695344757073	0.0814878495147564	0.386446711878086
SAUSA300_0152	2.08055193959976e-12	0.958088358217537	340	0	2366.706	0.669	0.143610865148337	0.172347211078284	0.00693211439336017	0.170639551773999	0.66111033887333
SAUSA300_0153	2.07949077463806e-12	0.957599694715988	340	0	2366.688	0.687	0.143610873835131	0.171564352728457	0.00693162184804556	0.168165810612363	0.656869153029385
SAUSA300_0154	2.07521999452891e-12	0.955633012401937	340	0	2366.61	0.765	0.143610962191067	0.168440791164804	0.00692962499723529	0.158501249601905	0.639223495499619
SAUSA300_0155	2.0501048099167e-12	0.944067540022491	340	0	2365.55	1.825	0.143617400898398	0.145672946300674	0.00691663443697906	0.0984961001852066	0.468969310177353
SAUSA300_0156	2.06403758124945e-12	0.950483542313779	340	0	2366.346	1.029	0.143611770481607	0.160211517393468	0.00692425355040956	0.134629788019857	0.586639438572273
SAUSA300_0157	2.06143527071708e-12	0.949285185580608	340	0	2366.265	1.11	0.143612148844832	0.15819355902276	0.00692296064601012	0.129136714588122	0.572269942654877
SAUSA300_0158	2.06098992948273e-12	0.949080107185808	340	0	2366.25	1.125	0.143612224741565	0.157839496381035	0.00692273703144505	0.128187997067955	0.569685108846992
SAUSA300_0159	2.0831479036956e-12	0.959283792434409	340	0	2366.748	0.627	0.143610863432286	0.17427865083164	0.00693331378627076	0.17683095143776	0.671277804860973
SAUSA300_0160	2.06143527071708e-12	0.949285185580608	340	0	2366.265	1.11	0.143612148844832	0.15819355902276	0.00692296064601012	0.129136714588122	0.572269942654877
SAUSA300_0161	2.05980067845711e-12	0.948532460409509	340	0	2366.208	1.167	0.143612446504808	0.156877793265961	0.0069221359342386	0.125634076451073	0.562566953847503
SAUSA300_0162	2.05876993040906e-12	0.948057803811761	340	0	2366.169	1.206	0.143612664271641	0.156021537759122	0.00692160973024413	0.123388690674307	0.556108699069484
SAUSA300_0163	2.05876993040906e-12	0.948057803811761	340	0	2366.169	1.206	0.143612664271641	0.156021537759122	0.00692160973024413	0.123388690674307	0.556108699069484
SAUSA300_0164	2.58648907553799e-12	1.19107099648111	339	1	2366.817	0.558	0.143537790885106	0.488022220636601	0.00711920001234166	0.534611902429517	0.0731561337620239
SAUSA300_0165	2.06944348244422e-12	0.95297294471792	340	0	2366.487	0.888	0.143611250230021	0.164233830873537	0.00692688086012446	0.146006669355831	0.613501549014906
SAUSA300_0166	2.05738489400595e-12	0.947419998415858	340	0	2366.112	1.263	0.14361300222435	0.154828368618741	0.00692089356067712	0.120305131671969	0.546918108226271
