DRR170691_01997	SAUSA300_0467	35.714	140	70	4	33	171	2	122	4.68e-14	72.0	877
DRR170691_01998	SAUSA300_1612	98.930	187	2	0	1	187	1	187	1.59e-140	385	187
DRR170691_02037	SAUSA300_1652	100.000	138	0	0	1	138	1	138	2.11e-96	270	138
DRR170691_02037	SAUSA300_0067	33.333	144	90	2	1	138	1	144	1.35e-20	78.2	138
DRR170691_02194	SAUSA300_0527	100.000	1137	0	0	48	1184	1	1137	0.0	2328	1184
DRR170691_02200	SAUSA300_0521	99.454	183	1	0	1	183	1	183	1.77e-131	362	183
DRR170691_02430	SAUSA300_0473	100.000	275	0	0	1	275	1	275	0.0	549	275
DRR170691_02430	SAUSA300_0386	25.641	156	102	4	111	256	31	182	1.07e-09	53.1	275
DRR170691_02553	SAUSA300_0630	100.000	576	0	0	1	576	1	576	0.0	1160	576
DRR170691_02553	SAUSA300_1847	36.802	519	319	7	59	573	65	578	7.62e-100	311	576
DRR170691_02553	SAUSA300_2374	29.897	582	363	14	11	568	6	566	2.99e-71	236	576
DRR170691_02553	SAUSA300_2375	29.878	492	319	8	86	565	91	568	5.37e-61	208	576
DRR170691_02553	SAUSA300_0671	23.986	567	380	18	24	568	16	553	2.50e-33	130	576
DRR170691_02553	SAUSA300_0670	25.103	486	319	13	78	548	70	525	3.77e-32	126	576
DRR170691_02553	SAUSA300_2176	32.766	235	138	7	333	557	5	229	1.42e-28	111	576
DRR170691_02553	SAUSA300_1280	32.381	210	122	5	335	531	36	238	1.66e-23	97.1	576
DRR170691_02553	SAUSA300_2393	31.048	248	155	7	335	573	1	241	3.73e-22	95.1	576
DRR170691_02553	SAUSA300_1807	29.412	238	134	8	349	568	17	238	1.20e-21	90.5	576
DRR170691_02553	SAUSA300_2633	31.696	224	137	8	335	548	3	220	1.30e-21	90.9	576
DRR170691_02553	SAUSA300_0647	31.280	211	128	7	347	548	19	221	1.58e-21	90.5	576
DRR170691_02553	SAUSA300_0706	29.358	218	146	5	335	548	1	214	2.84e-21	91.3	576
DRR170691_02553	SAUSA300_2399	33.333	171	105	3	343	512	10	172	1.88e-20	86.7	576
DRR170691_02553	SAUSA300_0633	26.639	244	157	6	336	567	4	237	1.69e-19	85.1	576
DRR170691_02553	SAUSA300_0208	29.565	230	143	10	336	557	4	222	2.68e-19	85.9	576
DRR170691_02553	SAUSA300_0435	29.070	258	142	11	335	568	1	241	2.73e-19	85.9	576
DRR170691_02553	SAUSA300_1516	29.204	226	131	7	335	545	10	221	2.06e-18	81.6	576
DRR170691_02553	SAUSA300_2175	26.316	247	155	9	335	563	2	239	2.31e-18	82.0	576
DRR170691_02553	SAUSA300_0720	27.778	216	122	8	350	548	16	214	3.62e-18	80.9	576
DRR170691_02553	SAUSA300_0309	30.769	208	121	10	335	529	1	198	1.18e-17	78.6	576
DRR170691_02553	SAUSA300_0174	26.383	235	153	5	335	566	1	218	1.71e-17	78.6	576
DRR170691_02553	SAUSA300_0796	25.103	243	155	9	342	568	10	241	3.07e-16	76.6	576
DRR170691_02553	SAUSA300_2357	27.556	225	132	8	349	557	15	224	6.29e-16	73.9	576
DRR170691_02553	SAUSA300_0144	30.275	218	137	8	351	556	20	234	1.30e-15	73.2	576
DRR170691_02553	SAUSA300_1273	26.724	232	144	8	335	557	1	215	3.11e-15	71.6	576
DRR170691_02553	SAUSA300_2557	27.074	229	141	7	335	548	2	219	5.31e-15	71.2	576
DRR170691_02553	SAUSA300_2453	26.549	226	144	6	335	557	3	209	7.95e-15	70.5	576
DRR170691_02553	SAUSA300_0999	29.469	207	122	8	361	557	30	222	9.47e-15	72.0	576
DRR170691_02553	SAUSA300_1913	25.234	214	146	4	351	561	18	220	6.07e-14	68.9	576
DRR170691_02553	SAUSA300_0894	30.392	204	124	6	349	541	28	224	1.49e-13	68.2	576
DRR170691_02553	SAUSA300_2407	29.528	254	140	10	340	574	15	248	2.37e-13	66.6	576
DRR170691_02553	SAUSA300_2306	26.887	212	133	5	349	549	20	220	2.57e-13	65.9	576
DRR170691_02553	SAUSA300_2228	24.855	173	111	3	341	508	4	162	5.16e-13	64.7	576
DRR170691_02553	SAUSA300_2288	25.000	244	160	8	336	571	3	231	5.44e-13	66.2	576
DRR170691_02553	SAUSA300_0200	28.390	236	146	8	330	548	271	500	1.27e-12	66.2	576
DRR170691_02553	SAUSA300_0200	27.459	244	146	11	340	560	11	246	4.84e-08	51.6	576
DRR170691_02553	SAUSA300_0936	27.317	205	126	7	350	545	16	206	2.08e-12	63.2	576
DRR170691_02553	SAUSA300_2617	27.126	247	151	9	321	553	289	520	9.36e-12	63.5	576
DRR170691_02553	SAUSA300_2617	26.122	245	150	10	335	560	5	237	2.29e-07	49.7	576
DRR170691_02553	SAUSA300_1786	25.000	224	132	9	345	552	12	215	8.43e-11	58.9	576
DRR170691_02553	SAUSA300_0890	28.643	199	124	6	349	535	26	218	9.90e-11	59.3	576
DRR170691_02553	SAUSA300_0271	24.378	201	123	6	344	535	10	190	3.50e-10	56.6	576
DRR170691_02553	SAUSA300_0704	27.094	203	108	8	358	548	343	517	6.01e-10	58.2	576
DRR170691_02553	SAUSA300_0704	25.397	189	118	5	339	507	9	194	8.49e-10	57.4	576
DRR170691_02553	SAUSA300_1217	24.051	237	148	8	335	562	4	217	1.15e-09	55.8	576
DRR170691_02553	SAUSA300_2408	27.600	250	139	11	350	572	20	254	1.40e-09	55.5	576
DRR170691_02553	SAUSA300_1274	27.273	231	147	10	348	567	17	237	1.96e-09	54.7	576
DRR170691_02553	SAUSA300_0620	24.390	246	147	8	348	575	14	238	7.46e-09	53.1	576
DRR170691_02553	SAUSA300_0889	26.957	230	129	9	354	557	28	244	7.53e-09	53.9	576
DRR170691_02553	SAUSA300_2103	27.322	183	84	8	348	504	15	174	2.41e-08	51.6	576
DRR170691_02553	SAUSA300_0077	27.885	208	120	7	335	529	1	191	4.24e-08	50.1	576
DRR170691_02553	SAUSA300_0076	26.697	221	126	11	348	552	27	227	9.25e-08	49.7	576
DRR170691_02553	SAUSA300_0978	26.190	210	119	10	348	544	16	202	1.05e-07	50.4	576
DRR170691_02553	SAUSA300_0978	21.667	180	125	4	361	536	277	444	4.02e-06	45.4	576
DRR170691_02553	SAUSA300_1762	22.872	188	126	5	339	523	7	178	1.42e-07	48.9	576
DRR170691_02553	SAUSA300_0818	28.402	169	102	7	348	504	17	178	9.16e-07	46.6	576
DRR170691_02553	SAUSA300_1285	22.995	187	127	4	335	504	1	187	1.58e-06	47.0	576
DRR170691_02553	SAUSA300_1285	23.164	177	112	4	346	518	330	486	9.92e-06	44.3	576
DRR170691_02553	SAUSA300_0893	24.554	224	150	10	351	558	25	245	6.71e-06	44.3	576
ERR083697_00015	SAUSA300_1559	27.347	245	148	10	22	255	6	231	2.14e-16	72.4	259
ERR083697_00015	SAUSA300_0800	27.848	237	132	8	37	253	17	234	1.34e-15	70.5	259
ERR083697_00015	SAUSA300_0801	29.075	227	115	8	49	253	32	234	3.31e-15	69.3	259
ERR083697_00155	SAUSA300_1633	99.415	342	2	0	1	342	1	342	0.0	692	342
ERR083697_00155	SAUSA300_0756	46.037	328	168	7	1	322	1	325	7.02e-93	277	342
ERR083697_00223	SAUSA300_1566	98.718	234	3	0	12	245	1	234	1.29e-173	473	245
ERR083697_00223	SAUSA300_0701	30.804	224	138	3	8	220	8	225	3.06e-35	122	245
ERR083697_00317	SAUSA300_0182	99.535	215	1	0	1	215	1	215	1.11e-162	444	215
ERR083697_00318	SAUSA300_0183	99.394	165	1	0	1	165	1	165	2.99e-121	335	165
ERR083697_00350	SAUSA300_0215	100.000	165	0	0	1	165	27	191	2.24e-116	323	165
ERR083697_00351	SAUSA300_0216	100.000	460	0	0	1	460	1	460	0.0	916	460
ERR083697_00351	SAUSA300_0337	36.792	424	245	11	1	409	1	416	1.08e-70	228	460
ERR083697_00351	SAUSA300_2449	21.474	312	219	9	35	338	17	310	8.32e-06	43.9	460
ERR083697_00378	SAUSA300_0241	99.524	420	2	0	1	420	1	420	0.0	824	420
ERR083697_00383	SAUSA300_0246	98.830	342	4	0	1	342	1	342	0.0	697	342
ERR083697_00383	SAUSA300_0250	80.994	342	65	0	1	342	1	342	0.0	586	342
ERR083697_00383	SAUSA300_0242	22.759	290	187	12	26	293	27	301	2.03e-09	54.3	342
ERR083697_00443	SAUSA300_1162	99.717	706	2	0	1	706	1	706	0.0	1426	706
ERR083697_00443	SAUSA300_1544	32.143	224	123	7	213	415	17	232	3.65e-19	87.8	706
ERR083697_00443	SAUSA300_1009	36.496	137	71	2	212	332	11	147	2.04e-16	79.3	706
ERR083697_00443	SAUSA300_0921	26.901	171	97	3	206	348	7	177	1.85e-12	66.2	706
ERR083697_00443	SAUSA300_0533	29.694	229	130	7	215	415	18	243	1.41e-11	63.2	706
ERR083697_00443	SAUSA300_0532	31.429	140	74	2	205	324	6	143	2.01e-10	60.1	706
ERR083697_00445	SAUSA300_1160	100.000	95	0	0	1	95	1	95	5.48e-65	187	95
ERR083697_00482	SAUSA300_1123	98.706	309	4	0	1	309	1	309	0.0	626	309
ERR083697_00522	SAUSA300_1338	100.000	188	0	0	1	188	1	188	1.03e-140	386	188
ERR083697_00758	SAUSA300_0266	99.237	131	1	0	1	131	1	131	7.68e-94	263	131
ERR083697_00759	SAUSA300_0265	99.099	333	3	0	1	333	1	333	0.0	669	333
ERR083697_00759	SAUSA300_1682	27.545	334	223	8	4	326	3	328	9.79e-31	115	333
ERR083697_00759	SAUSA300_1457	27.697	343	221	12	4	326	2	337	5.19e-22	91.3	333
ERR083697_00759	SAUSA300_1995	22.327	318	218	12	5	308	3	305	1.33e-10	57.8	333
ERR083697_00790	SAUSA300_2400	98.607	359	5	0	1	359	1	359	0.0	729	359
ERR083697_00790	SAUSA300_1691	39.889	361	208	6	1	358	3	357	1.18e-88	267	359
ERR083697_00790	SAUSA300_1261	26.045	311	206	10	1	302	1	296	1.39e-20	87.8	359
ERR083697_00791	SAUSA300_2399	91.403	221	19	0	1	221	1	221	5.59e-153	420	221
ERR083697_00791	SAUSA300_1807	34.419	215	134	5	2	210	3	216	7.00e-31	110	221
ERR083697_00791	SAUSA300_2357	33.163	196	123	4	2	190	1	195	4.98e-30	108	221
ERR083697_00791	SAUSA300_0706	32.243	214	140	5	2	210	1	214	9.20e-30	109	221
ERR083697_00791	SAUSA300_2393	34.419	215	134	6	2	210	1	214	4.73e-29	108	221
ERR083697_00791	SAUSA300_0670	31.604	212	116	6	10	210	332	525	2.50e-27	105	221
ERR083697_00791	SAUSA300_0936	32.812	192	124	5	2	190	1	190	2.62e-25	95.1	221
ERR083697_00791	SAUSA300_0796	32.673	202	120	8	2	190	1	199	8.76e-25	96.3	221
ERR083697_00791	SAUSA300_0200	31.963	219	129	7	18	219	297	512	1.33e-24	97.4	221
ERR083697_00791	SAUSA300_0200	26.840	231	147	7	2	210	4	234	8.59e-14	65.9	221
ERR083697_00791	SAUSA300_1847	31.429	210	136	4	10	213	349	556	3.75e-24	96.3	221
ERR083697_00791	SAUSA300_0208	30.392	204	131	6	13	210	15	213	4.73e-24	94.7	221
ERR083697_00791	SAUSA300_2175	32.353	204	125	6	18	210	23	224	5.98e-24	93.2	221
ERR083697_00791	SAUSA300_1516	29.798	198	127	4	2	190	10	204	1.90e-23	91.3	221
ERR083697_00791	SAUSA300_2306	33.184	223	136	8	1	212	1	221	3.33e-23	89.7	221
ERR083697_00791	SAUSA300_0999	31.746	189	122	6	26	210	28	213	4.66e-23	91.7	221
ERR083697_00791	SAUSA300_0077	33.152	184	113	5	2	178	1	181	8.05e-23	88.6	221
ERR083697_00791	SAUSA300_2374	29.952	207	137	4	10	210	342	546	1.39e-22	91.7	221
ERR083697_00791	SAUSA300_0309	31.016	187	120	5	22	202	25	208	3.04e-22	87.4	221
ERR083697_00791	SAUSA300_1280	30.435	207	130	7	18	211	52	257	3.30e-22	88.2	221
ERR083697_00791	SAUSA300_0633	29.524	210	137	5	13	213	14	221	1.61e-21	86.3	221
ERR083697_00791	SAUSA300_0435	32.597	181	112	7	18	190	21	199	2.56e-21	86.7	221
ERR083697_00791	SAUSA300_2557	33.784	222	132	10	1	210	1	219	3.02e-21	85.1	221
ERR083697_00791	SAUSA300_2176	27.692	195	129	5	10	196	17	207	3.38e-21	85.5	221
ERR083697_00791	SAUSA300_0671	31.776	214	128	7	4	210	331	533	3.40e-21	87.4	221
ERR083697_00791	SAUSA300_2407	28.922	204	128	5	2	190	1	202	5.65e-21	84.3	221
ERR083697_00791	SAUSA300_0890	28.959	221	111	5	18	205	28	235	7.54e-21	85.1	221
ERR083697_00791	SAUSA300_2617	27.064	218	145	5	2	210	303	515	2.37e-20	85.1	221
ERR083697_00791	SAUSA300_2617	26.697	221	139	10	10	213	15	229	2.09e-11	58.9	221
ERR083697_00791	SAUSA300_0271	27.136	199	127	4	2	193	1	188	4.29e-20	81.3	221
ERR083697_00791	SAUSA300_0647	28.829	222	142	10	2	210	3	221	1.26e-19	80.9	221
ERR083697_00791	SAUSA300_2633	29.268	205	127	9	18	210	22	220	1.44e-19	80.5	221
ERR083697_00791	SAUSA300_2103	30.180	222	141	7	1	209	1	221	2.25e-19	80.1	221
ERR083697_00791	SAUSA300_0630	32.948	173	89	3	17	172	350	512	3.54e-19	81.6	221
ERR083697_00791	SAUSA300_0893	30.085	236	135	9	1	210	4	235	5.08e-19	80.1	221
ERR083697_00791	SAUSA300_0894	28.856	201	128	6	18	206	30	227	6.59e-19	80.1	221
ERR083697_00791	SAUSA300_2288	28.095	210	131	8	18	218	18	216	3.42e-18	77.8	221
ERR083697_00791	SAUSA300_0174	26.540	211	135	7	2	206	1	197	6.57e-18	76.3	221
ERR083697_00791	SAUSA300_2375	30.909	165	108	2	14	172	351	515	7.34e-18	77.8	221
ERR083697_00791	SAUSA300_2228	30.457	197	118	6	18	205	14	200	8.82e-18	74.7	221
ERR083697_00791	SAUSA300_0720	26.484	219	154	4	2	214	1	218	2.71e-17	74.3	221
ERR083697_00791	SAUSA300_1786	24.883	213	155	4	1	210	1	211	4.81e-17	73.6	221
ERR083697_00791	SAUSA300_0889	28.333	240	148	10	2	218	5	243	1.16e-16	73.9	221
ERR083697_00791	SAUSA300_0620	28.972	214	135	6	2	205	1	207	5.08e-16	70.9	221
ERR083697_00791	SAUSA300_0144	29.858	211	130	7	16	210	18	226	7.39e-16	70.5	221
ERR083697_00791	SAUSA300_1217	25.472	212	143	3	2	210	4	203	1.59e-15	70.1	221
ERR083697_00791	SAUSA300_0624	27.041	196	121	5	18	208	40	218	3.54e-15	68.9	221
ERR083697_00791	SAUSA300_1273	25.000	228	130	8	2	210	1	206	4.10e-14	65.5	221
ERR083697_00791	SAUSA300_0978	27.000	200	140	4	17	214	266	461	1.50e-13	65.1	221
ERR083697_00791	SAUSA300_0978	26.667	195	122	8	2	186	1	184	1.00e-09	53.9	221
ERR083697_00791	SAUSA300_0704	25.106	235	113	9	2	210	320	517	1.61e-13	65.1	221
ERR083697_00791	SAUSA300_0704	24.257	202	126	4	13	190	16	214	5.04e-13	63.9	221
ERR083697_00791	SAUSA300_0076	29.730	185	115	6	14	190	26	203	3.53e-13	63.2	221
ERR083697_00791	SAUSA300_0818	29.500	200	129	4	3	190	5	204	4.10e-13	62.8	221
ERR083697_00791	SAUSA300_0352	27.228	202	135	6	18	215	21	214	5.34e-13	62.8	221
ERR083697_00791	SAUSA300_1762	25.749	167	116	4	17	182	18	177	9.85e-13	61.6	221
ERR083697_00791	SAUSA300_2453	22.907	227	147	5	2	218	3	211	1.45e-11	58.2	221
ERR083697_00791	SAUSA300_2408	27.962	211	126	8	2	190	3	209	2.28e-10	55.1	221
ERR083697_00791	SAUSA300_2000	29.282	181	100	6	16	190	343	501	5.29e-10	54.7	221
ERR083697_00791	SAUSA300_1911	28.477	151	93	4	16	164	14	151	1.07e-09	53.5	221
ERR083697_00791	SAUSA300_1274	23.894	226	150	8	2	210	3	223	1.10e-09	53.1	221
ERR083697_00791	SAUSA300_1285	21.930	228	144	6	2	204	1	219	3.60e-09	52.4	221
ERR083697_00791	SAUSA300_1285	20.482	166	119	2	2	165	319	473	7.11e-07	45.4	221
ERR083697_00791	SAUSA300_0742	32.184	87	56	1	110	193	805	891	9.73e-09	51.2	221
ERR083697_00791	SAUSA300_1913	25.389	193	130	7	3	190	4	187	9.69e-08	47.8	221
ERR083697_00827	SAUSA300_2364	93.151	438	29	1	1	438	1	437	0.0	801	438
ERR083697_00827	SAUSA300_0113	34.868	152	76	5	2	142	4	143	8.53e-18	81.6	438
ERR083697_00827	SAUSA300_0113	37.500	104	59	3	45	142	214	317	5.93e-17	79.0	438
ERR083697_00827	SAUSA300_0113	34.677	124	73	3	25	142	80	201	1.01e-16	78.2	438
ERR083697_00827	SAUSA300_0113	41.818	55	30	1	45	97	272	326	3.70e-09	54.7	438
ERR083697_00828	SAUSA300_2363	100.000	289	0	0	1	289	1	289	0.0	573	289
ERR083697_00828	SAUSA300_0171	21.637	171	131	3	1	170	18	186	4.61e-08	49.7	289
ERR083697_00828	SAUSA300_2099	21.404	285	203	7	15	287	24	299	1.01e-06	45.4	289
ERR083697_00891	SAUSA300_0687	99.111	450	4	0	1	450	1	450	0.0	909	450
ERR083697_00891	SAUSA300_0824	27.273	330	215	10	24	349	17	325	1.11e-30	117	450
ERR083697_00892	SAUSA300_0688	100.000	280	0	0	1	280	1	280	0.0	582	280
ERR083697_00892	SAUSA300_1728	43.750	272	147	3	4	270	2	272	1.11e-78	236	280
ERR083697_00892	SAUSA300_2159	40.316	253	144	4	2	253	1	247	3.93e-62	194	280
ERR083697_00892	SAUSA300_0589	28.920	287	155	11	18	260	26	307	6.24e-20	84.0	280
ERR083697_00892	SAUSA300_1450	28.910	211	119	10	7	197	5	204	1.28e-14	68.9	280
ERR083697_00892	SAUSA300_0674	26.136	264	157	10	22	250	25	285	6.48e-14	66.6	280
ERR083697_00903	SAUSA300_0699	98.177	384	7	0	1	384	1	384	0.0	779	384
ERR083697_00903	SAUSA300_1262	29.779	272	178	3	115	380	199	463	3.93e-32	122	384
ERR083697_00903	SAUSA300_0945	27.143	210	139	6	165	372	186	383	1.51e-12	64.7	384
ERR083697_00941	SAUSA300_0736	100.000	191	0	0	1	191	1	191	5.19e-141	387	191
ERR083697_00942	SAUSA300_0737	99.882	844	1	0	1	844	1	844	0.0	1738	844
ERR083697_00942	SAUSA300_2584	39.031	784	457	6	11	783	10	783	0.0	549	844
ERR083697_00993	SAUSA300_2613	99.267	273	2	0	1	273	1	273	0.0	558	273
ERR083697_00994	SAUSA300_2614	97.867	375	8	0	1	375	1	375	0.0	761	375
ERR083697_01107	SAUSA300_2526	99.437	355	2	0	1	355	1	355	0.0	724	355
ERR083697_01128	SAUSA300_2546	99.799	497	1	0	1	497	1	497	0.0	1022	497
ERR083697_01128	SAUSA300_0170	40.625	480	280	4	12	490	16	491	3.80e-122	363	497
ERR083697_01128	SAUSA300_2076	38.912	478	274	7	10	482	6	470	6.77e-103	313	497
ERR083697_01128	SAUSA300_2491	32.409	469	285	14	29	483	55	505	9.98e-70	228	497
ERR083697_01128	SAUSA300_1901	28.638	426	285	9	57	476	12	424	5.08e-48	168	497
ERR083697_01167	SAUSA300_1040	98.876	89	1	0	1	89	1	89	1.51e-61	178	89
ERR083697_01195	SAUSA300_1012	98.913	92	1	0	1	92	1	92	1.55e-62	181	92
ERR083697_01245	SAUSA300_0425	98.182	495	9	0	1	495	1	495	0.0	972	495
ERR083697_01245	SAUSA300_0610	28.866	291	173	8	66	326	75	361	8.55e-19	85.9	495
ERR083697_01245	SAUSA300_0855	33.333	150	80	4	198	328	213	361	9.15e-15	73.2	495
ERR083697_01270	SAUSA300_0397	60.674	356	84	6	1	304	1	352	1.27e-135	385	307
ERR083697_01270	SAUSA300_0398	65.204	319	85	4	1	304	1	308	1.36e-132	375	307
ERR083697_01270	SAUSA300_0396	47.027	185	98	0	117	301	42	226	6.57e-54	172	307
ERR083697_01270	SAUSA300_0400	44.175	206	111	3	101	303	24	228	7.45e-48	156	307
ERR083697_01270	SAUSA300_0407	42.180	211	109	6	97	303	24	225	6.84e-39	133	307
ERR083697_01270	SAUSA300_0395	38.249	217	118	7	92	304	22	226	1.47e-34	122	307
ERR083697_01270	SAUSA300_0399	38.579	197	103	5	118	304	46	234	8.23e-29	107	307
ERR083697_01270	SAUSA300_0401	35.780	218	130	6	92	304	17	229	4.29e-27	102	307
ERR083697_01270	SAUSA300_0402	37.727	220	126	7	92	304	17	232	1.22e-26	101	307
ERR083697_01270	SAUSA300_0403	44.079	152	79	4	156	303	82	231	5.07e-24	94.4	307
ERR083697_01270	SAUSA300_0404	35.714	210	125	7	99	304	24	227	3.27e-21	86.7	307
ERR083697_01270	SAUSA300_0370	41.026	78	43	2	231	306	120	196	2.53e-07	46.6	307
ERR083697_01270	SAUSA300_1061	36.667	90	54	3	195	283	130	217	3.12e-06	43.9	307
ERR083697_01271	SAUSA300_0398	62.069	348	85	4	1	341	1	308	1.15e-137	390	344
ERR083697_01271	SAUSA300_0397	56.863	357	133	6	1	341	1	352	1.58e-129	371	344
ERR083697_01271	SAUSA300_0396	49.189	185	94	0	154	338	42	226	5.94e-54	173	344
ERR083697_01271	SAUSA300_0400	45.596	193	96	5	153	340	40	228	4.53e-44	148	344
ERR083697_01271	SAUSA300_0407	42.180	211	109	6	134	340	24	225	1.78e-37	130	344
ERR083697_01271	SAUSA300_0395	36.036	222	124	7	125	341	18	226	9.18e-32	115	344
ERR083697_01271	SAUSA300_0399	38.889	198	99	8	156	341	47	234	2.48e-29	109	344
ERR083697_01271	SAUSA300_0401	34.404	218	133	6	129	341	17	229	1.68e-26	101	344
ERR083697_01271	SAUSA300_0402	45.098	153	78	5	193	341	82	232	6.31e-26	100	344
ERR083697_01271	SAUSA300_0403	44.242	165	60	6	193	340	82	231	3.97e-25	98.2	344
ERR083697_01271	SAUSA300_0404	33.180	217	115	7	139	341	27	227	8.69e-20	83.2	344
ERR083697_01271	SAUSA300_1061	32.759	116	71	4	210	320	104	217	3.07e-07	47.0	344
ERR083697_01271	SAUSA300_0370	46.552	58	28	2	268	323	120	176	1.01e-06	45.1	344
ERR083697_01271	SAUSA300_1060	30.769	117	70	5	210	319	104	216	1.54e-06	45.1	344
ERR083697_01272	SAUSA300_0396	78.632	234	48	1	1	234	1	232	5.47e-140	388	234
ERR083697_01272	SAUSA300_0398	45.540	213	112	2	21	231	98	308	1.50e-57	181	234
ERR083697_01272	SAUSA300_0397	41.784	213	116	3	21	231	146	352	5.57e-50	163	234
ERR083697_01272	SAUSA300_0397	64.516	31	11	0	1	31	1	31	8.89e-06	42.0	234
ERR083697_01272	SAUSA300_0400	39.056	233	134	5	1	230	1	228	5.81e-40	134	234
ERR083697_01272	SAUSA300_0407	38.136	236	129	7	1	230	1	225	7.06e-40	133	234
ERR083697_01272	SAUSA300_0401	37.021	235	140	5	1	232	1	230	2.45e-39	132	234
ERR083697_01272	SAUSA300_0399	38.655	238	135	7	1	231	1	234	1.25e-36	125	234
ERR083697_01272	SAUSA300_0395	34.874	238	136	6	1	231	1	226	1.70e-36	125	234
ERR083697_01272	SAUSA300_0402	36.287	237	140	6	1	231	1	232	4.15e-31	111	234
ERR083697_01272	SAUSA300_0403	35.685	241	134	8	1	230	1	231	2.64e-29	106	234
ERR083697_01272	SAUSA300_0404	32.051	234	149	5	1	231	1	227	2.84e-20	82.4	234
ERR083697_01272	SAUSA300_0370	41.026	78	43	3	158	233	120	196	2.15e-07	46.2	234
ERR083697_01272	SAUSA300_1060	25.581	215	141	7	30	233	34	240	4.11e-07	45.8	234
ERR083697_01272	SAUSA300_1061	37.975	79	47	2	156	233	163	240	4.09e-06	42.7	234
ERR083697_01326	SAUSA300_0641	97.701	348	8	0	1	348	1	348	0.0	702	348
ERR083697_01327	SAUSA300_0642	96.503	143	5	0	1	143	1	143	1.09e-100	281	143
ERR083697_01499	SAUSA300_1298	99.519	208	1	0	1	208	3	210	2.95e-153	419	208
ERR083697_01508	SAUSA300_1289	98.755	241	3	0	1	241	1	241	1.43e-177	484	241
ERR083697_01639	SAUSA300_1918	95.455	66	3	0	2	67	1	66	3.67e-28	92.4	67
ERR083697_01640	SAUSA300_1919	100.000	117	0	0	1	117	1	117	1.68e-80	228	117
ERR083697_01640	SAUSA300_1056	45.614	114	60	1	1	112	1	114	4.82e-28	95.9	117
ERR083697_01640	SAUSA300_0223	31.304	115	72	1	1	115	5	112	2.75e-11	52.8	117
ERR083697_01762	SAUSA300_0538	98.137	322	6	0	1	322	1	322	0.0	660	322
