id	clstr	clstr_size	length	clstr_rep	clstr_iden	clstr_cov
BPH3433_01930	4	20	2757	0	100.00%	100%
BPH3463_01892	4	20	2757	0	99.96%	100%
BPH3465_01299	4	20	2757	0	99.96%	100%
BPH3493_02045	4	20	2757	0	100.00%	100%
BPH3523_02031	4	20	2757	0	100.00%	100%
BPH3527_01618	4	20	2757	0	100.00%	100%
BPH3529_02157	4	20	2757	0	100.00%	100%
BPH3547_02138	4	20	2757	0	100.00%	100%
BPH3739_01939	4	20	2757	0	100.00%	100%
BPH3741_01055	4	20	2757	0	99.96%	100%
BPH3743_01440	4	20	2757	0	99.96%	100%
BPH3744_00829	4	20	2757	0	99.96%	100%
BPH3745_02015	4	20	2757	0	99.96%	100%
BPH3748_01490	4	20	2757	0	100.00%	100%
BPH2710_01180	5	17	2733	1	100	100%
BPH2780_02184	5	17	2733	0	100.00%	100%
BPH2896_01782	5	17	2733	0	100.00%	100%
BPH3328_01272	5	17	2733	0	100.00%	100%
BPH3346_01353	5	17	2733	0	99.96%	100%
BPH3356_00150	5	17	2733	0	99.96%	100%
BPH3372_02215	5	17	2733	0	100.00%	100%
BPH3376_01047	5	17	2733	0	100.00%	100%
BPH3382_01261	5	17	2733	0	100.00%	100%
BPH3415_01961	5	17	2733	0	100.00%	100%
BPH3435_01078	5	17	2733	0	100.00%	100%
BPH3483_01503	5	17	2733	0	100.00%	100%
BPH3485_01934	5	17	2733	0	100.00%	100%
BPH3511_01749	5	17	2733	0	100.00%	100%
BPH3545_02032	5	17	2733	0	100.00%	100%
BPH3547_02140	5	17	2733	0	100.00%	100%
BPH3737_01780	5	17	2733	0	99.96%	100%
BPH2784_02209	6	31	2494	1	100	100%
BPH2860_02071	6	31	2494	0	99.96%	100%
BPH2710_02354	6	31	2478	0	94.79%	99%
BPH2726_01832	6	31	2478	0	94.79%	99%
BPH2727_01763	6	31	2478	0	94.79%	99%
BPH2780_01885	6	31	2478	0	94.79%	99%
BPH2781_01769	6	31	2478	0	94.79%	99%
BPH2827_02152	6	31	2478	0	94.71%	99%
BPH2896_01393	6	31	2478	0	94.79%	99%
BPH2981_01922	6	31	2478	0	94.79%	99%
BPH2982_01923	6	31	2478	0	94.79%	99%
BPH3332_01136	6	31	2478	0	94.79%	99%
BPH3362_01351	6	31	2478	0	94.79%	99%
BPH3366_02091	6	31	2478	0	94.79%	99%
BPH3368_00892	6	31	2478	0	94.75%	99%
BPH3376_00479	6	31	2478	0	94.79%	99%
BPH3382_02110	6	31	2478	0	94.79%	99%
BPH3403_01477	6	31	2478	0	94.79%	99%
BPH3415_01252	6	31	2478	0	94.79%	99%
BPH3435_01044	6	31	2478	0	94.75%	99%
BPH3483_01205	6	31	2478	0	94.79%	99%
BPH3535_01531	6	31	2478	0	94.75%	99%
BPH3735_01128	6	31	2478	0	94.79%	99%
BPH3752_01255	6	31	2478	0	94.75%	99%
BPH2801_02076	6	31	2477	0	91.93%	99%
BPH2802_02127	6	31	2477	0	91.93%	99%
BPH2803_01994	6	31	2477	0	91.89%	99%
BPH2702_02585	6	31	2446	0	91.95%	98%
BPH2816_02435	6	31	2446	0	91.91%	98%
BPH3680_01361	6	31	1510	0	97.28%	60%
BPH3348_02679	6	31	1293	0	90.95%	51%
BPH3590_02386	7	2	2438	1	100	100%
BPH3568_02056	7	2	2432	0	100.00%	99%
BPH2710_00330	8	83	2391	1	100	100%
BPH2763_01341	8	83	2391	0	97.91%	100%
BPH2764_00336	8	83	2391	0	97.95%	100%
BPH2780_00881	8	83	2391	0	100.00%	100%
BPH2781_01013	8	83	2391	0	100.00%	100%
BPH2784_00998	8	83	2391	0	97.91%	100%
BPH2787_00388	8	83	2391	0	100.00%	100%
BPH2816_00445	8	83	2391	0	98.24%	100%
BPH2823_00429	8	83	2391	0	97.95%	100%
BPH2860_00974	8	83	2391	0	97.95%	100%
BPH2866_01666	8	83	2391	0	98.24%	100%
BPH2867_00469	8	83	2391	0	98.20%	100%
BPH2869_00366	8	83	2391	0	100.00%	100%
BPH2896_00153	8	83	2391	0	100.00%	100%
BPH2947_01018	8	83	2391	0	99.96%	100%
BPH2948_02121	8	83	2391	0	99.96%	100%
BPH2982_00831	8	83	2391	0	100.00%	100%
BPH3202_00069	8	83	2391	0	99.96%	100%
BPH3208_00573	8	83	2391	0	100.00%	100%
BPH3220_00296	8	83	2391	0	100.00%	100%
BPH3250_00499	8	83	2391	0	100.00%	100%
BPH3260_00068	8	83	2391	0	100.00%	100%
BPH3262_00550	8	83	2391	0	100.00%	100%
BPH3306_00418	8	83	2391	0	100.00%	100%
BPH3324_00675	8	83	2391	0	99.96%	100%
BPH3360_00848	8	83	2391	0	100.00%	100%
BPH3362_01385	8	83	2391	0	100.00%	100%
BPH3366_00184	8	83	2391	0	100.00%	100%
BPH3372_00033	8	83	2391	0	100.00%	100%
BPH3382_00067	8	83	2391	0	100.00%	100%
BPH3403_00387	8	83	2391	0	99.96%	100%
BPH3415_01127	8	83	2391	0	100.00%	100%
BPH3435_00537	8	83	2391	0	100.00%	100%
BPH3455_00179	8	83	2391	0	100.00%	100%
BPH3483_01025	8	83	2391	0	100.00%	100%
BPH3533_00104	8	83	2391	0	100.00%	100%
BPH3535_00404	8	83	2391	0	99.96%	100%
BPH3632_00068	8	83	2391	0	100.00%	100%
BPH3636_00043	8	83	2391	0	100.00%	100%
BPH3638_00138	8	83	2391	0	100.00%	100%
BPH3640_00138	8	83	2391	0	100.00%	100%
BPH3643_00576	8	83	2391	0	100.00%	100%
BPH3644_00690	8	83	2391	0	100.00%	100%
BPH3646_00401	8	83	2391	0	100.00%	100%
BPH3648_00417	8	83	2391	0	100.00%	100%
BPH3650_00417	8	83	2391	0	100.00%	100%
BPH3652_00542	8	83	2391	0	100.00%	100%
BPH3658_00011	8	83	2391	0	100.00%	100%
BPH3662_00244	8	83	2391	0	100.00%	100%
BPH3664_00757	8	83	2391	0	99.96%	100%
BPH3666_00042	8	83	2391	0	100.00%	100%
BPH3668_00030	8	83	2391	0	100.00%	100%
BPH3670_00027	8	83	2391	0	100.00%	100%
BPH3672_00401	8	83	2391	0	100.00%	100%
BPH3674_00416	8	83	2391	0	100.00%	100%
BPH3676_00121	8	83	2391	0	100.00%	100%
BPH3682_00164	8	83	2391	0	100.00%	100%
BPH3684_00204	8	83	2391	0	100.00%	100%
BPH3688_00138	8	83	2391	0	100.00%	100%
BPH3692_00220	8	83	2391	0	100.00%	100%
BPH3694_00138	8	83	2391	0	100.00%	100%
BPH3696_00121	8	83	2391	0	100.00%	100%
BPH3698_00121	8	83	2391	0	100.00%	100%
BPH3700_00069	8	83	2391	0	100.00%	100%
BPH3702_00042	8	83	2391	0	100.00%	100%
BPH3704_00491	8	83	2391	0	100.00%	100%
BPH3706_00224	8	83	2391	0	100.00%	100%
BPH3708_00753	8	83	2391	0	100.00%	100%
BPH3710_00121	8	83	2391	0	100.00%	100%
BPH3712_00069	8	83	2391	0	100.00%	100%
BPH3752_00152	8	83	2391	0	99.96%	100%
BPH3753_00304	8	83	2391	0	100.00%	100%
BPH3755_00210	8	83	2391	0	100.00%	100%
BPH3757_00615	8	83	2391	0	100.00%	100%
BPH2702_00273	8	83	2390	0	98.24%	99%
BPH3482_01542	8	83	2390	0	98.03%	99%
BPH3508_01364	8	83	2390	0	98.08%	99%
BPH3660_00042	8	83	2310	0	99.87%	96%
BPH3686_00118	8	83	1265	0	99.21%	52%
BPH3686_00117	8	83	1127	0	100.00%	47%
BPH2726_00154	8	83	1032	0	99.22%	43%
BPH2727_00688	8	83	1032	0	99.22%	43%
BPH3376_00315	8	83	1032	0	99.22%	43%
BPH2881_01957	9	5	2265	1	100	100%
BPH2882_00727	9	5	2265	0	99.96%	100%
BPH2702_01298	9	5	1671	0	91.20%	73%
BPH2816_00067	9	5	1671	0	91.26%	73%
BPH2860_01665	9	5	457	0	99.56%	20%
BPH2784_01175	10	1	2193	1	100	100%
BPH2702_01651	11	58	2186	1	100	100%
BPH2710_02120	11	58	2186	0	98.90%	100%
BPH2718_01720	11	58	2186	0	98.86%	100%
BPH2727_02015	11	58	2186	0	98.90%	100%
BPH2780_02147	11	58	2186	0	98.90%	100%
BPH2798_02107	11	58	2186	0	98.90%	100%
BPH2799_02138	11	58	2186	0	98.90%	100%
BPH2800_02125	11	58	2186	0	98.90%	100%
BPH2816_00728	11	58	2186	0	100.00%	100%
BPH2896_02446	11	58	2186	0	98.90%	100%
BPH2946_02106	11	58	2186	0	98.86%	100%
BPH3208_02471	11	58	2186	0	98.95%	100%
BPH3220_02455	11	58	2186	0	98.95%	100%
BPH3236_02456	11	58	2186	0	98.86%	100%
BPH3250_02284	11	58	2186	0	98.95%	100%
BPH3258_02187	11	58	2186	0	98.86%	100%
BPH3260_02266	11	58	2186	0	98.95%	100%
BPH3262_02321	11	58	2186	0	98.95%	100%
BPH3276_02272	11	58	2186	0	98.90%	100%
BPH3306_02394	11	58	2186	0	98.95%	100%
BPH3316_02454	11	58	2186	0	98.90%	100%
BPH3366_02437	11	58	2186	0	98.90%	100%
BPH3372_02145	11	58	2186	0	98.90%	100%
BPH3376_01778	11	58	2186	0	98.90%	100%
BPH3382_01838	11	58	2186	0	98.90%	100%
BPH3403_01630	11	58	2186	0	98.90%	100%
BPH3415_01397	11	58	2186	0	98.86%	100%
BPH3435_02027	11	58	2186	0	98.90%	100%
BPH3439_01775	11	58	2186	0	98.86%	100%
BPH3453_02326	11	58	2186	0	98.86%	100%
BPH3457_01841	11	58	2186	0	98.86%	100%
BPH3465_02389	11	58	2186	0	98.90%	100%
BPH3483_02343	11	58	2186	0	98.86%	100%
BPH3533_01910	11	58	2186	0	98.86%	100%
BPH3541_02395	11	58	2186	0	98.95%	100%
BPH3638_02467	11	58	2186	0	98.95%	100%
BPH3644_02374	11	58	2186	0	98.95%	100%
BPH3646_02474	11	58	2186	0	98.95%	100%
BPH3660_02351	11	58	2186	0	98.95%	100%
BPH3670_01438	11	58	2186	0	98.95%	100%
BPH3674_02393	11	58	2186	0	98.95%	100%
BPH3676_02280	11	58	2186	0	98.95%	100%
BPH3682_02240	11	58	2186	0	98.95%	100%
BPH3684_01983	11	58	2186	0	98.95%	100%
BPH3686_02222	11	58	2186	0	98.95%	100%
BPH3694_02234	11	58	2186	0	98.95%	100%
BPH3698_02210	11	58	2186	0	98.95%	100%
BPH3700_02461	11	58	2186	0	98.95%	100%
BPH3704_02268	11	58	2186	0	98.95%	100%
BPH3708_02311	11	58	2186	0	98.95%	100%
BPH3712_02357	11	58	2186	0	98.95%	100%
BPH3753_02297	11	58	2186	0	98.95%	100%
BPH3755_02297	11	58	2186	0	98.95%	100%
BPH3643_02426	11	58	902	0	99.78%	41%
BPH3652_02452	11	58	902	0	99.78%	41%
BPH3666_02532	11	58	902	0	99.78%	41%
BPH3702_02567	11	58	626	0	99.84%	28%
BPH3332_02428	11	58	140	0	97.86%	6%
BPH2702_00406	12	4	2066	1	100	100%
BPH2816_02533	12	4	2066	0	99.85%	100%
BPH2982_01699	12	4	2066	0	99.81%	100%
BPH2781_01434	12	4	947	0	99.79%	45%
BPH3368_00307	13	8	1759	1	100	100%
BPH3403_00057	13	8	1759	0	100.00%	100%
BPH3415_00464	13	8	1759	0	99.94%	100%
BPH3541_01298	13	8	1759	0	100.00%	100%
BPH3632_00381	13	8	1759	0	100.00%	100%
BPH3696_01009	13	8	1759	0	100.00%	100%
BPH3708_02057	13	8	1759	0	100.00%	100%
BPH3735_00557	13	8	1759	0	99.94%	100%
BPH2902_01618	14	5	1560	1	100	100%
BPH3244_01859	14	5	1549	0	92.19%	99%
BPH3272_01853	14	5	1549	0	92.19%	99%
BPH3284_01786	14	5	1549	0	92.19%	99%
BPH3324_02374	14	5	1549	0	92.19%	99%
BPH2781_01791	15	55	1509	1	100	100%
BPH2783_01980	15	55	1509	0	95.89%	100%
BPH2847_02184	15	55	1509	0	95.83%	100%
BPH2904_00457	15	55	1509	0	99.07%	100%
BPH2981_02573	15	55	1509	0	95.89%	100%
BPH2982_02581	15	55	1509	0	95.89%	100%
BPH3360_00881	15	55	1509	0	100.00%	100%
BPH3368_01829	15	55	1509	0	100.00%	100%
BPH3376_01680	15	55	1509	0	100.00%	100%
BPH3382_02065	15	55	1509	0	100.00%	100%
BPH3435_02463	15	55	1509	0	100.00%	100%
BPH3698_02458	15	55	1509	0	99.93%	100%
BPH3735_02183	15	55	1509	0	99.93%	100%
BPH2787_02208	15	55	1450	0	99.93%	96%
BPH2869_02003	15	55	1450	0	99.93%	96%
BPH3202_02032	15	55	1450	0	99.93%	96%
BPH3208_02075	15	55	1450	0	99.93%	96%
BPH3220_01991	15	55	1450	0	99.93%	96%
BPH3250_01561	15	55	1450	0	99.93%	96%
BPH3260_02048	15	55	1450	0	99.93%	96%
BPH3262_01897	15	55	1450	0	99.93%	96%
BPH3306_01690	15	55	1450	0	99.93%	96%
BPH3636_00592	15	55	1450	0	99.93%	96%
BPH3638_02069	15	55	1450	0	99.93%	96%
BPH3640_02000	15	55	1450	0	99.93%	96%
BPH3643_01810	15	55	1450	0	99.93%	96%
BPH3644_01921	15	55	1450	0	99.93%	96%
BPH3646_02151	15	55	1450	0	99.93%	96%
BPH3648_02064	15	55	1450	0	99.93%	96%
BPH3650_01906	15	55	1450	0	99.93%	96%
BPH3652_01289	15	55	1450	0	99.93%	96%
BPH3658_00870	15	55	1450	0	99.93%	96%
BPH3662_01810	15	55	1450	0	99.93%	96%
BPH3666_01670	15	55	1450	0	99.93%	96%
BPH3668_01451	15	55	1450	0	99.93%	96%
BPH3670_01355	15	55	1450	0	99.93%	96%
BPH3672_01995	15	55	1450	0	99.93%	96%
BPH3674_02010	15	55	1450	0	99.86%	96%
BPH3676_01681	15	55	1450	0	99.93%	96%
BPH3682_01536	15	55	1450	0	99.93%	96%
BPH3684_01714	15	55	1450	0	99.93%	96%
BPH3686_01752	15	55	1450	0	99.93%	96%
BPH3688_01628	15	55	1450	0	99.93%	96%
BPH3692_02030	15	55	1450	0	99.93%	96%
BPH3694_01975	15	55	1450	0	99.93%	96%
BPH3700_02282	15	55	1450	0	99.93%	96%
BPH3702_00966	15	55	1450	0	99.93%	96%
BPH3704_02117	15	55	1450	0	99.93%	96%
BPH3706_01952	15	55	1450	0	99.93%	96%
BPH3710_01856	15	55	1450	0	99.93%	96%
BPH3712_01662	15	55	1450	0	99.93%	96%
BPH3753_01849	15	55	1450	0	99.86%	96%
BPH3755_01655	15	55	1450	0	99.93%	96%
BPH3757_01815	15	55	1450	0	99.93%	96%
BPH3660_02093	15	55	1369	0	99.93%	90%
BPH2702_00010	16	19	1499	1	100	100%
BPH2763_01077	16	19	1499	0	99.73%	100%
BPH2781_02522	16	19	1499	0	99.73%	100%
BPH2816_01386	16	19	1499	0	99.93%	100%
BPH2823_00989	16	19	1499	0	99.80%	100%
BPH2947_02376	16	19	1499	0	99.73%	100%
BPH2948_02426	16	19	1499	0	99.73%	100%
BPH2981_02455	16	19	1499	0	99.67%	100%
BPH2982_02489	16	19	1499	0	99.67%	100%
BPH3376_01459	16	19	1499	0	99.73%	100%
BPH3382_01535	16	19	1499	0	99.73%	100%
BPH3403_02080	16	19	1499	0	99.73%	100%
BPH3415_02086	16	19	1499	0	99.67%	100%
BPH3435_01809	16	19	1499	0	99.73%	100%
BPH3439_02230	16	19	1499	0	99.67%	100%
BPH3453_01819	16	19	1499	0	99.67%	100%
BPH3455_02293	16	19	1499	0	99.67%	100%
BPH3457_01696	16	19	1499	0	99.67%	100%
BPH3533_02366	16	19	1499	0	99.73%	100%
BPH2710_00229	17	27	1482	1	100	100%
BPH2726_00052	17	27	1482	0	100.00%	100%
BPH2727_00586	17	27	1482	0	100.00%	100%
BPH2780_01625	17	27	1482	0	100.00%	100%
BPH2781_01516	17	27	1482	0	100.00%	100%
BPH2896_00052	17	27	1482	0	100.00%	100%
BPH2982_00730	17	27	1482	0	100.00%	100%
BPH3328_01140	17	27	1482	0	100.00%	100%
BPH3356_02349	17	27	1482	0	99.93%	100%
BPH3362_01461	17	27	1482	0	100.00%	100%
BPH3366_01272	17	27	1482	0	100.00%	100%
BPH3376_00597	17	27	1482	0	100.00%	100%
BPH3382_00883	17	27	1482	0	100.00%	100%
BPH3415_01431	17	27	1482	0	100.00%	100%
BPH3435_00926	17	27	1482	0	100.00%	100%
BPH3443_00008	17	27	1482	0	99.93%	100%
BPH3483_01820	17	27	1482	0	100.00%	100%
BPH3485_01700	17	27	1482	0	100.00%	100%
BPH3511_01595	17	27	1482	0	100.00%	100%
BPH3545_02352	17	27	1482	0	100.00%	100%
BPH3547_00747	17	27	1482	0	100.00%	100%
BPH3737_01348	17	27	1482	0	99.93%	100%
BPH2702_00173	17	27	1481	0	92.51%	99%
BPH2816_00345	17	27	1481	0	92.64%	99%
BPH2858_02597	17	27	1476	0	90.38%	99%
BPH3750_00468	17	27	1476	0	90.31%	99%
BPH3751_00283	17	27	1476	0	90.31%	99%
BPH2763_01237	18	3	1479	1	100	100%
BPH2764_00232	18	3	1479	0	100.00%	100%
BPH2823_00326	18	3	1479	0	100.00%	100%
BPH3348_02203	19	1	1465	1	100	100%
BPH2718_01515	20	66	1438	1	100	100%
BPH2783_01875	20	66	1438	0	99.65%	100%
BPH2787_01205	20	66	1438	0	100.00%	100%
BPH2798_01351	20	66	1438	0	100.00%	100%
BPH2799_01352	20	66	1438	0	100.00%	100%
BPH2800_01397	20	66	1438	0	100.00%	100%
BPH2847_00975	20	66	1438	0	99.58%	100%
BPH2869_01165	20	66	1438	0	100.00%	100%
BPH2882_01589	20	66	1438	0	99.86%	100%
BPH2907_00572	20	66	1438	0	100.00%	100%
BPH2946_01291	20	66	1438	0	99.93%	100%
BPH2947_01313	20	66	1438	0	99.93%	100%
BPH2948_01166	20	66	1438	0	99.93%	100%
BPH3202_00639	20	66	1438	0	100.00%	100%
BPH3324_00327	20	66	1438	0	99.93%	100%
BPH3328_00105	20	66	1438	0	100.00%	100%
BPH3332_00918	20	66	1438	0	100.00%	100%
BPH3346_01284	20	66	1438	0	100.00%	100%
BPH3356_00048	20	66	1438	0	100.00%	100%
BPH3360_01843	20	66	1438	0	100.00%	100%
BPH3403_01792	20	66	1438	0	100.00%	100%
BPH3415_01007	20	66	1438	0	100.00%	100%
BPH3443_00907	20	66	1438	0	100.00%	100%
BPH3455_01805	20	66	1438	0	100.00%	100%
BPH3473_01326	20	66	1438	0	99.93%	100%
BPH3485_00977	20	66	1438	0	100.00%	100%
BPH3511_00989	20	66	1438	0	100.00%	100%
BPH3531_01347	20	66	1438	0	99.93%	100%
BPH3533_01413	20	66	1438	0	100.00%	100%
BPH3545_01071	20	66	1438	0	100.00%	100%
BPH3547_01409	20	66	1438	0	100.00%	100%
BPH3636_01552	20	66	1438	0	100.00%	100%
BPH3638_00833	20	66	1438	0	100.00%	100%
BPH3640_00636	20	66	1438	0	100.00%	100%
BPH3643_00140	20	66	1438	0	100.00%	100%
BPH3644_00522	20	66	1438	0	100.00%	100%
BPH3646_01011	20	66	1438	0	100.00%	100%
BPH3648_00780	20	66	1438	0	100.00%	100%
BPH3650_00585	20	66	1438	0	100.00%	100%
BPH3652_00206	20	66	1438	0	100.00%	100%
BPH3658_00215	20	66	1438	0	100.00%	100%
BPH3660_01067	20	66	1438	0	100.00%	100%
BPH3662_00822	20	66	1438	0	100.00%	100%
BPH3666_00088	20	66	1438	0	100.00%	100%
BPH3668_00720	20	66	1438	0	100.00%	100%
BPH3670_00186	20	66	1438	0	100.00%	100%
BPH3672_00835	20	66	1438	0	100.00%	100%
BPH3674_00819	20	66	1438	0	100.00%	100%
BPH3676_01853	20	66	1438	0	100.00%	100%
BPH3682_00625	20	66	1438	0	100.00%	100%
BPH3684_00571	20	66	1438	0	100.00%	100%
BPH3686_00752	20	66	1438	0	100.00%	100%
BPH3688_01011	20	66	1438	0	100.00%	100%
BPH3692_01775	20	66	1438	0	100.00%	100%
BPH3694_00609	20	66	1438	0	100.00%	100%
BPH3698_00637	20	66	1438	0	100.00%	100%
BPH3700_01403	20	66	1438	0	100.00%	100%
BPH3702_00152	20	66	1438	0	100.00%	100%
BPH3704_00324	20	66	1438	0	100.00%	100%
BPH3706_01181	20	66	1438	0	100.00%	100%
BPH3710_00288	20	66	1438	0	100.00%	100%
BPH3712_00326	20	66	1438	0	100.00%	100%
BPH3737_00451	20	66	1438	0	100.00%	100%
BPH3753_00419	20	66	1438	0	100.00%	100%
BPH3755_00916	20	66	1438	0	100.00%	100%
BPH3757_00704	20	66	1438	0	100.00%	100%
BPH2702_00716	21	12	1405	1	100	100%
BPH2763_02324	21	12	1399	0	95.14%	99%
BPH2764_02572	21	12	1399	0	95.14%	99%
BPH2816_01704	21	12	1399	0	99.93%	99%
BPH2840_01749	21	12	1381	0	90.15%	98%
BPH2787_01505	21	12	1375	0	90.91%	97%
BPH2869_01559	21	12	1375	0	90.91%	97%
BPH2860_01483	21	12	1371	0	90.66%	97%
BPH2784_01572	21	12	1365	0	90.77%	97%
BPH3483_01800	21	12	1210	0	93.39%	86%
BPH3744_02447	21	12	1179	0	93.72%	83%
BPH3755_02635	21	12	1175	0	93.62%	83%
BPH3338_02244	22	2	1393	1	100	100%
BPH3340_00198	22	2	1088	0	99.91%	78%
BPH3477_00468	23	2	1307	1	100	100%
BPH2730_01322	23	2	1264	0	95.49%	96%
BPH3646_01600	24	20	1297	1	100	100%
BPH3202_01455	24	20	1291	0	100.00%	99%
BPH3220_02109	24	20	1291	0	100.00%	99%
BPH3262_00924	24	20	1291	0	100.00%	99%
BPH3692_00820	24	20	1291	0	100.00%	99%
BPH3204_02557	24	20	1279	0	100.00%	98%
BPH3431_00349	24	20	1273	0	95.68%	98%
BPH3465_02747	24	20	1267	0	95.82%	97%
BPH3463_01492	24	20	1261	0	95.40%	97%
BPH2726_02115	24	20	1257	0	95.31%	96%
BPH3541_02091	24	20	1257	0	95.47%	96%
BPH3366_01937	24	20	1245	0	95.34%	95%
BPH3531_01932	24	20	1239	0	95.40%	95%
BPH3320_01462	24	20	1233	0	95.46%	95%
BPH3644_01350	24	20	1233	0	95.46%	95%
BPH3674_01683	24	20	1227	0	95.27%	94%
BPH3545_00351	24	20	1215	0	94.81%	93%
BPH3741_02752	24	20	1215	0	95.06%	93%
BPH3734_02529	24	20	986	0	99.90%	76%
BPH3337_00635	24	20	974	0	99.69%	75%
BPH2763_00340	25	6	1274	1	100	100%
BPH2947_01901	25	6	1274	0	98.51%	100%
BPH2948_01974	25	6	1274	0	98.51%	100%
BPH3455_02372	25	6	1274	0	98.59%	100%
BPH3533_01925	25	6	1274	0	98.59%	100%
BPH2823_00293	25	6	1227	0	98.13%	96%
BPH2902_01620	26	7	1261	1	100	100%
BPH2904_00455	26	7	1261	0	95.48%	100%
BPH2952_02058	26	7	1261	0	95.40%	100%
BPH2953_02089	26	7	1261	0	95.48%	100%
BPH2981_02571	26	7	1261	0	95.40%	100%
BPH2982_02579	26	7	1261	0	95.40%	100%
BPH3324_02372	26	7	1260	0	94.13%	99%
BPH2781_01793	27	6	1260	1	100	100%
BPH3360_00879	27	6	1260	0	100.00%	100%
BPH3376_01678	27	6	1260	0	100.00%	100%
BPH3382_02063	27	6	1260	0	100.00%	100%
BPH3435_02461	27	6	1260	0	100.00%	100%
BPH3698_02460	27	6	1260	0	100.00%	100%
BPH2858_01354	28	58	1257	1	100	100%
BPH2702_01177	28	58	1256	0	97.45%	99%
BPH2816_01177	28	58	1256	0	97.37%	99%
BPH2827_02207	28	58	1256	0	97.29%	99%
