id	clstr	clstr_size	length	clstr_rep	clstr_iden	clstr_cov
BPH2787_01048	52	1	989	1	100	100%
BPH3734_02529	53	1	986	1	100	100%
SAUSA300_2258	54	1	984	1	100	100%
BPH2763_02042	55	2	978	1	100	100%
SAUSA300_1792	55	2	978	0	99.80%	100%
BPH2710_02072	56	1	969	1	100	100%
BPH2882_02085	57	2	967	1	100	100%
SAUSA300_0546	57	2	947	0	91.45%	97%
BPH3682_02365	58	1	963	1	100	100%
BPH2787_02467	59	2	953	1	100	100%
SAUSA300_2431	59	2	953	0	99.90%	100%
SAUSA300_0742	60	1	948	1	100	100%
BPH2787_00005	61	2	940	1	100	100%
SAUSA300_2440	61	2	940	0	99.89%	100%
BPH2866_00693	62	2	938	1	100	100%
SAUSA300_0772	62	2	933	0	92.39%	99%
BPH3348_01601	63	2	932	1	100	100%
SAUSA300_1306	63	2	932	0	100.00%	100%
BPH2718_00140	64	2	929	1	100	100%
SAUSA300_0196	64	2	929	0	99.68%	100%
BPH2787_01504	65	1	929	1	100	100%
BPH3244_00773	66	1	921	1	100	100%
BPH2781_02181	67	2	917	1	100	100%
SAUSA300_1087	67	2	917	0	100.00%	100%
BPH3674_02448	68	1	915	1	100	100%
BPH3260_02331	69	2	910	1	100	100%
SAUSA300_2435	69	2	196	0	98.47%	21%
BPH2787_02481	70	2	901	1	100	100%
SAUSA300_1246	70	2	901	0	100.00%	100%
SAUSA300_0426	71	1	901	1	100	100%
SAUSA300_2565	72	2	899	1	100	100%
BPH2858_01938	72	2	897	0	93.09%	99%
BPH2907_00323	73	2	897	1	100	100%
SAUSA300_1346	73	2	897	0	99.89%	100%
BPH3362_01932	74	1	897	1	100	100%
BPH3337_02428	75	2	895	1	100	100%
SAUSA300_1677	75	2	895	0	100.00%	100%
SAUSA300_0006	76	2	887	1	100	100%
BPH3236_01376	76	2	886	0	98.87%	99%
BPH3443_01259	77	2	885	1	100	100%
SAUSA300_2035	77	2	885	0	99.89%	100%
BPH2728_01552	78	1	877	1	100	100%
BPH3348_00769	79	2	876	1	100	100%
SAUSA300_1611	79	2	876	0	99.89%	100%
SAUSA300_1575	80	1	876	1	100	100%
SAUSA300_1636	81	1	876	1	100	100%
BPH2781_02122	82	2	872	1	100	100%
SAUSA300_1188	82	2	840	0	99.88%	96%
BPH3236_01933	83	2	869	1	100	100%
SAUSA300_0877	83	2	869	0	99.88%	100%
BPH3332_00182	84	2	869	1	100	100%
SAUSA300_0151	84	2	869	0	99.54%	100%
BPH3403_02257	85	2	868	1	100	100%
SAUSA300_1135	85	2	868	0	99.88%	100%
BPH3282_00256	86	1	863	1	100	100%
BPH2843_01792	87	1	859	1	100	100%
SAUSA300_0737	88	1	843	1	100	100%
BPH3403_01687	89	2	840	1	100	100%
SAUSA300_1255	89	2	840	0	100.00%	100%
BPH2726_00938	90	2	831	1	100	100%
SAUSA300_1483	90	2	831	0	99.88%	100%
BPH3356_00984	91	1	829	1	100	100%
BPH2781_00828	92	1	825	1	100	100%
SAUSA300_1576	93	1	825	1	100	100%
SAUSA300_2489	94	1	822	1	100	100%
BPH2763_02361	95	2	818	1	100	100%
SAUSA300_0510	95	2	818	0	99.88%	100%
BPH2787_01641	96	1	817	1	100	100%
BPH2781_01452	97	2	815	1	100	100%
SAUSA300_1410	97	2	815	0	98.65%	100%
SAUSA300_2161	98	1	807	1	100	100%
SAUSA300_1704	99	1	805	1	100	100%
BPH3737_02730	100	1	804	1	100	100%
BPH2907_00807	101	2	802	1	100	100%
SAUSA300_2494	101	2	802	0	99.13%	100%
BPH3644_00574	102	2	802	1	100	100%
SAUSA300_1105	102	2	802	0	100.00%	100%
BPH2907_01436	103	2	801	1	100	100%
SAUSA300_0855	103	2	801	0	99.75%	100%
BPH3362_00186	104	2	801	1	100	100%
SAUSA300_2346	104	2	801	0	99.75%	100%
BPH2710_00655	105	2	800	1	100	100%
SAUSA300_1038	105	2	800	0	99.88%	100%
BPH3443_01540	106	2	800	1	100	100%
SAUSA300_1251	106	2	800	0	99.62%	100%
SAUSA300_0610	107	1	800	1	100	100%
BPH2907_01634	108	2	796	1	100	100%
SAUSA300_2584	108	2	796	0	98.87%	100%
BPH3401_00060	109	2	790	1	100	100%
SAUSA300_0764	109	2	790	0	99.87%	100%
SAUSA300_0809	110	1	790	1	100	100%
BPH3672_02424	111	1	789	1	100	100%
BPH3274_02407	112	1	788	1	100	100%
BPH2726_00554	113	1	782	1	100	100%
BPH3356_02140	114	2	782	1	100	100%
SAUSA300_1043	114	2	782	0	100.00%	100%
BPH2710_01782	115	2	772	1	100	100%
SAUSA300_0025	115	2	772	0	95.98%	100%
BPH2787_02117	116	2	769	1	100	100%
SAUSA300_0923	116	2	769	0	99.61%	100%
BPH2705_02152	117	1	764	1	100	100%
BPH2783_01256	118	2	759	1	100	100%
SAUSA300_1593	118	2	739	0	99.86%	97%
BPH2787_00520	119	2	757	1	100	100%
SAUSA300_1592	119	2	757	0	99.87%	100%
BPH3403_00343	120	2	753	1	100	100%
SAUSA300_0226	120	2	753	0	98.41%	100%
BPH3743_02612	121	1	753	1	100	100%
BPH3479_01150	122	1	749	1	100	100%
SAUSA300_0220	123	1	749	1	100	100%
SAUSA300_1169	124	1	747	1	100	100%
BPH3370_01766	125	2	745	1	100	100%
SAUSA300_0104	125	2	732	0	97.68%	98%
BPH2787_01940	126	2	744	1	100	100%
SAUSA300_1075	126	2	744	0	99.87%	100%
BPH2787_01786	127	2	742	1	100	100%
SAUSA300_0357	127	2	742	0	100.00%	100%
BPH2787_00522	128	2	736	1	100	100%
SAUSA300_1590	128	2	736	0	100.00%	100%
BPH3356_00425	129	2	733	1	100	100%
SAUSA300_1547	129	2	733	0	99.59%	100%
BPH2718_02029	130	2	730	1	100	100%
SAUSA300_1886	130	2	730	0	100.00%	100%
BPH2842_02511	131	2	730	1	100	100%
SAUSA300_0653	131	2	659	0	95.30%	90%
BPH2718_01445	132	1	729	1	100	100%
BPH2798_01513	133	2	729	1	100	100%
SAUSA300_0971	133	2	729	0	100.00%	100%
BPH2710_00609	134	2	727	1	100	100%
SAUSA300_1341	134	2	727	0	99.72%	100%
BPH2896_01366	135	2	720	1	100	100%
SAUSA300_1380	135	2	61	0	100.00%	8%
BPH3738_01323	136	1	720	1	100	100%
BPH2710_02615	137	2	719	1	100	100%
SAUSA300_0035	137	2	71	0	92.96%	9%
SAUSA300_2021	138	1	716	1	100	100%
BPH3348_00002	139	2	711	1	100	100%
SAUSA300_2208	139	2	711	0	100.00%	100%
BPH2783_01102	140	2	710	1	100	100%
SAUSA300_2106	140	2	710	0	97.89%	100%
BPH3268_02315	141	1	708	1	100	100%
BPH2882_01584	142	2	705	1	100	100%
SAUSA300_1162	142	2	705	0	99.72%	100%
BPH2710_00061	143	2	701	1	100	100%
SAUSA300_0716	143	2	701	0	100.00%	100%
BPH2764_00631	144	2	701	1	100	100%
SAUSA300_2326	144	2	701	0	100.00%	100%
BPH2781_00727	145	2	701	1	100	100%
SAUSA300_2486	145	2	701	0	99.86%	100%
BPH3204_01910	146	2	698	1	100	100%
SAUSA300_1167	146	2	698	0	99.86%	100%
BPH3244_00284	147	2	698	1	100	100%
SAUSA300_0238	147	2	698	0	98.71%	100%
BPH3370_01192	148	2	697	1	100	100%
SAUSA300_0489	148	2	697	0	99.86%	100%
BPH2726_02130	149	2	693	1	100	100%
SAUSA300_0532	149	2	693	0	100.00%	100%
BPH2907_01724	150	1	693	1	100	100%
BPH3672_00127	151	1	693	1	100	100%
SAUSA300_2384	152	1	692	1	100	100%
BPH2801_00055	153	2	691	1	100	100%
SAUSA300_1143	153	2	691	0	99.71%	100%
BPH2869_01742	154	2	691	1	100	100%
SAUSA300_0320	154	2	690	0	97.83%	99%
SAUSA300_1512	155	1	691	1	100	100%
BPH2862_01370	156	1	689	1	100	100%
SAUSA300_2476	157	1	688	1	100	100%
BPH2907_00535	158	2	686	1	100	100%
SAUSA300_1120	158	2	686	0	99.85%	100%
BPH2869_01990	159	1	684	1	100	100%
BPH2718_00146	160	2	681	1	100	100%
SAUSA300_0191	160	2	681	0	99.41%	100%
BPH3401_00208	161	2	680	1	100	100%
SAUSA300_0617	161	2	667	0	100.00%	98%
BPH3508_00405	162	1	680	1	100	100%
SAUSA300_2603	163	1	680	1	100	100%
BPH2781_01312	164	1	675	1	100	100%
BPH3473_01830	165	2	675	1	100	100%
SAUSA300_2033	165	2	657	0	99.85%	97%
SAUSA300_0078	166	1	674	1	100	100%
BPH3403_02765	167	1	670	1	100	100%
BPH2858_02488	168	2	669	1	100	100%
SAUSA300_1189	168	2	669	0	99.85%	100%
BPH2718_00134	169	2	668	1	100	100%
SAUSA300_0204	169	2	668	0	96.11%	100%
BPH2869_00483	170	2	668	1	100	100%
SAUSA300_0032	170	2	668	0	99.85%	100%
SAUSA300_1885	171	1	667	1	100	100%
BPH3370_02477	172	2	666	1	100	100%
SAUSA300_2556	172	2	666	0	97.75%	100%
BPH3348_01235	173	2	665	1	100	100%
SAUSA300_1250	173	2	665	0	99.70%	100%
BPH3236_00338	174	2	664	1	100	100%
SAUSA300_1113	174	2	664	0	99.85%	100%
SAUSA300_2487	175	1	664	1	100	100%
BPH3346_00110	176	1	663	1	100	100%
BPH3348_01627	177	2	662	1	100	100%
SAUSA300_1239	177	2	625	0	99.84%	94%
BPH3634_00977	178	2	662	1	100	100%
SAUSA300_0962	178	2	662	0	99.85%	100%
BPH2801_01551	179	2	661	1	100	100%
SAUSA300_0741	179	2	661	0	99.85%	100%
SAUSA300_2140	180	1	658	1	100	100%
BPH3346_02000	181	2	657	1	100	100%
SAUSA300_0467	181	2	657	0	99.85%	100%
BPH3216_00406	182	2	655	1	100	100%
SAUSA300_0014	182	2	655	0	99.69%	100%
BPH2783_02072	183	2	654	1	100	100%
SAUSA300_0934	183	2	654	0	97.71%	100%
SAUSA300_2455	184	1	654	1	100	100%
BPH2787_00968	185	2	652	1	100	100%
SAUSA300_0685	185	2	652	0	100.00%	100%
BPH2787_01810	186	2	651	1	100	100%
SAUSA300_0333	186	2	651	0	99.69%	100%
BPH3346_00570	187	2	651	1	100	100%
SAUSA300_2248	187	2	651	0	99.54%	100%
SAUSA300_1961	188	2	651	1	100	100%
BPH2902_01586	188	2	647	0	97.99%	99%
BPH2718_01429	189	1	650	1	100	100%
BPH3485_00166	190	2	650	1	100	100%
SAUSA300_2576	190	2	650	0	98.15%	100%
SAUSA300_1423	191	1	650	1	100	100%
BPH2781_00207	192	2	646	1	100	100%
SAUSA300_0703	192	2	646	0	99.85%	100%
BPH3332_01942	193	2	645	1	100	100%
SAUSA300_1629	193	2	645	0	99.84%	100%
SAUSA300_1028	194	1	645	1	100	100%
BPH2764_02349	195	1	644	1	100	100%
BPH3348_00727	196	2	644	1	100	100%
SAUSA300_0005	196	2	644	0	99.69%	100%
BPH3376_00638	197	2	643	1	100	100%
SAUSA300_2298	197	2	643	0	99.84%	100%
BPH2907_01707	198	2	642	1	100	100%
SAUSA300_2000	198	2	642	0	99.84%	100%
BPH3545_01429	199	1	639	1	100	100%
SAUSA300_1389	200	1	636	1	100	100%
SAUSA300_2581	201	2	635	1	100	100%
BPH2947_00801	201	2	627	0	97.29%	98%
BPH2869_02437	202	1	633	1	100	100%
BPH2787_01056	203	1	632	1	100	100%
BPH2907_01067	204	1	632	1	100	100%
BPH2726_01889	205	1	630	1	100	100%
SAUSA300_2448	206	1	630	1	100	100%
BPH3370_01355	207	2	629	1	100	100%
SAUSA300_0648	207	2	629	0	99.84%	100%
BPH3332_02700	208	2	628	1	100	100%
SAUSA300_1301	208	2	628	0	100.00%	100%
SAUSA300_0704	209	2	627	1	100	100%
BPH2787_00987	209	2	625	0	99.84%	99%
BPH3370_02474	210	2	626	1	100	100%
SAUSA300_2554	210	2	626	0	98.08%	100%
SAUSA300_2634	211	1	626	1	100	100%
BPH2781_02510	212	2	625	1	100	100%
SAUSA300_2645	212	2	594	0	99.66%	95%
BPH3208_01259	213	1	624	1	100	100%
SAUSA300_2575	214	1	624	1	100	100%
BPH3306_02688	215	1	623	1	100	100%
BPH2869_00100	216	2	619	1	100	100%
SAUSA300_2579	216	2	619	0	99.03%	100%
BPH3644_00139	217	2	616	1	100	100%
SAUSA300_2551	217	2	616	0	99.68%	100%
SAUSA300_0123	218	2	616	1	100	100%
BPH3348_01975	218	2	592	0	98.48%	96%
BPH2710_00683	219	2	615	1	100	100%
SAUSA300_1009	219	2	615	0	100.00%	100%
BPH2781_00774	220	2	615	1	100	100%
SAUSA300_1481	220	2	615	0	100.00%	100%
BPH2718_02562	221	2	614	1	100	100%
SAUSA300_0911	221	2	614	0	100.00%	100%
SAUSA300_0288	222	1	614	1	100	100%
SAUSA300_0358	223	1	613	1	100	100%
BPH2858_00128	224	2	610	1	100	100%
SAUSA300_1540	224	2	610	0	99.84%	100%
BPH2718_00310	225	2	609	1	100	100%
SAUSA300_2385	225	2	609	0	100.00%	100%
BPH3431_00280	226	3	609	1	100	100%
SAUSA300_0613	226	3	498	0	100.00%	81%
SAUSA300_0612	226	3	114	0	95.61%	18%
SAUSA300_0224	227	1	609	1	100	100%
BPH3401_02478	228	2	608	1	100	100%
SAUSA300_0021	228	2	608	0	99.67%	100%
BPH3628_00787	229	1	608	1	100	100%
BPH2726_00180	230	1	607	1	100	100%
BPH2726_01733	231	2	607	1	100	100%
SAUSA300_1544	231	2	607	0	99.84%	100%
BPH3666_02629	232	1	607	1	100	100%
BPH2710_00209	233	2	604	1	100	100%
SAUSA300_0876	233	2	604	0	99.83%	100%
SAUSA300_1278	234	1	604	1	100	100%
BPH3272_02674	235	1	603	1	100	100%
SAUSA300_2504	236	1	603	1	100	100%
BPH3634_00342	237	2	602	1	100	100%
SAUSA300_0902	237	2	602	0	99.83%	100%
SAUSA300_2433	238	1	602	1	100	100%
BPH2710_02349	239	2	601	1	100	100%
SAUSA300_2104	239	2	601	0	99.83%	100%
SAUSA300_1522	240	1	599	1	100	100%
BPH2710_01523	241	1	597	1	100	100%
SAUSA300_0039	242	1	595	1	100	100%
SAUSA300_0705	243	1	593	1	100	100%
BPH2726_00223	244	2	591	1	100	100%
SAUSA300_0108	244	2	591	0	98.31%	100%
BPH3356_00200	245	2	591	1	100	100%
SAUSA300_0203	245	2	591	0	99.15%	100%
BPH3686_02303	246	2	591	1	100	100%
SAUSA300_1047	246	2	588	0	100.00%	99%
BPH2869_02145	247	2	589	1	100	100%
SAUSA300_2007	247	2	589	0	100.00%	100%
BPH2779_02155	248	2	588	1	100	100%
SAUSA300_1586	248	2	588	0	100.00%	100%
SAUSA300_1441	249	2	588	1	100	100%
BPH3332_00853	249	2	583	0	100.00%	99%
SAUSA300_0222	250	1	587	1	100	100%
SAUSA300_2375	251	1	587	1	100	100%
BPH2787_01230	252	2	586	1	100	100%
SAUSA300_1182	252	2	586	0	100.00%	100%
BPH2710_01628	253	2	585	1	100	100%
SAUSA300_1644	253	2	585	0	100.00%	100%
BPH2730_02466	254	1	585	1	100	100%
BPH3204_02358	255	2	585	1	100	100%
SAUSA300_2138	255	2	585	0	99.83%	100%
BPH3437_02205	256	1	585	1	100	100%
BPH3236_01057	257	2	584	1	100	100%
SAUSA300_0254	257	2	579	0	99.83%	99%
BPH3403_00446	258	2	584	1	100	100%
SAUSA300_0120	258	2	584	0	96.75%	100%
SAUSA300_0081	259	2	583	1	100	100%
BPH2849_02060	259	2	581	0	98.45%	99%
BPH3433_00801	260	2	582	1	100	100%
SAUSA300_1042	260	2	570	0	99.65%	97%
BPH3394_00881	261	1	580	1	100	100%
BPH2787_00044	262	2	579	1	100	100%
SAUSA300_2477	262	2	579	0	100.00%	100%
SAUSA300_1752	263	3	579	1	100	100%
BPH2841_02425	263	3	518	0	99.61%	89%
SAUSA300_0405	263	3	518	0	99.81%	89%
BPH2710_01835	264	2	578	1	100	100%
SAUSA300_1847	264	2	578	0	100.00%	100%
SAUSA300_0122	265	1	578	1	100	100%
BPH2801_01308	266	2	577	1	100	100%
SAUSA300_2374	266	2	577	0	93.59%	100%
BPH2787_00912	267	2	575	1	100	100%
SAUSA300_0630	267	2	575	0	99.83%	100%
BPH3501_01246	268	1	575	1	100	100%
BPH3332_00907	269	2	574	1	100	100%
SAUSA300_1168	269	2	574	0	100.00%	100%
SAUSA300_0252	270	1	574	1	100	100%
BPH2907_00971	271	2	572	1	100	100%
SAUSA300_0984	271	2	572	0	99.83%	100%
BPH3628_01616	272	1	572	1	100	100%
BPH2710_00428	273	2	571	1	100	100%
SAUSA300_2240	273	2	571	0	99.82%	100%
BPH3403_02308	274	2	571	1	100	100%
SAUSA300_0892	274	2	571	0	100.00%	100%
BPH2882_00756	275	2	570	1	100	100%
SAUSA300_2617	275	2	570	0	99.47%	100%
BPH3403_00880	276	2	570	1	100	100%
SAUSA300_0346	276	2	560	0	100.00%	98%
SAUSA300_1045	277	1	570	1	100	100%
SAUSA300_2150	278	1	570	1	100	100%
BPH2787_00134	279	2	569	1	100	100%
SAUSA300_2545	279	2	569	0	100.00%	100%
BPH2907_02156	280	2	568	1	100	100%
SAUSA300_1679	280	2	568	0	100.00%	100%
BPH3332_01696	281	3	568	1	100	100%
SAUSA300_0659	281	3	406	0	98.52%	71%
SAUSA300_0660	281	3	162	0	100.00%	28%
BPH3236_00295	282	2	567	1	100	100%
SAUSA300_1156	282	2	567	0	100.00%	100%
BPH3244_02218	283	1	566	1	100	100%
BPH3632_00693	284	2	565	1	100	100%
SAUSA300_0989	284	2	565	0	99.82%	100%
SAUSA300_1101	285	1	565	1	100	100%
BPH2783_00100	286	2	564	1	100	100%
SAUSA300_0247	286	2	564	0	98.76%	100%
BPH2787_01889	287	2	564	1	100	100%
SAUSA300_1664	287	2	564	0	100.00%	100%
SAUSA300_1404	288	1	563	1	100	100%
BPH2779_02239	289	2	562	1	100	100%
SAUSA300_2006	289	2	562	0	100.00%	100%
BPH3356_02109	290	2	562	1	100	100%
SAUSA300_0251	290	2	562	0	99.82%	100%
BPH3332_02584	291	1	561	1	100	100%
BPH2801_00729	292	2	560	1	100	100%
SAUSA300_2531	292	2	560	0	98.75%	100%
BPH3485_00632	293	2	559	1	100	100%
SAUSA300_1468	293	2	559	0	100.00%	100%
BPH2787_01376	294	2	558	1	100	100%
SAUSA300_2034	294	2	558	0	100.00%	100%
BPH2787_02140	295	2	557	1	100	100%
SAUSA300_0946	295	2	557	0	100.00%	100%
BPH2801_01623	296	2	557	1	100	100%
SAUSA300_0671	296	2	557	0	98.20%	100%
BPH2947_01349	297	2	557	1	100	100%
SAUSA300_1193	297	2	557	0	100.00%	100%
BPH3348_02569	298	2	557	1	100	100%
SAUSA300_2314	298	2	557	0	99.82%	100%
BPH3460_02098	299	1	557	1	100	100%
SAUSA300_0452	300	1	557	1	100	100%
SAUSA300_1678	301	1	555	1	100	100%
BPH2787_02044	302	2	554	1	100	100%
SAUSA300_1638	302	2	553	0	100.00%	99%
SAUSA300_2166	303	1	554	1	100	100%
BPH2781_01779	304	2	553	1	100	100%
SAUSA300_1941	304	2	553	0	100.00%	100%
BPH2907_02091	305	2	553	1	100	100%
SAUSA300_1700	305	2	553	0	100.00%	100%
BPH3338_01882	306	2	553	1	100	100%
SAUSA300_2278	306	2	553	0	99.82%	100%
SAUSA300_0107	307	1	553	1	100	100%
SAUSA300_0596	308	2	553	1	100	100%
BPH3396_02507	308	2	540	0	100.00%	97%
BPH2780_02593	309	2	551	1	100	100%
SAUSA300_0891	309	2	551	0	100.00%	100%
BPH3501_00182	310	1	551	1	100	100%
BPH3463_02602	311	1	549	1	100	100%
SAUSA300_1456	312	1	549	1	100	100%
BPH3634_00100	313	2	548	1	100	100%
SAUSA300_1119	313	2	548	0	100.00%	100%
SAUSA300_1245	314	1	548	1	100	100%
BPH2787_00397	315	2	546	1	100	100%
SAUSA300_0190	315	2	546	0	96.70%	100%
BPH2787_01828	316	2	546	1	100	100%
SAUSA300_0449	316	2	546	0	99.82%	100%
BPH2718_01803	317	2	545	1	100	100%
SAUSA300_0537	317	2	545	0	100.00%	100%
BPH2763_01707	318	2	545	1	100	100%
SAUSA300_2395	318	2	545	0	99.63%	100%
BPH2763_01508	319	2	543	1	100	100%
SAUSA300_0670	319	2	543	0	98.90%	100%
BPH2787_00291	320	1	542	1	100	100%
SAUSA300_0037	321	1	542	1	100	100%
SAUSA300_2549	322	1	540	1	100	100%
BPH2783_00666	323	2	539	1	100	100%
SAUSA300_2542	323	2	532	0	99.44%	98%
BPH3236_02179	324	2	538	1	100	100%
SAUSA300_1982	324	2	538	0	99.81%	100%
BPH2710_02182	325	2	537	1	100	100%
SAUSA300_1071	325	2	537	0	100.00%	100%
BPH2869_02139	326	2	536	1	100	100%
SAUSA300_2001	326	2	536	0	100.00%	100%
SAUSA300_2081	327	1	536	1	100	100%
BPH2787_00758	328	2	534	1	100	100%
SAUSA300_2270	328	2	534	0	99.81%	100%
SAUSA300_1670	329	1	534	1	100	100%
BPH3403_02616	330	2	533	1	100	100%
SAUSA300_1285	330	2	533	0	100.00%	100%
SAUSA300_2313	331	1	532	1	100	100%
SAUSA300_2411	332	1	532	1	100	100%
BPH2787_00321	333	2	530	1	100	100%
SAUSA300_0112	333	2	530	0	99.81%	100%
BPH2787_00407	334	2	530	1	100	100%
SAUSA300_0200	334	2	530	0	98.87%	100%
BPH2787_02649	335	2	530	1	100	100%
SAUSA300_1731	335	2	530	0	100.00%	100%
BPH2947_01772	336	2	527	1	100	100%
SAUSA300_2030	336	2	527	0	99.81%	100%
BPH3690_02249	337	1	527	1	100	100%
SAUSA300_1391	338	1	527	1	100	100%
BPH2787_01074	339	2	525	1	100	100%
SAUSA300_2404	339	2	525	0	100.00%	100%
SAUSA300_0229	340	2	525	1	100	100%
BPH2763_01292	340	2	520	0	99.42%	99%
BPH2718_00806	341	2	523	1	100	100%
SAUSA300_2586	341	2	522	0	99.43%	99%
BPH2718_01162	342	2	522	1	100	100%
SAUSA300_0914	342	2	522	0	99.62%	100%
BPH2710_02407	343	2	520	1	100	100%
SAUSA300_0921	343	2	520	0	100.00%	100%
BPH3403_01730	344	1	520	1	100	100%
SAUSA300_1897	345	1	520	1	100	100%
SAUSA300_2145	346	1	520	1	100	100%
BPH2976_01195	347	2	519	1	100	100%
SAUSA300_1179	347	2	519	0	99.42%	100%
SAUSA300_2044	348	2	519	1	100	100%
BPH3236_01189	348	2	494	0	100.00%	95%
BPH3348_01346	349	2	518	1	100	100%
SAUSA300_1064	349	2	518	0	99.81%	100%
SAUSA300_0218	350	1	518	1	100	100%
BPH3204_02242	351	2	517	1	100	100%
SAUSA300_2443	351	2	517	0	100.00%	100%
SAUSA300_0073	352	1	517	1	100	100%
SAUSA300_0676	353	1	517	1	100	100%
SAUSA300_2587	354	1	517	1	100	100%
BPH2787_01127	355	2	516	1	100	100%
SAUSA300_2351	355	2	516	0	100.00%	100%
BPH2781_02778	356	1	514	1	100	100%
BPH2783_01802	357	2	514	1	100	100%
SAUSA300_0146	357	2	514	0	97.67%	100%
SAUSA300_1185	358	1	514	1	100	100%
SAUSA300_2491	359	1	514	1	100	100%
BPH3332_00394	360	2	513	1	100	100%
SAUSA300_0389	360	2	513	0	99.81%	100%
BPH2947_01850	361	2	512	1	100	100%
SAUSA300_2105	361	2	512	0	99.80%	100%
BPH3370_01164	362	2	512	1	100	100%
SAUSA300_1883	362	2	512	0	99.61%	100%
BPH3684_02124	363	1	512	1	100	100%
SAUSA300_2417	364	1	512	1	100	100%
BPH3634_00758	365	2	511	1	100	100%
