id	clstr	clstr_size	length	clstr_rep	clstr_iden	clstr_cov
BPH3258_02187	9	54	2186	0	99.86%	100%
BPH3260_02266	9	54	2186	0	99.95%	100%
BPH3262_02321	9	54	2186	0	99.95%	100%
BPH3306_02394	9	54	2186	0	99.95%	100%
BPH3316_02454	9	54	2186	0	99.91%	100%
BPH3366_02437	9	54	2186	0	100.00%	100%
BPH3372_02145	9	54	2186	0	100.00%	100%
BPH3376_01778	9	54	2186	0	100.00%	100%
BPH3382_01838	9	54	2186	0	100.00%	100%
BPH3403_01630	9	54	2186	0	100.00%	100%
BPH3415_01397	9	54	2186	0	99.95%	100%
BPH3435_02027	9	54	2186	0	100.00%	100%
BPH3439_01775	9	54	2186	0	99.95%	100%
BPH3453_02326	9	54	2186	0	99.95%	100%
BPH3457_01841	9	54	2186	0	99.95%	100%
BPH3465_02389	9	54	2186	0	100.00%	100%
BPH3483_02343	9	54	2186	0	99.95%	100%
BPH3533_01910	9	54	2186	0	99.95%	100%
BPH3638_02467	9	54	2186	0	99.95%	100%
BPH3644_02374	9	54	2186	0	99.95%	100%
BPH3646_02474	9	54	2186	0	99.95%	100%
BPH3660_02351	9	54	2186	0	99.95%	100%
BPH3670_01438	9	54	2186	0	99.95%	100%
BPH3674_02393	9	54	2186	0	99.95%	100%
BPH3676_02280	9	54	2186	0	99.95%	100%
BPH3682_02240	9	54	2186	0	99.95%	100%
BPH3684_01983	9	54	2186	0	99.95%	100%
BPH3686_02222	9	54	2186	0	99.95%	100%
BPH3694_02234	9	54	2186	0	99.95%	100%
BPH3698_02210	9	54	2186	0	99.95%	100%
BPH3700_02461	9	54	2186	0	99.95%	100%
BPH3704_02268	9	54	2186	0	99.95%	100%
BPH3708_02311	9	54	2186	0	99.95%	100%
BPH3712_02357	9	54	2186	0	99.95%	100%
BPH3753_02297	9	54	2186	0	99.95%	100%
BPH3755_02297	9	54	2186	0	99.95%	100%
BPH3643_02426	9	54	902	0	99.89%	41%
BPH3652_02452	9	54	902	0	99.89%	41%
BPH3666_02532	9	54	902	0	99.89%	41%
BPH3702_02567	9	54	626	0	99.84%	28%
BPH3332_02428	9	54	140	0	99.29%	6%
BPH2982_01699	10	2	2066	1	100	100%
BPH2781_01434	10	2	947	0	99.79%	45%
BPH3368_00307	11	6	1759	1	100	100%
BPH3403_00057	11	6	1759	0	100.00%	100%
BPH3415_00464	11	6	1759	0	99.94%	100%
BPH3632_00381	11	6	1759	0	100.00%	100%
BPH3696_01009	11	6	1759	0	100.00%	100%
BPH3735_00557	11	6	1759	0	99.94%	100%
BPH2902_01618	12	4	1560	1	100	100%
BPH3244_01859	12	4	1549	0	92.19%	99%
BPH3272_01853	12	4	1549	0	92.19%	99%
BPH3284_01786	12	4	1549	0	92.19%	99%
BPH2781_01791	13	54	1509	1	100	100%
BPH2783_01980	13	54	1509	0	95.89%	100%
BPH2847_02184	13	54	1509	0	95.83%	100%
BPH2904_00457	13	54	1509	0	99.07%	100%
BPH2981_02573	13	54	1509	0	95.89%	100%
BPH2982_02581	13	54	1509	0	95.89%	100%
BPH3368_01829	13	54	1509	0	100.00%	100%
BPH3376_01680	13	54	1509	0	100.00%	100%
BPH3382_02065	13	54	1509	0	100.00%	100%
BPH3435_02463	13	54	1509	0	100.00%	100%
BPH3698_02458	13	54	1509	0	99.93%	100%
BPH3735_02183	13	54	1509	0	99.93%	100%
BPH2787_02208	13	54	1450	0	99.93%	96%
BPH2869_02003	13	54	1450	0	99.93%	96%
BPH3202_02032	13	54	1450	0	99.93%	96%
BPH3208_02075	13	54	1450	0	99.93%	96%
BPH3220_01991	13	54	1450	0	99.93%	96%
BPH3250_01561	13	54	1450	0	99.93%	96%
BPH3260_02048	13	54	1450	0	99.93%	96%
BPH3262_01897	13	54	1450	0	99.93%	96%
BPH3306_01690	13	54	1450	0	99.93%	96%
BPH3636_00592	13	54	1450	0	99.93%	96%
BPH3638_02069	13	54	1450	0	99.93%	96%
BPH3640_02000	13	54	1450	0	99.93%	96%
BPH3643_01810	13	54	1450	0	99.93%	96%
BPH3644_01921	13	54	1450	0	99.93%	96%
BPH3646_02151	13	54	1450	0	99.93%	96%
BPH3648_02064	13	54	1450	0	99.93%	96%
BPH3650_01906	13	54	1450	0	99.93%	96%
BPH3652_01289	13	54	1450	0	99.93%	96%
BPH3658_00870	13	54	1450	0	99.93%	96%
BPH3662_01810	13	54	1450	0	99.93%	96%
BPH3666_01670	13	54	1450	0	99.93%	96%
BPH3668_01451	13	54	1450	0	99.93%	96%
BPH3670_01355	13	54	1450	0	99.93%	96%
BPH3672_01995	13	54	1450	0	99.93%	96%
BPH3674_02010	13	54	1450	0	99.86%	96%
BPH3676_01681	13	54	1450	0	99.93%	96%
BPH3682_01536	13	54	1450	0	99.93%	96%
BPH3684_01714	13	54	1450	0	99.93%	96%
BPH3686_01752	13	54	1450	0	99.93%	96%
BPH3688_01628	13	54	1450	0	99.93%	96%
BPH3692_02030	13	54	1450	0	99.93%	96%
BPH3694_01975	13	54	1450	0	99.93%	96%
BPH3700_02282	13	54	1450	0	99.93%	96%
BPH3702_00966	13	54	1450	0	99.93%	96%
BPH3704_02117	13	54	1450	0	99.93%	96%
BPH3706_01952	13	54	1450	0	99.93%	96%
BPH3710_01856	13	54	1450	0	99.93%	96%
BPH3712_01662	13	54	1450	0	99.93%	96%
BPH3753_01849	13	54	1450	0	99.86%	96%
BPH3755_01655	13	54	1450	0	99.93%	96%
BPH3757_01815	13	54	1450	0	99.93%	96%
BPH3660_02093	13	54	1369	0	99.93%	90%
BPH2781_02522	14	13	1499	1	100	100%
BPH2981_02455	14	13	1499	0	99.93%	100%
BPH2982_02489	14	13	1499	0	99.93%	100%
BPH3376_01459	14	13	1499	0	100.00%	100%
BPH3382_01535	14	13	1499	0	100.00%	100%
BPH3403_02080	14	13	1499	0	100.00%	100%
BPH3415_02086	14	13	1499	0	99.93%	100%
BPH3435_01809	14	13	1499	0	100.00%	100%
BPH3439_02230	14	13	1499	0	99.93%	100%
BPH3453_01819	14	13	1499	0	99.93%	100%
BPH3455_02293	14	13	1499	0	99.93%	100%
BPH3457_01696	14	13	1499	0	99.93%	100%
BPH3533_02366	14	13	1499	0	100.00%	100%
BPH2710_00229	15	24	1482	1	100	100%
BPH2726_00052	15	24	1482	0	100.00%	100%
BPH2727_00586	15	24	1482	0	100.00%	100%
BPH2780_01625	15	24	1482	0	100.00%	100%
BPH2781_01516	15	24	1482	0	100.00%	100%
BPH2896_00052	15	24	1482	0	100.00%	100%
BPH2982_00730	15	24	1482	0	100.00%	100%
BPH3356_02349	15	24	1482	0	99.93%	100%
BPH3362_01461	15	24	1482	0	100.00%	100%
BPH3366_01272	15	24	1482	0	100.00%	100%
BPH3376_00597	15	24	1482	0	100.00%	100%
BPH3382_00883	15	24	1482	0	100.00%	100%
BPH3415_01431	15	24	1482	0	100.00%	100%
BPH3435_00926	15	24	1482	0	100.00%	100%
BPH3443_00008	15	24	1482	0	99.93%	100%
BPH3483_01820	15	24	1482	0	100.00%	100%
BPH3485_01700	15	24	1482	0	100.00%	100%
BPH3511_01595	15	24	1482	0	100.00%	100%
BPH3545_02352	15	24	1482	0	100.00%	100%
BPH3547_00747	15	24	1482	0	100.00%	100%
BPH3737_01348	15	24	1482	0	99.93%	100%
BPH2858_02597	15	24	1476	0	90.38%	99%
BPH3750_00468	15	24	1476	0	90.31%	99%
BPH3751_00283	15	24	1476	0	90.31%	99%
BPH2763_01237	16	2	1479	1	100	100%
BPH2764_00232	16	2	1479	0	100.00%	100%
BPH3348_02203	17	1	1465	1	100	100%
BPH2718_01515	18	62	1438	1	100	100%
BPH2783_01875	18	62	1438	0	99.65%	100%
BPH2787_01205	18	62	1438	0	100.00%	100%
BPH2798_01351	18	62	1438	0	100.00%	100%
BPH2799_01352	18	62	1438	0	100.00%	100%
BPH2800_01397	18	62	1438	0	100.00%	100%
BPH2847_00975	18	62	1438	0	99.58%	100%
BPH2869_01165	18	62	1438	0	100.00%	100%
BPH2882_01589	18	62	1438	0	99.86%	100%
BPH2907_00572	18	62	1438	0	100.00%	100%
BPH2946_01291	18	62	1438	0	99.93%	100%
BPH2947_01313	18	62	1438	0	99.93%	100%
BPH2948_01166	18	62	1438	0	99.93%	100%
BPH3202_00639	18	62	1438	0	100.00%	100%
BPH3328_00105	18	62	1438	0	100.00%	100%
BPH3332_00918	18	62	1438	0	100.00%	100%
BPH3346_01284	18	62	1438	0	100.00%	100%
BPH3356_00048	18	62	1438	0	100.00%	100%
BPH3403_01792	18	62	1438	0	100.00%	100%
BPH3415_01007	18	62	1438	0	100.00%	100%
BPH3443_00907	18	62	1438	0	100.00%	100%
BPH3473_01326	18	62	1438	0	99.93%	100%
BPH3485_00977	18	62	1438	0	100.00%	100%
BPH3511_00989	18	62	1438	0	100.00%	100%
BPH3533_01413	18	62	1438	0	100.00%	100%
BPH3545_01071	18	62	1438	0	100.00%	100%
BPH3547_01409	18	62	1438	0	100.00%	100%
BPH3636_01552	18	62	1438	0	100.00%	100%
BPH3638_00833	18	62	1438	0	100.00%	100%
BPH3640_00636	18	62	1438	0	100.00%	100%
BPH3643_00140	18	62	1438	0	100.00%	100%
BPH3644_00522	18	62	1438	0	100.00%	100%
BPH3646_01011	18	62	1438	0	100.00%	100%
BPH3648_00780	18	62	1438	0	100.00%	100%
BPH3650_00585	18	62	1438	0	100.00%	100%
BPH3652_00206	18	62	1438	0	100.00%	100%
BPH3658_00215	18	62	1438	0	100.00%	100%
BPH3660_01067	18	62	1438	0	100.00%	100%
BPH3662_00822	18	62	1438	0	100.00%	100%
BPH3666_00088	18	62	1438	0	100.00%	100%
BPH3668_00720	18	62	1438	0	100.00%	100%
BPH3670_00186	18	62	1438	0	100.00%	100%
BPH3672_00835	18	62	1438	0	100.00%	100%
BPH3674_00819	18	62	1438	0	100.00%	100%
BPH3676_01853	18	62	1438	0	100.00%	100%
BPH3682_00625	18	62	1438	0	100.00%	100%
BPH3684_00571	18	62	1438	0	100.00%	100%
BPH3686_00752	18	62	1438	0	100.00%	100%
BPH3688_01011	18	62	1438	0	100.00%	100%
BPH3692_01775	18	62	1438	0	100.00%	100%
BPH3694_00609	18	62	1438	0	100.00%	100%
BPH3698_00637	18	62	1438	0	100.00%	100%
BPH3700_01403	18	62	1438	0	100.00%	100%
BPH3702_00152	18	62	1438	0	100.00%	100%
BPH3704_00324	18	62	1438	0	100.00%	100%
BPH3706_01181	18	62	1438	0	100.00%	100%
BPH3710_00288	18	62	1438	0	100.00%	100%
BPH3712_00326	18	62	1438	0	100.00%	100%
BPH3737_00451	18	62	1438	0	100.00%	100%
BPH3753_00419	18	62	1438	0	100.00%	100%
BPH3755_00916	18	62	1438	0	100.00%	100%
BPH3757_00704	18	62	1438	0	100.00%	100%
BPH2763_02324	19	22	1399	1	100	100%
BPH2764_02572	19	22	1399	0	100.00%	100%
BPH2787_01505	19	22	1375	0	91.85%	98%
BPH2869_01559	19	22	1375	0	91.85%	98%
BPH3646_01600	19	22	1297	0	90.90%	92%
BPH3202_01455	19	22	1291	0	90.86%	92%
BPH3220_02109	19	22	1291	0	90.86%	92%
BPH3262_00924	19	22	1291	0	90.86%	92%
BPH3692_00820	19	22	1291	0	90.86%	92%
BPH3204_02557	19	22	1279	0	90.77%	91%
BPH3431_00349	19	22	1273	0	90.73%	90%
BPH3463_01492	19	22	1261	0	90.64%	90%
BPH2726_02115	19	22	1257	0	90.69%	89%
BPH3320_01462	19	22	1233	0	90.59%	88%
BPH3644_01350	19	22	1233	0	90.59%	88%
BPH3602_01071	19	22	1227	0	93.07%	87%
BPH3674_01683	19	22	1227	0	90.63%	87%
BPH3545_00351	19	22	1215	0	90.04%	86%
BPH3741_02752	19	22	1215	0	90.29%	86%
BPH3483_01800	19	22	1210	0	94.38%	86%
BPH3744_02447	19	22	1179	0	94.83%	84%
BPH3755_02635	19	22	1175	0	94.72%	83%
BPH3338_02244	20	2	1393	1	100	100%
BPH3340_00198	20	2	1088	0	99.91%	78%
BPH3477_00468	21	2	1307	1	100	100%
BPH2730_01322	21	2	1264	0	95.49%	96%
BPH2947_01901	22	3	1274	1	100	100%
BPH2948_01974	22	3	1274	0	100.00%	100%
BPH3533_01925	22	3	1274	0	99.92%	100%
BPH2902_01620	23	6	1261	1	100	100%
BPH2904_00455	23	6	1261	0	95.48%	100%
BPH2952_02058	23	6	1261	0	95.40%	100%
BPH2953_02089	23	6	1261	0	95.48%	100%
BPH2981_02571	23	6	1261	0	95.40%	100%
BPH2982_02579	23	6	1261	0	95.40%	100%
BPH2781_01793	24	5	1260	1	100	100%
BPH3376_01678	24	5	1260	0	100.00%	100%
BPH3382_02063	24	5	1260	0	100.00%	100%
BPH3435_02461	24	5	1260	0	100.00%	100%
BPH3698_02460	24	5	1260	0	100.00%	100%
BPH2869_01938	25	52	1256	1	100	100%
BPH3208_02051	25	52	1256	0	100.00%	100%
BPH3220_02424	25	52	1256	0	100.00%	100%
BPH3250_02309	25	52	1256	0	100.00%	100%
BPH3260_02310	25	52	1256	0	100.00%	100%
BPH3262_01932	25	52	1256	0	100.00%	100%
BPH3306_01649	25	52	1256	0	100.00%	100%
BPH3394_00750	25	52	1256	0	99.92%	100%
BPH3401_01318	25	52	1256	0	100.00%	100%
BPH3417_02030	25	52	1256	0	100.00%	100%
BPH3433_00713	25	52	1256	0	100.00%	100%
BPH3463_02388	25	52	1256	0	100.00%	100%
BPH3493_01090	25	52	1256	0	100.00%	100%
BPH3523_01018	25	52	1256	0	100.00%	100%
BPH3527_00920	25	52	1256	0	99.92%	100%
BPH3529_01282	25	52	1256	0	100.00%	100%
BPH3547_01619	25	52	1256	0	100.00%	100%
BPH3638_02004	25	52	1256	0	100.00%	100%
BPH3644_01898	25	52	1256	0	100.00%	100%
BPH3646_02110	25	52	1256	0	100.00%	100%
BPH3648_01999	25	52	1256	0	100.00%	100%
BPH3650_01823	25	52	1256	0	100.00%	100%
BPH3652_02396	25	52	1256	0	100.00%	100%
BPH3660_01848	25	52	1256	0	100.00%	100%
BPH3666_02387	25	52	1256	0	100.00%	100%
BPH3668_02603	25	52	1256	0	100.00%	100%
BPH3670_01529	25	52	1256	0	100.00%	100%
BPH3672_01972	25	52	1256	0	100.00%	100%
BPH3674_01945	25	52	1256	0	100.00%	100%
BPH3676_01610	25	52	1256	0	100.00%	100%
BPH3682_02515	25	52	1256	0	100.00%	100%
BPH3684_02539	25	52	1256	0	100.00%	100%
BPH3686_02526	25	52	1256	0	100.00%	100%
BPH3688_02514	25	52	1256	0	100.00%	100%
BPH3692_02270	25	52	1256	0	100.00%	100%
BPH3694_02244	25	52	1256	0	100.00%	100%
BPH3698_02237	25	52	1256	0	100.00%	100%
BPH3700_02091	25	52	1256	0	100.00%	100%
BPH3702_00925	25	52	1256	0	100.00%	100%
BPH3704_02292	25	52	1256	0	100.00%	100%
BPH3706_01911	25	52	1256	0	100.00%	100%
BPH3710_02299	25	52	1256	0	100.00%	100%
BPH3712_02250	25	52	1256	0	100.00%	100%
BPH3739_01070	25	52	1256	0	100.00%	100%
BPH3741_00421	25	52	1256	0	100.00%	100%
BPH3742_01738	25	52	1256	0	100.00%	100%
BPH3743_02265	25	52	1256	0	100.00%	100%
BPH3744_02626	25	52	1256	0	100.00%	100%
BPH3745_01346	25	52	1256	0	100.00%	100%
BPH3748_01908	25	52	1256	0	100.00%	100%
BPH3753_02266	25	52	1256	0	100.00%	100%
BPH3755_02363	25	52	1256	0	100.00%	100%
BPH2781_00361	26	8	1217	1	100	100%
BPH2982_00011	26	8	1217	0	99.92%	100%
BPH3376_02080	26	8	1217	0	99.92%	100%
BPH3382_01230	26	8	1217	0	99.92%	100%
BPH3435_00608	26	8	1217	0	99.92%	100%
BPH3632_01135	26	8	1217	0	99.92%	100%
BPH3664_00320	26	8	1217	0	99.84%	100%
BPH3696_02143	26	8	1217	0	99.92%	100%
BPH2718_01812	27	11	1207	1	100	100%
BPH2798_00027	27	11	1207	0	99.92%	100%
BPH2799_00304	27	11	1207	0	99.92%	100%
BPH2800_00809	27	11	1207	0	99.92%	100%
BPH2946_00303	27	11	1207	0	99.92%	100%
BPH3644_01369	27	11	1207	0	99.83%	100%
BPH3660_01779	27	11	1207	0	99.83%	100%
BPH3670_00763	27	11	1207	0	99.83%	100%
BPH3682_01742	27	11	1207	0	99.83%	100%
BPH3700_01276	27	11	1207	0	99.83%	100%
BPH3708_01379	27	11	1207	0	99.83%	100%
BPH3270_01743	28	1	1200	1	100	100%
BPH3328_00075	29	5	1188	1	100	100%
BPH3485_01007	29	5	1188	0	99.92%	100%
BPH3511_01019	29	5	1188	0	99.92%	100%
BPH3545_01101	29	5	1188	0	99.92%	100%
BPH3547_01439	29	5	1188	0	99.92%	100%
BPH2728_01456	30	12	1183	1	100	100%
