id	clstr	clstr_size	length	clstr_rep	clstr_iden	clstr_cov
EW033_RS06865	22	2	1188	1	100	100%
SAUSA300_1127	22	2	1188	0	99.92%	100%
EW033_RS03450	23	2	1183	1	100	100%
SAUSA300_0527	23	2	1136	0	99.91%	96%
EW033_RS03170	24	2	1168	1	100	100%
SAUSA300_0481	24	2	1168	0	99.91%	100%
EW033_RS05395	25	2	1158	1	100	100%
SAUSA300_0869	25	2	1158	0	100.00%	100%
SAUSA300_0548	26	2	1154	1	100	100%
EW033_RS03565	26	2	1137	0	100.00%	98%
EW033_RS06200	27	2	1150	1	100	100%
SAUSA300_1014	27	2	1150	0	99.91%	100%
EW033_RS07985	28	2	1146	1	100	100%
SAUSA300_1333	28	2	1146	0	99.83%	100%
EW033_RS09395	29	2	1065	1	100	100%
SAUSA300_1649	29	2	1065	0	100.00%	100%
EW033_RS06705	30	2	1057	1	100	100%
SAUSA300_1096	30	2	1057	0	100.00%	100%
EW033_RS13485	31	2	1055	1	100	100%
SAUSA300_2213	31	2	1055	0	100.00%	100%
EW033_RS00635	32	2	1050	1	100	100%
SAUSA300_0097	32	2	1050	0	94.29%	100%
SAUSA300_2441	33	2	1018	1	100	100%
EW033_RS14805	33	2	1004	0	100.00%	98%
EW033_RS07475	34	2	1009	1	100	100%
SAUSA300_1243	34	2	1009	0	99.90%	100%
SAUSA300_0279	35	1	1009	1	100	100%
SAUSA300_1766	36	1	997	1	100	100%
EW033_RS15725	37	2	993	1	100	100%
SAUSA300_2578	37	2	993	0	98.79%	100%
EW033_RS02045	38	1	989	1	100	100%
EW033_RS13755	39	2	984	1	100	100%
SAUSA300_2258	39	2	984	0	100.00%	100%
EW033_RS10275	40	2	978	1	100	100%
SAUSA300_1792	40	2	978	0	100.00%	100%
EW033_RS11575	41	1	958	1	100	100%
EW033_RS14735	42	2	953	1	100	100%
SAUSA300_2431	42	2	953	0	99.90%	100%
EW033_RS04670	43	2	948	1	100	100%
SAUSA300_0742	43	2	948	0	99.89%	100%
SAUSA300_0546	44	2	947	1	100	100%
EW033_RS03555	44	2	923	0	94.37%	97%
EW033_RS14800	45	2	940	1	100	100%
SAUSA300_2440	45	2	940	0	100.00%	100%
SAUSA300_0772	46	2	933	1	100	100%
EW033_RS04835	46	2	927	0	99.89%	99%
EW033_RS07835	47	2	932	1	100	100%
SAUSA300_1306	47	2	932	0	100.00%	100%
EW033_RS01135	48	2	929	1	100	100%
SAUSA300_0196	48	2	929	0	99.68%	100%
EW033_RS06650	49	2	917	1	100	100%
SAUSA300_1087	49	2	917	0	100.00%	100%
EW033_RS14775	50	2	910	1	100	100%
SAUSA300_2435	50	2	196	0	100.00%	21%
EW033_RS02870	51	2	901	1	100	100%
SAUSA300_0426	51	2	901	0	99.89%	100%
EW033_RS07495	52	2	901	1	100	100%
SAUSA300_1246	52	2	901	0	100.00%	100%
SAUSA300_2565	53	1	899	1	100	100%
EW033_RS08065	54	2	897	1	100	100%
SAUSA300_1346	54	2	897	0	99.89%	100%
EW033_RS09565	55	2	895	1	100	100%
SAUSA300_1677	55	2	895	0	99.89%	100%
EW033_RS12215	56	1	889	1	100	100%
SAUSA300_0006	57	2	887	1	100	100%
EW033_RS00030	57	2	886	0	98.98%	99%
EW033_RS12480	58	2	885	1	100	100%
SAUSA300_2035	58	2	885	0	100.00%	100%
EW033_RS08930	59	2	876	1	100	100%
SAUSA300_1575	59	2	876	0	100.00%	100%
EW033_RS09180	60	2	876	1	100	100%
SAUSA300_1611	60	2	876	0	100.00%	100%
EW033_RS09325	61	2	876	1	100	100%
SAUSA300_1636	61	2	876	0	100.00%	100%
EW033_RS07190	62	2	872	1	100	100%
SAUSA300_1188	62	2	840	0	100.00%	96%
EW033_RS00890	63	2	869	1	100	100%
SAUSA300_0151	63	2	869	0	99.54%	100%
EW033_RS05435	64	2	869	1	100	100%
SAUSA300_0877	64	2	869	0	99.88%	100%
EW033_RS06905	65	2	868	1	100	100%
SAUSA300_1135	65	2	868	0	100.00%	100%
EW033_RS04630	66	2	843	1	100	100%
SAUSA300_0737	66	2	843	0	99.88%	100%
EW033_RS07560	67	2	840	1	100	100%
SAUSA300_1255	67	2	840	0	100.00%	100%
EW033_RS15345	68	2	831	1	100	100%
SAUSA300_1483	68	2	831	0	99.88%	100%
EW033_RS11685	69	1	828	1	100	100%
EW033_RS08935	70	2	825	1	100	100%
SAUSA300_1576	70	2	825	0	100.00%	100%
EW033_RS15110	71	2	822	1	100	100%
SAUSA300_2489	71	2	822	0	99.51%	100%
EW033_RS15655	72	1	820	1	100	100%
EW033_RS03350	73	2	818	1	100	100%
SAUSA300_0510	73	2	818	0	100.00%	100%
SAUSA300_1410	74	1	815	1	100	100%
EW033_RS02575	75	1	814	1	100	100%
EW033_RS15975	76	1	809	1	100	100%
EW033_RS13190	77	2	807	1	100	100%
SAUSA300_2161	77	2	807	0	100.00%	100%
SAUSA300_1704	78	2	805	1	100	100%
EW033_RS09720	78	2	804	0	100.00%	99%
EW033_RS00470	79	1	804	1	100	100%
EW033_RS06750	80	2	802	1	100	100%
SAUSA300_1105	80	2	802	0	100.00%	100%
EW033_RS15140	81	2	802	1	100	100%
SAUSA300_2494	81	2	802	0	99.25%	100%
EW033_RS05320	82	2	801	1	100	100%
SAUSA300_0855	82	2	801	0	100.00%	100%
EW033_RS14240	83	2	801	1	100	100%
SAUSA300_2346	83	2	801	0	99.88%	100%
EW033_RS03940	84	2	800	1	100	100%
SAUSA300_0610	84	2	800	0	100.00%	100%
EW033_RS06335	85	2	800	1	100	100%
SAUSA300_1038	85	2	800	0	99.88%	100%
EW033_RS07530	86	2	800	1	100	100%
SAUSA300_1251	86	2	800	0	99.88%	100%
EW033_RS15755	87	2	796	1	100	100%
SAUSA300_2584	87	2	796	0	98.87%	100%
EW033_RS04785	88	2	790	1	100	100%
SAUSA300_0764	88	2	790	0	100.00%	100%
SAUSA300_0809	89	1	790	1	100	100%
EW033_RS06365	90	2	782	1	100	100%
SAUSA300_1043	90	2	782	0	100.00%	100%
EW033_RS05690	91	2	774	1	100	100%
SAUSA300_0923	91	2	769	0	99.87%	99%
EW033_RS00135	92	2	772	1	100	100%
SAUSA300_0025	92	2	772	0	95.98%	100%
EW033_RS01465	93	1	763	1	100	100%
EW033_RS12090	94	1	761	1	100	100%
EW033_RS09030	95	2	759	1	100	100%
SAUSA300_1593	95	2	739	0	100.00%	97%
EW033_RS09025	96	2	757	1	100	100%
SAUSA300_1592	96	2	757	0	100.00%	100%
EW033_RS01275	97	2	753	1	100	100%
SAUSA300_0226	97	2	753	0	98.54%	100%
EW033_RS01240	98	2	749	1	100	100%
SAUSA300_0220	98	2	749	0	100.00%	100%
EW033_RS07095	99	2	747	1	100	100%
SAUSA300_1169	99	2	747	0	99.87%	100%
EW033_RS06590	100	2	744	1	100	100%
SAUSA300_1075	100	2	744	0	100.00%	100%
EW033_RS02305	101	2	742	1	100	100%
SAUSA300_0357	101	2	742	0	100.00%	100%
SAUSA300_1590	102	2	736	1	100	100%
EW033_RS09015	102	2	729	0	100.00%	99%
SAUSA300_1547	103	3	733	1	100	100%
EW033_RS08770	103	3	599	0	98.66%	81%
EW033_RS08760	103	3	138	0	99.28%	18%
EW033_RS00655	104	2	732	1	100	100%
SAUSA300_0104	104	2	732	0	97.81%	100%
EW033_RS10810	105	2	730	1	100	100%
SAUSA300_1886	105	2	730	0	100.00%	100%
EW033_RS00290	106	2	729	1	100	100%
SAUSA300_0035	106	2	71	0	92.96%	9%
EW033_RS05965	107	2	729	1	100	100%
SAUSA300_0971	107	2	729	0	100.00%	100%
EW033_RS02665	108	1	728	1	100	100%
EW033_RS08040	109	2	727	1	100	100%
SAUSA300_1341	109	2	727	0	99.72%	100%
EW033_RS08260	110	2	720	1	100	100%
SAUSA300_1380	110	2	61	0	100.00%	8%
EW033_RS04165	111	2	716	1	100	100%
SAUSA300_0653	111	2	659	0	98.79%	92%
EW033_RS12395	112	2	716	1	100	100%
SAUSA300_2021	112	2	716	0	100.00%	100%
EW033_RS13445	113	2	711	1	100	100%
SAUSA300_2208	113	2	711	0	100.00%	100%
EW033_RS12890	114	2	710	1	100	100%
SAUSA300_2106	114	2	710	0	99.86%	100%
EW033_RS07055	115	2	705	1	100	100%
SAUSA300_1162	115	2	705	0	99.86%	100%
EW033_RS04510	116	2	701	1	100	100%
SAUSA300_0716	116	2	701	0	100.00%	100%
EW033_RS14140	117	2	701	1	100	100%
SAUSA300_2326	117	2	701	0	100.00%	100%
EW033_RS15090	118	2	701	1	100	100%
SAUSA300_2486	118	2	701	0	99.86%	100%
EW033_RS01360	119	2	698	1	100	100%
SAUSA300_0238	119	2	698	0	98.71%	100%
EW033_RS07080	120	2	698	1	100	100%
SAUSA300_1167	120	2	698	0	99.86%	100%
EW033_RS03210	121	2	697	1	100	100%
SAUSA300_0489	121	2	697	0	100.00%	100%
EW033_RS03475	122	2	693	1	100	100%
SAUSA300_0532	122	2	693	0	100.00%	100%
EW033_RS12200	123	1	693	1	100	100%
EW033_RS14485	124	2	692	1	100	100%
SAUSA300_2384	124	2	692	0	100.00%	100%
EW033_RS06945	125	2	691	1	100	100%
SAUSA300_1143	125	2	691	0	100.00%	100%
EW033_RS08580	126	2	691	1	100	100%
SAUSA300_1512	126	2	691	0	99.71%	100%
SAUSA300_0320	127	2	690	1	100	100%
EW033_RS02115	127	2	42	0	100.00%	6%
EW033_RS15025	128	2	688	1	100	100%
SAUSA300_2476	128	2	688	0	100.00%	100%
EW033_RS06825	129	2	686	1	100	100%
SAUSA300_1120	129	2	686	0	100.00%	100%
EW033_RS01105	130	2	681	1	100	100%
SAUSA300_0191	130	2	681	0	99.56%	100%
EW033_RS03975	131	2	680	1	100	100%
SAUSA300_0617	131	2	667	0	100.00%	98%
EW033_RS15870	132	2	680	1	100	100%
SAUSA300_2603	132	2	680	0	97.94%	100%
EW033_RS02570	133	1	675	1	100	100%
EW033_RS12465	134	2	675	1	100	100%
SAUSA300_2033	134	2	657	0	100.00%	97%
SAUSA300_0078	135	1	674	1	100	100%
EW033_RS00415	136	2	669	1	100	100%
SAUSA300_0032	136	2	668	0	99.55%	99%
EW033_RS07195	137	2	669	1	100	100%
SAUSA300_1189	137	2	669	0	100.00%	100%
EW033_RS01165	138	2	668	1	100	100%
SAUSA300_0204	138	2	668	0	96.11%	100%
EW033_RS10805	139	2	667	1	100	100%
SAUSA300_1885	139	2	667	0	100.00%	100%
EW033_RS15610	140	2	666	1	100	100%
SAUSA300_2556	140	2	666	0	97.75%	100%
SAUSA300_1250	141	2	665	1	100	100%
EW033_RS07525	141	2	663	0	100.00%	99%
EW033_RS06790	142	2	664	1	100	100%
SAUSA300_1113	142	2	664	0	99.85%	100%
EW033_RS15100	143	2	664	1	100	100%
SAUSA300_2487	143	2	664	0	99.85%	100%
EW033_RS01260	144	1	663	1	100	100%
EW033_RS05910	145	2	662	1	100	100%
SAUSA300_0962	145	2	662	0	99.85%	100%
EW033_RS07450	146	2	662	1	100	100%
SAUSA300_1239	146	2	625	0	100.00%	94%
EW033_RS04665	147	2	661	1	100	100%
SAUSA300_0741	147	2	661	0	100.00%	100%
EW033_RS13075	148	2	658	1	100	100%
SAUSA300_2140	148	2	658	0	100.00%	100%
EW033_RS03095	149	2	657	1	100	100%
SAUSA300_0467	149	2	657	0	99.85%	100%
EW033_RS00075	150	2	655	1	100	100%
SAUSA300_0014	150	2	655	0	99.85%	100%
EW033_RS14900	151	2	654	1	100	100%
SAUSA300_2455	151	2	654	0	100.00%	100%
SAUSA300_0934	152	1	654	1	100	100%
EW033_RS04335	153	2	652	1	100	100%
SAUSA300_0685	153	2	652	0	100.00%	100%
EW033_RS02180	154	2	651	1	100	100%
SAUSA300_0333	154	2	651	0	100.00%	100%
EW033_RS13690	155	2	651	1	100	100%
SAUSA300_2248	155	2	651	0	99.69%	100%
SAUSA300_1961	156	3	651	1	100	100%
EW033_RS01865	156	3	647	0	97.99%	99%
EW033_RS11270	156	3	647	0	97.99%	99%
EW033_RS02590	157	1	650	1	100	100%
EW033_RS15715	158	2	650	1	100	100%
SAUSA300_2576	158	2	650	0	98.15%	100%
SAUSA300_1423	159	1	650	1	100	100%
EW033_RS04430	160	2	646	1	100	100%
SAUSA300_0703	160	2	646	0	100.00%	100%
EW033_RS06280	161	2	645	1	100	100%
SAUSA300_1028	161	2	645	0	100.00%	100%
EW033_RS09285	162	2	645	1	100	100%
SAUSA300_1629	162	2	645	0	100.00%	100%
EW033_RS00025	163	2	644	1	100	100%
SAUSA300_0005	163	2	644	0	99.84%	100%
EW033_RS13980	164	2	643	1	100	100%
SAUSA300_2298	164	2	643	0	99.84%	100%
EW033_RS12275	165	2	642	1	100	100%
SAUSA300_2000	165	2	642	0	99.84%	100%
EW033_RS02545	166	1	639	1	100	100%
SAUSA300_1389	167	1	636	1	100	100%
SAUSA300_2581	168	2	635	1	100	100%
EW033_RS15740	168	2	627	0	97.29%	98%
EW033_RS02060	169	1	632	1	100	100%
EW033_RS00215	170	2	630	1	100	100%
EW033_RS00485	170	2	630	0	100.00%	100%
SAUSA300_2448	171	2	630	1	100	100%
EW033_RS14850	171	2	607	0	100.00%	96%
EW033_RS04140	172	2	629	1	100	100%
SAUSA300_0648	172	2	629	0	100.00%	100%
EW033_RS07810	173	2	628	1	100	100%
SAUSA300_1301	173	2	628	0	100.00%	100%
EW033_RS02055	174	1	627	1	100	100%
EW033_RS04435	175	2	627	1	100	100%
SAUSA300_0704	175	2	627	0	99.84%	100%
EW033_RS15580	176	2	626	1	100	100%
SAUSA300_2554	176	2	626	0	98.40%	100%
EW033_RS16015	177	2	626	1	100	100%
SAUSA300_2634	177	2	626	0	95.53%	100%
EW033_RS16080	178	2	625	1	100	100%
SAUSA300_2645	178	2	594	0	99.83%	95%
EW033_RS02085	179	1	624	1	100	100%
EW033_RS15710	180	2	624	1	100	100%
SAUSA300_2575	180	2	624	0	98.24%	100%
EW033_RS15730	181	2	619	1	100	100%
SAUSA300_2579	181	2	619	0	99.03%	100%
EW033_RS00745	182	2	616	1	100	100%
SAUSA300_0123	182	2	616	0	98.70%	100%
EW033_RS15560	183	2	616	1	100	100%
SAUSA300_2551	183	2	616	0	99.68%	100%
EW033_RS06175	184	2	615	1	100	100%
SAUSA300_1009	184	2	615	0	100.00%	100%
EW033_RS15335	185	2	615	1	100	100%
SAUSA300_1481	185	2	615	0	100.00%	100%
EW033_RS05620	186	2	614	1	100	100%
SAUSA300_0911	186	2	614	0	100.00%	100%
SAUSA300_0288	187	1	614	1	100	100%
EW033_RS02310	188	2	613	1	100	100%
SAUSA300_0358	188	2	613	0	100.00%	100%
EW033_RS08720	189	2	610	1	100	100%
SAUSA300_1540	189	2	610	0	99.84%	100%
EW033_RS14495	190	2	609	1	100	100%
SAUSA300_2385	190	2	609	0	100.00%	100%
SAUSA300_0224	191	1	609	1	100	100%
EW033_RS00115	192	2	608	1	100	100%
SAUSA300_0021	192	2	608	0	99.67%	100%
EW033_RS00910	193	1	607	1	100	100%
EW033_RS02065	194	1	607	1	100	100%
EW033_RS08745	195	2	607	1	100	100%
SAUSA300_1544	195	2	607	0	100.00%	100%
EW033_RS05430	196	2	604	1	100	100%
SAUSA300_0876	196	2	604	0	99.83%	100%
EW033_RS07680	197	2	604	1	100	100%
SAUSA300_1278	197	2	604	0	100.00%	100%
EW033_RS15190	198	2	603	1	100	100%
SAUSA300_2504	198	2	603	0	99.50%	100%
EW033_RS05575	199	2	602	1	100	100%
SAUSA300_0902	199	2	602	0	100.00%	100%
EW033_RS14745	200	2	602	1	100	100%
SAUSA300_2433	200	2	602	0	99.83%	100%
EW033_RS12880	201	2	601	1	100	100%
SAUSA300_2104	201	2	601	0	99.83%	100%
EW033_RS08630	202	2	599	1	100	100%
SAUSA300_1522	202	2	599	0	100.00%	100%
EW033_RS12120	203	1	599	1	100	100%
EW033_RS02660	204	1	597	1	100	100%
EW033_RS00535	205	1	595	1	100	100%
SAUSA300_0039	206	1	595	1	100	100%
EW033_RS04440	207	2	593	1	100	100%
SAUSA300_0705	207	2	593	0	100.00%	100%
EW033_RS06380	208	2	593	1	100	100%
SAUSA300_1045	208	2	570	0	100.00%	96%
EW033_RS00675	209	2	591	1	100	100%
SAUSA300_0108	209	2	591	0	98.31%	100%
EW033_RS01160	210	2	591	1	100	100%
SAUSA300_0203	210	2	591	0	99.49%	100%
EW033_RS12320	211	2	589	1	100	100%
SAUSA300_2007	211	2	589	0	99.83%	100%
EW033_RS06390	212	2	588	1	100	100%
SAUSA300_1047	212	2	588	0	100.00%	100%
EW033_RS08995	213	2	588	1	100	100%
SAUSA300_1586	213	2	588	0	100.00%	100%
EW033_RS11955	214	1	588	1	100	100%
SAUSA300_1441	215	2	588	1	100	100%
EW033_RS08270	215	2	583	0	100.00%	99%
EW033_RS01250	216	2	587	1	100	100%
SAUSA300_0222	216	2	587	0	99.15%	100%
EW033_RS14430	217	2	587	1	100	100%
SAUSA300_2375	217	2	587	0	99.83%	100%
EW033_RS07160	218	2	586	1	100	100%
SAUSA300_1182	218	2	586	0	100.00%	100%
EW033_RS00420	219	2	585	1	100	100%
SAUSA300_0033	219	2	328	0	99.09%	56%
EW033_RS09370	220	2	585	1	100	100%
SAUSA300_1644	220	2	585	0	100.00%	100%
EW033_RS13065	221	2	585	1	100	100%
SAUSA300_2138	221	2	585	0	99.83%	100%
EW033_RS15300	222	1	585	1	100	100%
EW033_RS00730	223	2	584	1	100	100%
SAUSA300_0120	223	2	584	0	96.92%	100%
EW033_RS11000	224	1	584	1	100	100%
SAUSA300_0081	225	1	583	1	100	100%
EW033_RS10110	226	1	580	1	100	100%
EW033_RS01445	227	2	579	1	100	100%
SAUSA300_0254	227	2	579	0	99.83%	100%
EW033_RS10025	228	4	579	1	100	100%
SAUSA300_1752	228	4	579	0	100.00%	100%
EW033_RS02775	228	4	518	0	99.81%	89%
SAUSA300_0405	228	4	518	0	99.81%	89%
EW033_RS15030	229	2	579	1	100	100%
SAUSA300_2477	229	2	579	0	100.00%	100%
EW033_RS00740	230	2	578	1	100	100%
SAUSA300_0122	230	2	578	0	98.10%	100%
EW033_RS10580	231	2	578	1	100	100%
SAUSA300_1847	231	2	578	0	100.00%	100%
EW033_RS14425	232	2	577	1	100	100%
SAUSA300_2374	232	2	577	0	100.00%	100%
EW033_RS04040	233	2	575	1	100	100%
SAUSA300_0630	233	2	575	0	100.00%	100%
EW033_RS01435	234	2	574	1	100	100%
SAUSA300_0252	234	2	574	0	99.30%	100%
SAUSA300_1168	235	2	574	1	100	100%
EW033_RS07090	235	2	557	0	100.00%	97%
EW033_RS06045	236	2	572	1	100	100%
SAUSA300_0984	236	2	572	0	100.00%	100%
EW033_RS05520	237	2	571	1	100	100%
SAUSA300_0892	237	2	571	0	99.82%	100%
EW033_RS13645	238	2	571	1	100	100%
SAUSA300_2240	238	2	571	0	100.00%	100%
EW033_RS06360	239	2	570	1	100	100%
SAUSA300_1042	239	2	570	0	100.00%	100%
EW033_RS13125	240	2	570	1	100	100%
SAUSA300_2150	240	2	570	0	100.00%	100%
EW033_RS15935	241	2	570	1	100	100%
SAUSA300_2617	241	2	570	0	97.89%	100%
EW033_RS15520	242	2	569	1	100	100%
SAUSA300_2545	242	2	569	0	99.82%	100%
EW033_RS09580	243	2	568	1	100	100%
SAUSA300_1679	243	2	568	0	100.00%	100%
EW033_RS07020	244	2	567	1	100	100%
SAUSA300_1156	244	2	567	0	100.00%	100%
EW033_RS00555	245	1	566	1	100	100%
EW033_RS03010	246	2	565	1	100	100%
SAUSA300_0452	246	2	557	0	100.00%	98%
EW033_RS06070	247	2	565	1	100	100%
SAUSA300_0989	247	2	565	0	100.00%	100%
EW033_RS06730	248	2	565	1	100	100%
SAUSA300_1101	248	2	565	0	100.00%	100%
EW033_RS01405	249	2	564	1	100	100%
SAUSA300_0247	249	2	564	0	97.70%	100%
EW033_RS09480	250	2	564	1	100	100%
SAUSA300_1664	250	2	564	0	100.00%	100%
SAUSA300_1404	251	1	563	1	100	100%
EW033_RS01430	252	2	562	1	100	100%
SAUSA300_0251	252	2	562	0	100.00%	100%
EW033_RS12315	253	2	562	1	100	100%
SAUSA300_2006	253	2	562	0	100.00%	100%
EW033_RS00175	254	1	561	1	100	100%
EW033_RS02250	255	2	560	1	100	100%
SAUSA300_0346	255	2	560	0	100.00%	100%
EW033_RS15435	256	2	560	1	100	100%
SAUSA300_2531	256	2	560	0	98.57%	100%
EW033_RS08415	257	2	559	1	100	100%
SAUSA300_1468	257	2	559	0	100.00%	100%
EW033_RS12470	258	2	558	1	100	100%
SAUSA300_2034	258	2	558	0	100.00%	100%
EW033_RS04260	259	2	557	1	100	100%
SAUSA300_0671	259	2	557	0	100.00%	100%
EW033_RS05825	260	2	557	1	100	100%
SAUSA300_0946	260	2	557	0	100.00%	100%
EW033_RS07215	261	2	557	1	100	100%
SAUSA300_1193	261	2	557	0	100.00%	100%
EW033_RS14070	262	2	557	1	100	100%
SAUSA300_2314	262	2	557	0	100.00%	100%
EW033_RS01610	263	1	556	1	100	100%
EW033_RS09575	264	2	555	1	100	100%
SAUSA300_1678	264	2	555	0	100.00%	100%
EW033_RS13215	265	2	554	1	100	100%
SAUSA300_2166	265	2	554	0	100.00%	100%
EW033_RS00670	266	2	553	1	100	100%
SAUSA300_0107	266	2	553	0	99.82%	100%
EW033_RS03865	267	2	553	1	100	100%
SAUSA300_0596	267	2	553	0	100.00%	100%
EW033_RS09335	268	2	553	1	100	100%
SAUSA300_1638	268	2	553	0	100.00%	100%
EW033_RS09700	269	2	553	1	100	100%
SAUSA300_1700	269	2	553	0	100.00%	100%
EW033_RS11160	270	2	553	1	100	100%
SAUSA300_1941	270	2	553	0	100.00%	100%
EW033_RS12235	271	1	553	1	100	100%
EW033_RS13870	272	2	553	1	100	100%
SAUSA300_2278	272	2	553	0	100.00%	100%
EW033_RS05515	273	2	551	1	100	100%
SAUSA300_0891	273	2	551	0	100.00%	100%
EW033_RS08350	274	2	549	1	100	100%
SAUSA300_1456	274	2	549	0	100.00%	100%
EW033_RS12255	275	1	549	1	100	100%
EW033_RS06820	276	2	548	1	100	100%
SAUSA300_1119	276	2	548	0	99.82%	100%
EW033_RS07485	277	2	548	1	100	100%
SAUSA300_1245	277	2	548	0	100.00%	100%
EW033_RS00170	278	1	547	1	100	100%
EW033_RS00325	279	1	547	1	100	100%
EW033_RS01095	280	2	546	1	100	100%
SAUSA300_0190	280	2	546	0	96.52%	100%
EW033_RS02985	281	2	546	1	100	100%
SAUSA300_0449	281	2	546	0	99.82%	100%
EW033_RS03500	282	2	545	1	100	100%
SAUSA300_0537	282	2	545	0	100.00%	100%
EW033_RS14565	283	2	545	1	100	100%
SAUSA300_2395	283	2	545	0	99.82%	100%
EW033_RS04255	284	2	543	1	100	100%
SAUSA300_0670	284	2	543	0	100.00%	100%
EW033_RS00520	285	1	542	1	100	100%
SAUSA300_0037	286	1	542	1	100	100%
EW033_RS15540	287	2	540	1	100	100%
SAUSA300_2549	287	2	540	0	100.00%	100%
EW033_RS11435	288	2	538	1	100	100%
SAUSA300_1982	288	2	538	0	99.81%	100%
EW033_RS06570	289	2	537	1	100	100%
SAUSA300_1071	289	2	537	0	100.00%	100%
EW033_RS12285	290	2	536	1	100	100%
SAUSA300_2001	290	2	536	0	100.00%	100%
EW033_RS12740	291	2	536	1	100	100%
SAUSA300_2081	291	2	536	0	100.00%	100%
EW033_RS09520	292	2	534	1	100	100%
SAUSA300_1670	292	2	534	0	99.81%	100%
EW033_RS13830	293	2	534	1	100	100%
SAUSA300_2270	293	2	534	0	100.00%	100%
EW033_RS07720	294	2	533	1	100	100%
SAUSA300_1285	294	2	533	0	99.81%	100%
EW033_RS14065	295	2	532	1	100	100%
SAUSA300_2313	295	2	532	0	99.81%	100%
EW033_RS14650	296	2	532	1	100	100%
SAUSA300_2411	296	2	532	0	100.00%	100%
EW033_RS15505	297	2	532	1	100	100%
SAUSA300_2542	297	2	532	0	100.00%	100%
EW033_RS00685	298	2	530	1	100	100%
SAUSA300_0112	298	2	530	0	99.81%	100%
EW033_RS01145	299	2	530	1	100	100%
SAUSA300_0200	299	2	530	0	99.06%	100%
EW033_RS09880	300	2	530	1	100	100%
SAUSA300_1731	300	2	530	0	100.00%	100%
EW033_RS12450	301	2	527	1	100	100%
SAUSA300_2030	301	2	527	0	99.81%	100%
SAUSA300_1391	302	1	527	1	100	100%
EW033_RS01290	303	2	525	1	100	100%
SAUSA300_0229	303	2	525	0	98.67%	100%
EW033_RS14615	304	2	525	1	100	100%
SAUSA300_2404	304	2	525	0	100.00%	100%
EW033_RS05645	305	2	522	1	100	100%
SAUSA300_0914	305	2	522	0	99.81%	100%
EW033_RS15765	306	2	522	1	100	100%
SAUSA300_2586	306	2	522	0	99.43%	100%
EW033_RS05680	307	2	520	1	100	100%
SAUSA300_0921	307	2	520	0	100.00%	100%
EW033_RS10880	308	2	520	1	100	100%
SAUSA300_1897	308	2	520	0	99.81%	100%
EW033_RS12125	309	1	520	1	100	100%
EW033_RS13100	310	2	520	1	100	100%
SAUSA300_2145	310	2	520	0	100.00%	100%
EW033_RS07145	311	2	519	1	100	100%
SAUSA300_1179	311	2	519	0	99.81%	100%
EW033_RS14220	312	2	519	1	100	100%
SAUSA300_2342	312	2	481	0	100.00%	92%
SAUSA300_2044	313	2	519	1	100	100%
EW033_RS12525	313	2	494	0	100.00%	95%
EW033_RS01230	314	2	518	1	100	100%
SAUSA300_0218	314	2	518	0	99.61%	100%
SAUSA300_1064	315	2	518	1	100	100%
EW033_RS06525	315	2	501	0	100.00%	96%
EW033_RS04285	316	2	517	1	100	100%
SAUSA300_0676	316	2	517	0	100.00%	100%
EW033_RS14825	317	2	517	1	100	100%
