ID	QUERY	SEQUENCE	STRAND	IDENT	LENGTH	COVER	MISMATCH	GAPS	qSTART	qEND	sSTART	sEND	EVALUE	BITSCORE
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00075	SAUSA300_0014	plus	98.730	1968	100	25	0	1	1968	1	1968	0.0	3437
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00080	SAUSA300_0015	plus	99.105	447	100	4	0	1	447	1	447	0.0	789
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00085	SAUSA300_0016	plus	98.572	1401	100	20	0	1	1401	1	1401	0.0	2437
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00095	SAUSA300_0017	plus	99.299	1283	99	9	0	1	1283	1	1283	0.0	2274
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00110	SAUSA300_0020	plus	99.573	702	100	3	0	1	702	1	702	0.0	1253
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00115	SAUSA300_0021	plus	98.960	1827	100	19	0	1	1827	1	1827	0.0	3210
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00120	SAUSA300_0022	plus	97.897	1284	96	27	0	52	1335	1	1284	0.0	2195
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00125	SAUSA300_0023	plus	95.564	789	100	35	0	1	789	1	789	0.0	1266
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00130	SAUSA300_0024	plus	99.126	801	100	7	0	1	801	1	801	0.0	1414
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00135	SAUSA300_0025	plus	96.636	2319	100	78	0	1	2319	1	2319	0.0	3831
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00140	SAUSA300_0026	plus	98.954	478	99	5	0	1	478	1	478	0.0	840
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00180	SAUSA300_1309	plus	100.000	486	100	0	0	1	486	1	486	0.0	877
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00180	SAUSA300_1732	plus	100.000	402	83	0	0	85	486	1	402	0.0	726
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00295	SAUSA300_0028	plus	99.407	675	100	4	0	1	675	1	675	0.0	1200
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00345	SAUSA300_0028	plus	99.704	675	100	2	0	1	675	1	675	0.0	1209
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00370	SAUSA300_0028	plus	99.704	675	100	2	0	1	675	1	675	0.0	1209
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00390	SAUSA300_0028	plus	99.852	675	100	1	0	1	675	1	675	0.0	1214
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00395	SAUSA300_0029	plus	100.000	168	43	0	0	223	390	1	168	2.17e-83	304
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00405	SAUSA300_0030	plus	100.000	744	100	0	0	1	744	1	744	0.0	1342
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00410	SAUSA300_0031	plus	100.000	429	100	0	0	1	429	1	429	0.0	774
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00415	SAUSA300_0032	plus	99.851	2007	99	3	0	4	2010	1	2007	0.0	3607
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00420	SAUSA300_0033	plus	100.000	975	55	0	0	1	975	1	975	0.0	1759
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00615	SAUSA300_0089	plus	97.106	933	100	27	0	1	933	1	933	0.0	1562
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00615	SAUSA300_0082	plus	96.909	453	49	14	0	481	933	1	453	0.0	755
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00630	SAUSA300_0096	plus	97.181	603	100	17	0	1	603	1	603	0.0	1012
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00640	SAUSA300_0098	plus	98.758	483	100	6	0	1	483	1	483	0.0	845
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00645	SAUSA300_0099	plus	96.555	987	100	34	0	1	987	1	987	0.0	1627
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00655	SAUSA300_0104	plus	97.271	2199	100	60	0	1	2199	1	2199	0.0	3696
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00660	SAUSA300_0105	plus	97.371	1179	100	31	0	1	1179	1	1179	0.0	1987
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00665	SAUSA300_0106	plus	97.048	1389	100	41	0	1	1389	1	1389	0.0	2321
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00670	SAUSA300_0107	plus	98.917	1662	100	18	0	1	1662	1	1662	0.0	2917
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00675	SAUSA300_0108	plus	97.128	1776	100	51	0	1	1776	1	1776	0.0	2974
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00680	SAUSA300_0111	plus	98.945	474	100	5	0	1	474	1	474	0.0	833
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00685	SAUSA300_0112	plus	99.623	1593	100	6	0	1	1593	1	1593	0.0	2847
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00700	SAUSA300_0114	plus	99.203	753	100	6	0	1	753	1	753	0.0	1332
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00715	SAUSA300_0117	plus	99.396	993	100	6	0	1	993	1	993	0.0	1764
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00720	SAUSA300_0118	plus	99.674	921	94	3	0	61	981	1	921	0.0	1648
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00725	SAUSA300_0119	plus	98.516	1011	100	15	0	1	1011	1	1011	0.0	1756
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00730	SAUSA300_0120	plus	96.752	1755	100	57	0	1	1755	1	1755	0.0	2909
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00735	SAUSA300_0121	plus	98.648	1257	100	17	0	1	1257	1	1257	0.0	2191
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00740	SAUSA300_0122	plus	97.756	1738	100	37	2	1	1737	1	1737	0.0	2952
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00740	SAUSA300_0123	plus	100.000	92	5	0	0	1646	1737	1	92	1.83e-41	167
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00745	SAUSA300_0123	plus	98.649	1851	100	25	0	1	1851	1	1851	0.0	3226
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00745	SAUSA300_0122	plus	100.000	92	5	0	0	1	92	1646	1737	1.95e-41	167
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00750	SAUSA300_0124	plus	99.485	777	100	4	0	1	777	1	777	0.0	1384
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00755	SAUSA300_0125	plus	98.587	1203	100	17	0	1	1203	1	1203	0.0	2094
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00760	SAUSA300_0126	plus	99.477	765	100	4	0	1	765	1	765	0.0	1362
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00770	SAUSA300_0128	plus	97.927	627	100	13	0	1	627	1	627	0.0	1073
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00775	SAUSA300_0129	plus	99.228	777	100	6	0	1	777	1	777	0.0	1375
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00795	SAUSA300_0132	plus	97.087	1167	100	34	0	1	1167	1	1167	0.0	1952
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00800	SAUSA300_0133	plus	97.821	1239	100	27	0	1	1239	1	1239	0.0	2113
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00805	SAUSA300_0134	plus	97.834	1431	100	31	0	1	1431	1	1431	0.0	2442
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00810	SAUSA300_0135	plus	99.167	600	100	5	0	1	600	1	600	0.0	1060
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00820	SAUSA300_0137	plus	98.545	756	100	11	0	1	756	1	756	0.0	1315
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00830	SAUSA300_0138	plus	98.870	708	100	8	0	1	708	1	708	0.0	1242
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00835	SAUSA300_0139	plus	98.374	1353	100	22	0	1	1353	1	1353	0.0	2342
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00840	SAUSA300_0140	plus	98.492	663	100	10	0	1	663	1	663	0.0	1151
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00840	SAUSA300_2090	plus	97.542	651	98	16	0	13	663	13	663	0.0	1103
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00845	SAUSA300_0141	plus	99.237	1179	100	9	0	1	1179	1	1179	0.0	2086
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00850	SAUSA300_0142	plus	99.632	816	100	3	0	1	816	1	816	0.0	1459
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00855	SAUSA300_0143	plus	99.501	801	100	4	0	1	801	1	801	0.0	1427
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00860	SAUSA300_0144	plus	98.450	774	100	12	0	1	774	1	774	0.0	1342
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00865	SAUSA300_0145	plus	99.164	957	100	8	0	1	957	1	957	0.0	1691
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00870	SAUSA300_0146	plus	98.123	1545	100	29	0	1	1545	1	1545	0.0	2656
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00875	SAUSA300_0147	plus	97.982	1536	100	31	0	1	1536	1	1536	0.0	2631
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00885	SAUSA300_0148	plus	99.510	204	17	1	0	973	1176	1	204	8.30e-101	364
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00890	SAUSA300_0151	plus	99.234	2610	100	20	0	1	2610	1	2610	0.0	4617
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00895	SAUSA300_0152	plus	99.253	669	100	5	0	1	669	1	669	0.0	1185
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00905	SAUSA300_0154	plus	99.477	765	100	4	0	1	765	1	765	0.0	1362
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00915	SAUSA300_0156	plus	98.834	1029	100	12	0	1	1029	1	1029	0.0	1802
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00920	SAUSA300_0157	plus	98.559	1110	100	16	0	1	1110	1	1110	0.0	1930
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00925	SAUSA300_0158	plus	99.022	1125	100	11	0	1	1125	1	1125	0.0	1980
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00960	SAUSA300_0163	plus	98.839	1206	100	14	0	1	1206	1	1206	0.0	2113
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00965	SAUSA300_0164	plus	98.746	558	100	7	0	1	558	1	558	0.0	976
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00970	SAUSA300_0165	plus	98.086	888	100	17	0	1	888	1	888	0.0	1526
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00975	SAUSA300_0166	plus	98.971	1263	100	13	0	1	1263	1	1263	0.0	2220
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00980	SAUSA300_0167	plus	98.691	1146	100	15	0	1	1146	31	1176	0.0	2000
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00985	SAUSA300_0168	plus	99.388	327	100	2	0	1	327	1	327	4.53e-167	581
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00990	SAUSA300_0169	plus	99.479	384	100	2	0	1	384	1	384	0.0	684
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS00995	SAUSA300_0170	plus	98.387	1488	100	24	0	1	1488	1	1488	0.0	2576
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01000	SAUSA300_0171	plus	97.083	960	100	28	0	1	960	1	960	0.0	1606
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01005	SAUSA300_0172	plus	97.059	204	100	6	0	1	204	1	204	4.29e-95	342
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01010	SAUSA300_0173	plus	99.220	513	100	4	0	1	513	1	513	0.0	908
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01015	SAUSA300_0174	plus	97.436	741	100	19	0	1	741	1	741	0.0	1251
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01020	SAUSA300_0175	plus	97.538	975	100	24	0	1	975	1	975	0.0	1651
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01025	SAUSA300_0176	plus	98.556	762	100	11	0	1	762	1	762	0.0	1325
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01030	SAUSA300_0177	plus	96.705	1032	100	34	0	1	1032	1	1032	0.0	1709
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01035	SAUSA300_0178	plus	99.444	360	100	2	0	1	360	1	360	0.0	641
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01040	SAUSA300_0179	plus	99.123	1026	100	9	0	1	1026	1	1026	0.0	1810
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01045	SAUSA300_0180	plus	98.321	1251	100	21	0	1	1251	1	1251	0.0	2162
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01050	SAUSA300_0181	plus	98.063	7176	100	139	0	1	7176	1	7176	0.0	12315
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01055	SAUSA300_0182	plus	99.225	645	100	5	0	1	645	1	645	0.0	1141
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01060	SAUSA300_0183	plus	99.792	480	100	1	0	1	480	16	495	0.0	862
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01070	SAUSA300_0185	plus	96.457	1242	100	44	0	1	1242	1	1242	0.0	2042
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01075	SAUSA300_0186	plus	97.771	1032	100	23	0	1	1032	1	1032	0.0	1758
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01080	SAUSA300_0187	plus	97.215	1185	100	33	0	1	1185	1	1185	0.0	1989
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01085	SAUSA300_0188	plus	98.230	1356	100	24	0	1	1356	1	1356	0.0	2338
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01095	SAUSA300_0190	plus	97.136	1641	100	47	0	1	1641	1	1641	0.0	2748
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01105	SAUSA300_0191	plus	98.534	2046	100	30	0	1	2046	1	2046	0.0	3555
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01110	SAUSA300_0192	plus	98.943	1041	100	11	0	1	1041	16	1056	0.0	1829
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01115	SAUSA300_0193	plus	99.108	897	100	8	0	1	897	1	897	0.0	1582
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01120	SAUSA300_0194	plus	98.900	1455	100	16	0	1	1455	1	1455	0.0	2553
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01125	SAUSA300_0195	plus	99.886	876	100	1	0	1	876	1	876	0.0	1576
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01135	SAUSA300_0196	plus	98.961	2790	100	29	0	1	2790	1	2790	0.0	4901
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01140	SAUSA300_0197	plus	96.292	836	97	31	0	1	836	1	836	0.0	1369
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01145	SAUSA300_0200	plus	98.493	1593	100	24	0	1	1593	1	1593	0.0	2765
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01145	SAUSA300_0201	minus	100.000	44	3	0	0	1	44	44	1	1.92e-15	80.6
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01150	SAUSA300_0201	plus	98.513	1479	100	22	0	1	1479	1	1479	0.0	2569
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01150	SAUSA300_0200	minus	100.000	44	3	0	0	1	44	44	1	1.78e-15	80.6
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01155	SAUSA300_0202	plus	98.024	1164	100	23	0	1	1164	1	1164	0.0	1996
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01160	SAUSA300_0203	plus	98.818	1776	100	21	0	1	1776	1	1776	0.0	3109
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01165	SAUSA300_0204	plus	95.715	2007	100	86	0	1	2007	1	2007	0.0	3232
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01170	SAUSA300_0206	plus	98.724	627	100	8	0	1	627	1	627	0.0	1095
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01175	SAUSA300_0207	plus	98.791	579	100	7	0	1	579	1	579	0.0	1013
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01180	SAUSA300_0208	plus	99.180	1098	100	9	0	1	1098	1	1098	0.0	1940
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01185	SAUSA300_0209	plus	98.742	1272	100	16	0	1	1272	1	1272	0.0	2223
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01190	SAUSA300_0210	plus	98.503	1269	100	19	0	1	1269	1	1269	0.0	2204
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01195	SAUSA300_0211	plus	99.167	840	100	7	0	1	840	1	840	0.0	1484
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01200	SAUSA300_0212	plus	97.864	1077	100	23	0	1	1077	1	1077	0.0	1839
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01205	SAUSA300_0213	plus	98.559	1041	100	15	0	1	1041	1	1041	0.0	1810
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01210	SAUSA300_0214	plus	98.658	969	100	13	0	1	969	1	969	0.0	1690
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01215	SAUSA300_0215	plus	100.000	495	100	0	0	1	495	79	573	0.0	893
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01220	SAUSA300_0216	plus	99.058	1380	100	13	0	1	1380	1	1380	0.0	2431
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01225	SAUSA300_0217	plus	98.814	759	100	9	0	1	759	1	759	0.0	1329
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01230	SAUSA300_0218	plus	99.165	1557	100	13	0	1	1557	1	1557	0.0	2750
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01235	SAUSA300_0219	plus	98.452	969	100	15	0	1	969	1	969	0.0	1681
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01240	SAUSA300_0220	plus	99.644	2250	100	8	0	1	2250	1	2250	0.0	4022
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01245	SAUSA300_0221	plus	99.735	756	100	2	0	1	756	1	756	0.0	1355
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01250	SAUSA300_0222	plus	98.526	1764	100	26	0	1	1764	1	1764	0.0	3065
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01255	SAUSA300_0223	plus	97.971	345	100	7	0	1	345	1	345	9.25e-170	591
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01270	SAUSA300_0225	plus	98.650	1185	100	16	0	1	1185	1	1185	0.0	2066
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01275	SAUSA300_0226	plus	98.718	2262	100	29	0	1	2262	1	2262	0.0	3949
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01280	SAUSA300_0227	plus	99.175	1212	100	10	0	1	1212	1	1212	0.0	2141
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01285	SAUSA300_0228	plus	98.008	1506	100	30	0	1	1506	1	1506	0.0	2581
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01290	SAUSA300_0229	plus	98.416	1578	100	25	0	1	1578	1	1578	0.0	2734
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01300	SAUSA300_0230	plus	98.775	1143	100	14	0	1	1143	1	1143	0.0	1999
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01305	SAUSA300_0231	plus	98.797	1413	100	17	0	1	1413	64	1476	0.0	2472
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01325	SAUSA300_0234	plus	96.510	1146	100	40	0	1	1146	1	1146	0.0	1887
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01335	SAUSA300_0235	plus	99.753	810	85	2	0	145	954	1	810	0.0	1452
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01345	SAUSA300_0236	plus	98.954	1530	100	16	0	1	1530	1	1530	0.0	2688
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01350	SAUSA300_0237	plus	98.718	936	100	12	0	1	936	1	936	0.0	1635
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01360	SAUSA300_0238	plus	98.808	2097	100	25	0	1	2097	1	2097	0.0	3670
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01365	SAUSA300_0239	plus	98.932	468	100	5	0	1	468	1	468	0.0	822
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01370	SAUSA300_0240	plus	99.283	279	100	2	0	1	279	1	279	4.35e-141	495
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01375	SAUSA300_0241	plus	99.127	1260	100	11	0	1	1260	1	1260	0.0	2223
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01380	SAUSA300_0242	plus	98.769	1056	100	13	0	1	1056	1	1056	0.0	1847
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01385	SAUSA300_0243	plus	96.599	147	100	5	0	1	147	1	147	2.15e-65	243
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01390	SAUSA300_0244	plus	98.563	1044	100	15	0	1	1044	1	1044	0.0	1816
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01395	SAUSA300_0245	plus	97.481	675	94	17	0	43	717	1	675	0.0	1141
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01400	SAUSA300_0246	plus	98.538	1026	100	15	0	1	1026	1	1026	0.0	1783
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01405	SAUSA300_0247	plus	97.109	1695	100	49	0	1	1695	1	1695	0.0	2837
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01415	SAUSA300_0248	plus	98.547	1170	100	17	0	1	1170	1	1170	0.0	2034
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01420	SAUSA300_0249	plus	99.861	717	100	1	0	1	717	1	717	0.0	1289
../Sa_USA300_FPR3757/Sa_USA300_FPR3757.fna	EW033_RS01425	SAUSA300_0250	plus	99.025	1026	100	10	0	1	1026	1	1026	0.0	1806
