SA1129|MUT-0012|	SAUSA300_0505	37.838	37	20	1	458	494	149	182	10.0	24.3
SA1249|MUT-0013|	SAUSA300_2209	38.889	18	11	0	13	30	180	197	2.5	22.3
SA1249|MUT-0013|	SAUSA300_0534	37.037	27	17	0	4	30	90	116	3.0	21.9
SA1249|MUT-0013|	SAUSA300_0033	35.000	20	13	0	1	20	307	326	3.4	21.9
SA1249|MUT-0013|	SAUSA300_2000	39.394	33	15	1	31	58	195	227	3.6	21.9
SA1249|MUT-0013|	SAUSA300_1315	36.364	22	14	0	19	40	78	99	4.0	21.6
SA1249|MUT-0013|	SAUSA300_1714	39.130	23	14	0	31	53	176	198	5.0	21.2
SA1249|MUT-0013|	SAUSA300_1133	28.947	38	27	0	17	54	15	52	5.4	21.2
SA1249|MUT-0013|	SAUSA300_2583	25.714	35	26	0	26	60	185	219	6.0	21.2
SA1249|MUT-0013|	SAUSA300_0104	50.000	14	7	0	14	27	608	621	6.2	21.2
SA1249|MUT-0013|	SAUSA300_0446	46.667	15	8	0	6	20	183	197	6.4	21.2
SA1249|MUT-0013|	SAUSA300_2497	56.250	16	7	0	17	32	44	59	6.4	21.2
SA1249|MUT-0013|	SAUSA300_0120	34.783	23	15	0	36	58	479	501	6.9	21.2
SA1249|MUT-0013|	SAUSA300_0622	26.667	45	29	1	5	45	91	135	7.8	20.8
SA1249|MUT-0013|	SAUSA300_0483	42.857	21	12	0	38	58	363	383	8.6	20.8
SA0980|MUT-0014|	SAUSA300_1032	100.000	282	0	0	11	292	1	282	0.0	578
SA0980|MUT-0014|	SAUSA300_2136	24.590	305	174	13	1	260	1	294	5.28e-11	58.5
SA0980|MUT-0014|	SAUSA300_0941	24.232	293	179	14	17	282	1	277	2.47e-08	50.4
SA0980|MUT-0014|	SAUSA300_0117	20.181	332	208	11	2	289	3	321	8.78e-08	48.9
SA0980|MUT-0014|	SAUSA300_0721	28.571	147	91	6	125	264	177	316	2.31e-04	38.1
SA0980|MUT-0014|	SAUSA300_0892	42.308	26	15	0	2	27	3	28	0.019	32.7
SA0980|MUT-0014|	SAUSA300_0372	40.000	30	18	0	4	33	3	32	0.067	30.0
SA0980|MUT-0014|	SAUSA300_2354	38.235	34	20	1	5	37	4	37	0.27	28.5
SA0980|MUT-0014|	SAUSA300_1730	38.636	44	21	2	82	122	340	380	0.98	26.9
SA0980|MUT-0014|	SAUSA300_1978	24.080	299	169	14	7	268	5	282	1.0	26.9
SA0980|MUT-0014|	SAUSA300_1483	34.375	32	21	0	85	116	355	386	1.1	26.9
SA0980|MUT-0014|	SAUSA300_0209	34.615	26	17	0	2	27	3	28	1.1	26.9
SA0980|MUT-0014|	SAUSA300_1762	38.235	34	20	1	231	263	1	34	2.0	25.8
SA0980|MUT-0014|	SAUSA300_1506	30.952	42	26	2	119	160	68	106	2.7	24.6
SA0980|MUT-0014|	SAUSA300_2388	51.613	31	13	2	176	205	136	165	4.7	24.6
SA0980|MUT-0014|	SAUSA300_2574	37.500	24	15	0	57	80	76	99	4.7	24.3
SA0980|MUT-0014|	SAUSA300_1969	42.308	26	15	0	83	108	145	170	5.6	24.3
SA0980|MUT-0014|	SAUSA300_1803	33.333	27	18	0	118	144	21	47	5.7	22.7
SA0980|MUT-0014|	SAUSA300_1365	28.788	66	40	4	69	133	234	293	5.8	24.6
SA0980|MUT-0014|	SAUSA300_2470	45.833	24	13	0	51	74	65	88	5.9	24.3
SA0980|MUT-0014|	SAUSA300_0865	35.714	28	18	0	155	182	61	88	6.0	24.6
SA0980|MUT-0014|	SAUSA300_0747	27.397	73	49	1	78	150	240	308	6.4	24.3
SA0980|MUT-0014|	SAUSA300_1295	38.095	21	13	0	245	265	23	43	7.7	22.7
SA0980|MUT-0014|	SAUSA300_1999	27.143	70	49	2	59	128	10	77	8.6	23.9
SA1659|MUT-0015|	SAUSA300_1790	100.000	320	0	0	1	320	1	320	0.0	625
SA1659|MUT-0015|	SAUSA300_0879	28.829	111	64	5	12	121	206	302	0.024	32.3
SA1659|MUT-0015|	SAUSA300_0879	55.000	20	9	0	66	85	327	346	9.3	24.3
SA1659|MUT-0015|	SAUSA300_0192	37.143	35	22	0	256	290	53	87	0.053	31.2
SA1659|MUT-0015|	SAUSA300_1741	50.000	36	13	2	6	41	4	34	0.13	27.3
SA1659|MUT-0015|	SAUSA300_0460	24.390	41	31	0	72	112	44	84	0.31	27.7
SA1659|MUT-0015|	SAUSA300_1327	32.308	65	40	3	211	274	7934	7995	1.0	27.3
SA1659|MUT-0015|	SAUSA300_1731	27.619	105	64	5	102	194	425	529	1.3	26.9
SA1659|MUT-0015|	SAUSA300_2354	45.161	31	15	1	3	31	1	31	1.5	26.2
SA1659|MUT-0015|	SAUSA300_2646	30.612	49	34	0	136	184	30	78	2.6	25.8
SA1659|MUT-0015|	SAUSA300_0663	42.857	21	12	0	4	24	1	21	2.7	25.0
SA1659|MUT-0015|	SAUSA300_0769	52.941	17	8	0	6	22	3	19	3.5	25.4
SA1659|MUT-0015|	SAUSA300_2161	35.065	77	35	5	169	242	654	718	4.9	25.0
SA1659|MUT-0015|	SAUSA300_2111	25.210	119	82	3	55	171	287	400	5.6	24.6
SA1659|MUT-0015|	SAUSA300_1622	36.957	46	22	1	72	117	235	273	5.8	24.6
SA1659|MUT-0015|	SAUSA300_2578	30.189	53	35	2	235	287	471	521	6.5	24.6
SA1659|MUT-0015|	SAUSA300_0669	36.667	30	19	0	60	89	137	166	6.7	24.3
SA1659|MUT-0015|	SAUSA300_2213	32.911	79	33	5	67	125	138	216	7.3	24.6
SA2094|MUT-0017|	SAUSA300_2250	99.142	466	4	0	1	466	1	466	0.0	925
SA2094|MUT-0017|	SAUSA300_2273	23.238	383	246	13	90	465	116	457	1.43e-09	55.8
SA2094|MUT-0017|	SAUSA300_1611	42.857	35	20	0	389	423	660	694	0.22	30.0
SA2094|MUT-0017|	SAUSA300_2576	44.828	29	16	0	133	161	189	217	4.9	25.8
SA2094|MUT-0017|	SAUSA300_0256	47.826	23	12	0	185	207	30	52	5.5	24.6
SA2094|MUT-0017|	SAUSA300_1863	38.235	34	15	1	148	181	7	34	6.5	23.9
SA2094|MUT-0017|	SAUSA300_2268	35.135	37	21	1	51	84	174	210	7.5	25.0
SA0171|MUT-0018|	SAUSA300_0179	99.413	341	2	0	34	374	1	341	0.0	704
SA0171|MUT-0018|	SAUSA300_1670	32.117	274	173	5	80	343	29	299	2.09e-36	135
SA0171|MUT-0018|	SAUSA300_0834	29.630	216	144	3	104	313	60	273	5.62e-26	102
SA0171|MUT-0018|	SAUSA300_2463	30.964	197	130	3	121	314	100	293	3.49e-21	89.7
SA0171|MUT-0018|	SAUSA300_2254	30.380	237	158	4	103	334	58	292	5.18e-20	85.9
SA0171|MUT-0018|	SAUSA300_2496	27.670	206	135	6	121	317	79	279	1.83e-16	75.9
SA0171|MUT-0018|	SAUSA300_1843	22.261	283	211	3	85	364	39	315	1.78e-14	69.7
SA0171|MUT-0018|	SAUSA300_2581	29.231	65	40	2	177	241	234	292	0.33	29.3
SA0171|MUT-0018|	SAUSA300_0965	23.529	68	50	1	44	109	156	223	0.42	28.5
SA0171|MUT-0018|	SAUSA300_1228	30.189	53	32	2	85	134	163	213	7.1	24.6
SA0185|MUT-0019|	SAUSA300_0193	100.000	298	0	0	2	299	1	298	0.0	606
SA0185|MUT-0019|	SAUSA300_2104	24.868	189	110	5	29	210	253	416	1.82e-04	38.9
SA0185|MUT-0019|	SAUSA300_1065	22.772	101	63	4	91	186	100	190	0.68	27.3
SA0185|MUT-0019|	SAUSA300_2162	24.460	139	75	7	84	199	107	238	0.75	27.3
SA0185|MUT-0019|	SAUSA300_0031	28.378	74	48	2	96	165	50	122	0.87	26.6
SA0185|MUT-0019|	SAUSA300_1452	34.091	44	29	0	241	284	154	197	1.3	26.6
SA0185|MUT-0019|	SAUSA300_0229	34.615	52	33	1	49	100	284	334	2.4	25.8
SA0185|MUT-0019|	SAUSA300_0263	27.778	36	26	0	16	51	20	55	3.1	24.6
SA0185|MUT-0019|	SAUSA300_1645	27.273	66	43	1	84	144	178	243	3.7	25.0
SA0185|MUT-0019|	SAUSA300_1808	36.111	36	23	0	27	62	219	254	4.2	25.0
SA0185|MUT-0019|	SAUSA300_0801	47.826	23	10	1	134	154	88	110	4.4	24.6
SA0185|MUT-0019|	SAUSA300_0638	25.882	85	49	3	187	269	6	78	6.1	23.9
SA0185|MUT-0019|	SAUSA300_2147	44.444	36	17	2	29	61	53	88	7.4	24.3
SA0215|MUT-0020|	SAUSA300_0217	99.603	252	1	0	1	252	1	252	0.0	514
SA0215|MUT-0020|	SAUSA300_2337	24.490	196	126	6	2	182	1	189	1.52e-11	58.5
SA0215|MUT-0020|	SAUSA300_1798	25.225	222	129	10	1	213	1	194	2.96e-09	52.0
SA0215|MUT-0020|	SAUSA300_1308	28.916	166	96	7	1	152	1	158	1.63e-08	49.7
SA0215|MUT-0020|	SAUSA300_1639	31.405	121	72	4	3	116	4	120	2.47e-08	49.3
SA0215|MUT-0020|	SAUSA300_0020	27.612	134	90	3	3	135	4	131	1.62e-07	47.0
SA0215|MUT-0020|	SAUSA300_0104	29.126	103	68	2	148	247	140	240	1.38e-06	45.1
SA0215|MUT-0020|	SAUSA300_0255	27.632	152	101	7	2	149	1	147	2.05e-06	43.9
SA0215|MUT-0020|	SAUSA300_2326	23.656	93	70	1	156	247	153	245	2.26e-06	44.3
SA0215|MUT-0020|	SAUSA300_2559	27.500	120	79	3	2	116	1	117	2.82e-04	37.4
SA0215|MUT-0020|	SAUSA300_2036	23.622	127	93	3	3	128	4	127	3.40e-04	37.0
SA0215|MUT-0020|	SAUSA300_0653	24.490	98	73	1	156	252	157	254	0.002	35.8
SA0215|MUT-0020|	SAUSA300_2248	22.335	197	125	6	66	244	53	239	0.007	33.5
SA0215|MUT-0020|	SAUSA300_0691	22.835	127	78	3	1	118	1	116	0.014	32.3
SA0215|MUT-0020|	SAUSA300_0645	23.239	142	103	4	4	144	4	140	0.017	32.0
SA0215|MUT-0020|	SAUSA300_2014	26.923	104	62	4	128	220	242	342	0.45	27.7
SA0215|MUT-0020|	SAUSA300_2001	33.333	42	26	2	118	158	453	493	0.96	26.9
SA0215|MUT-0020|	SAUSA300_2348	28.846	52	35	1	117	168	5	54	1.3	25.8
SA0215|MUT-0020|	SAUSA300_1651	32.653	49	32	1	154	201	6	54	1.3	26.2
SA0215|MUT-0020|	SAUSA300_1327	55.556	18	8	0	124	141	71	88	1.6	26.2
SA0215|MUT-0020|	SAUSA300_1993	33.333	36	23	1	88	122	235	270	2.7	25.4
SA0215|MUT-0020|	SAUSA300_0544	22.078	154	92	5	85	233	134	264	3.2	25.0
SA0215|MUT-0020|	SAUSA300_1328	30.769	39	27	0	83	121	76	114	4.2	24.6
SA0215|MUT-0020|	SAUSA300_0049	25.000	68	34	3	119	179	47	104	7.8	23.1
SA0215|MUT-0020|	SAUSA300_0921	23.529	102	60	4	142	231	71	166	8.6	23.9
SA0215|MUT-0020|	SAUSA300_1655	26.154	65	43	2	38	98	235	298	8.7	23.9
SA1147|MUT-0021|	SAUSA300_1198	100.000	412	0	0	1	412	1	412	0.0	847
SA1147|MUT-0021|	SAUSA300_1600	23.457	162	110	5	208	356	161	321	5.07e-05	41.2
SA1147|MUT-0021|	SAUSA300_0364	31.746	63	43	0	209	271	6	68	1.20e-04	40.0
SA1147|MUT-0021|	SAUSA300_1556	36.667	60	36	1	208	265	163	222	0.50	28.5
SA1147|MUT-0021|	SAUSA300_1333	30.000	70	39	2	204	273	39	98	1.1	27.7
SA1147|MUT-0021|	SAUSA300_2372	26.923	104	52	7	221	323	131	211	1.6	26.9
SA1147|MUT-0021|	SAUSA300_1527	26.437	87	59	3	208	290	9	94	1.8	26.6
SA1147|MUT-0021|	SAUSA300_1136	25.397	63	47	0	164	226	79	141	2.4	26.2
SA1147|MUT-0021|	SAUSA300_1217	36.842	38	18	2	208	239	33	70	2.6	26.2
SA1147|MUT-0021|	SAUSA300_0223	26.866	67	46	2	266	329	6	72	2.6	25.4
SA1147|MUT-0021|	SAUSA300_2646	26.400	125	84	3	206	329	222	339	2.7	26.2
SA1147|MUT-0021|	SAUSA300_1364	52.381	21	10	0	208	228	6	26	3.6	25.8
SA1147|MUT-0021|	SAUSA300_2104	26.471	34	25	0	232	265	166	199	4.4	25.8
SA1147|MUT-0021|	SAUSA300_0261	38.710	31	19	0	84	114	144	174	5.3	25.0
SA1147|MUT-0021|	SAUSA300_0435	29.348	92	49	4	201	280	29	116	6.7	25.0
SA1147|MUT-0021|	SAUSA300_2487	29.545	44	31	0	209	252	5	48	8.6	24.6
SA1147|MUT-0021|	SAUSA300_2000	34.615	26	17	0	207	232	31	56	8.8	24.6
SA1147|MUT-0021|	SAUSA300_0305	32.558	43	28	1	79	121	39	80	9.7	24.3
SA1147|MUT-0021|	SAUSA300_0936	34.483	29	19	0	209	237	31	59	9.7	24.3
SA1147|MUT-0021|	SAUSA300_0670	50.000	20	10	0	207	226	352	371	9.8	24.6
SAA6008_00018|MUT-0034|	SAUSA300_0020	100.000	233	0	0	1	233	1	233	1.06e-174	476
SAA6008_00018|MUT-0034|	SAUSA300_1639	52.155	232	108	2	1	231	1	230	7.19e-83	243
SAA6008_00018|MUT-0034|	SAUSA300_1442	41.048	229	133	2	1	227	1	229	3.84e-56	176
SAA6008_00018|MUT-0034|	SAUSA300_1308	40.789	228	123	4	4	230	3	219	7.55e-55	171
SAA6008_00018|MUT-0034|	SAUSA300_2308	36.681	229	137	2	4	232	3	223	2.18e-49	158
SAA6008_00018|MUT-0034|	SAUSA300_0691	36.123	227	133	4	5	227	4	222	1.88e-47	153
SAA6008_00018|MUT-0034|	SAUSA300_2559	29.464	224	152	2	4	227	2	219	1.64e-38	130
SAA6008_00018|MUT-0034|	SAUSA300_0645	31.250	224	149	2	4	227	2	220	7.09e-34	118
SAA6008_00018|MUT-0034|	SAUSA300_2036	30.901	233	153	4	1	231	1	227	1.10e-31	112
SAA6008_00018|MUT-0034|	SAUSA300_1798	30.172	116	77	4	3	114	2	117	2.97e-08	48.9
SAA6008_00018|MUT-0034|	SAUSA300_0217	27.612	134	90	3	4	131	3	135	8.51e-08	47.8
SAA6008_00018|MUT-0034|	SAUSA300_0255	27.273	132	87	4	4	132	2	127	1.94e-07	46.6
SAA6008_00018|MUT-0034|	SAUSA300_1220	35.106	94	54	4	34	122	35	126	2.44e-07	45.8
SAA6008_00018|MUT-0034|	SAUSA300_2337	23.144	229	150	7	4	223	2	213	8.95e-06	41.6
SAA6008_00018|MUT-0034|	SAUSA300_1865	26.056	142	85	5	34	171	36	161	0.099	29.3
SAA6008_00018|MUT-0034|	SAUSA300_2223	31.250	32	22	0	82	113	47	78	0.63	26.6
SAA6008_00018|MUT-0034|	SAUSA300_0358	33.333	48	31	1	39	85	128	175	0.81	26.9
SAA6008_00018|MUT-0034|	SAUSA300_0260	27.273	77	44	4	156	226	126	196	1.6	25.8
SAA6008_00018|MUT-0034|	SAUSA300_1729	36.957	46	28	1	15	59	238	283	1.6	25.8
SAA6008_00018|MUT-0034|	SAUSA300_1124	23.529	68	45	1	1	68	1	61	2.3	25.4
SAA6008_00018|MUT-0034|	SAUSA300_0644	31.579	38	22	1	131	168	22	55	3.4	24.6
SAA6008_00018|MUT-0034|	SAUSA300_0918	35.714	28	18	0	30	57	88	115	3.4	25.0
SAA6008_00018|MUT-0034|	SAUSA300_0396	27.586	58	38	2	84	137	7	64	5.3	24.3
SAA6008_00018|MUT-0034|	SAUSA300_1242	28.302	53	29	2	39	82	32	84	5.8	24.3
SAA6008_00018|MUT-0034|	SAUSA300_1237	29.231	65	43	2	157	219	3	66	6.7	23.9
SAA6008_00018|MUT-0034|	SAUSA300_0885	27.027	37	27	0	105	141	28	64	7.7	23.9
SAA6008_00018|MUT-0034|	SAUSA300_0547	40.741	27	16	0	124	150	270	296	7.8	23.9
SAA6008_00018|MUT-0034|	SAUSA300_0140	43.333	30	15	1	83	110	52	81	8.0	23.5
SAA6008_00018|MUT-0034|	SAUSA300_1681	26.866	67	40	2	99	160	158	220	8.1	23.9
SAA6008_00018|MUT-0034|	SAUSA300_2090	43.333	30	15	1	83	110	52	81	8.1	23.5
SAA6008_00018|MUT-0034|	SAUSA300_1921	40.476	42	20	2	110	150	23	60	8.3	22.7
SAA6008_00018|MUT-0034|	SAUSA300_1228	24.444	45	32	1	169	213	91	133	9.7	23.5
SAA6008_02029|MUT-0036|	SAUSA300_1417	95.506	178	8	0	1	178	1	178	5.15e-126	348
SAA6008_02029|MUT-0036|	SAUSA300_1350	26.852	108	64	4	10	111	1	99	0.11	27.7
SAA6008_02029|MUT-0036|	SAUSA300_0415	31.481	54	36	1	2	55	124	176	0.66	26.6
SAA6008_02029|MUT-0036|	SAUSA300_0181	29.091	55	29	2	82	136	2263	2307	1.1	26.2
SAA6008_02029|MUT-0036|	SAUSA300_1170	37.931	29	18	0	67	95	24	52	2.3	24.6
SAA6008_02029|MUT-0036|	SAUSA300_2372	32.877	73	41	4	107	173	89	159	3.5	24.3
SAA6008_02029|MUT-0036|	SAUSA300_1356	36.364	33	21	0	84	116	185	217	5.7	23.5
SAA6008_02029|MUT-0036|	SAUSA300_2037	29.091	55	35	1	125	175	282	336	6.0	23.5
SAA6008_02029|MUT-0036|	SAUSA300_2387	29.032	62	35	3	83	142	194	248	7.5	23.1
SAA6008_02029|MUT-0036|	SAUSA300_1127	41.667	24	14	0	138	161	951	974	8.1	23.5
SAA6008_02029|MUT-0036|	SAUSA300_0548	28.571	28	20	0	17	44	527	554	8.9	23.1
SAA6008_02030|MUT-0037|	SAUSA300_1952	70.492	122	31	1	20	136	2	123	1.35e-53	161
SAA6008_02030|MUT-0037|	SAUSA300_0214	30.000	40	26	1	11	48	199	238	0.25	26.9
SAA6008_02030|MUT-0037|	SAUSA300_0579	22.353	85	66	0	7	91	114	198	0.79	25.8
SAA6008_02030|MUT-0037|	SAUSA300_2268	31.818	44	30	0	5	48	110	153	1.1	25.0
SAA6008_02030|MUT-0037|	SAUSA300_2352	33.962	53	26	3	34	77	8	60	2.0	23.5
SAA6008_02030|MUT-0037|	SAUSA300_1492	29.091	55	33	2	20	71	116	167	3.3	23.5
SAA6008_02030|MUT-0037|	SAUSA300_0527	21.176	85	54	3	49	129	350	425	5.9	23.1
SAA6008_02030|MUT-0037|	SAUSA300_2152	30.952	42	19	1	26	67	292	323	6.2	23.1
SAA6008_02030|MUT-0037|	SAUSA300_1127	19.672	61	49	0	13	73	794	854	7.6	22.7
SAA6008_02030|MUT-0037|	SAUSA300_0181	35.714	28	18	0	7	34	1416	1443	8.9	22.7
SAA6008_00019|MUT-0039|	SAUSA300_0021	99.507	608	3	0	1	608	1	608	0.0	1230
SAA6008_00019|MUT-0039|	SAUSA300_1441	31.796	412	263	7	190	597	188	585	6.49e-64	217
SAA6008_00019|MUT-0039|	SAUSA300_1638	31.403	449	293	9	157	596	106	548	5.29e-57	197
SAA6008_00019|MUT-0039|	SAUSA300_1307	35.484	217	138	1	375	591	232	446	5.96e-33	128
SAA6008_00019|MUT-0039|	SAUSA300_1307	25.843	89	62	2	170	254	141	229	1.87e-05	43.5
SAA6008_00019|MUT-0039|	SAUSA300_0690	28.571	231	152	6	373	596	120	344	2.76e-25	103
SAA6008_00019|MUT-0039|	SAUSA300_2309	29.075	227	153	3	371	597	235	453	1.11e-17	82.0
SAA6008_00019|MUT-0039|	SAUSA300_2558	26.820	261	152	9	359	599	54	295	2.56e-14	70.1
SAA6008_00019|MUT-0039|	SAUSA300_2035	24.569	232	160	8	371	593	647	872	4.43e-11	62.0
SAA6008_00019|MUT-0039|	SAUSA300_0646	22.314	242	168	11	366	602	110	336	2.78e-06	45.8
SAA6008_00019|MUT-0039|	SAUSA300_0218	21.608	199	140	7	408	597	319	510	0.66	28.9
SAA6008_00019|MUT-0039|	SAUSA300_2338	25.641	117	64	4	484	597	247	343	0.91	28.5
SAA6008_00019|MUT-0039|	SAUSA300_0006	30.233	43	26	1	120	158	228	270	1.2	28.1
SAA6008_00019|MUT-0039|	SAUSA300_2598	24.719	89	47	2	182	268	19	89	2.3	26.9
SAA6008_00019|MUT-0039|	SAUSA300_1884	33.333	51	33	1	48	97	279	329	3.7	26.6
SAA6008_00019|MUT-0039|	SAUSA300_2354	22.667	75	54	2	94	168	100	170	5.4	25.4
SAA6008_00019|MUT-0039|	SAUSA300_0413	21.505	93	62	4	11	92	4	96	5.7	25.8
SAA6008_00019|MUT-0039|	SAUSA300_2457	36.111	36	20	1	393	425	52	87	7.3	25.0
SAA6008_00019|MUT-0039|	SAUSA300_0015	36.667	30	19	0	139	168	116	145	9.5	24.6
SAA6008_00676|MUT-0041|	SAUSA300_0646	99.417	343	2	0	1	343	4	346	0.0	701
SAA6008_00676|MUT-0041|	SAUSA300_2558	28.230	209	134	5	124	326	95	293	1.71e-23	95.1
SAA6008_00676|MUT-0041|	SAUSA300_1638	28.000	225	144	8	115	325	328	548	1.75e-16	76.6
SAA6008_00676|MUT-0041|	SAUSA300_0690	24.786	234	157	6	106	321	108	340	5.50e-12	62.4
