"sample_id","well_id","time_of_max_rate_OD","max_rate_OD","doubling_time_OD","AUC_OD","time_of_max_OD","max_OD","time_of_min_OD","min_OD","end_point_OD","end_point_timepoint_OD","well_row","well_col","well","experiment","plate","replicate","strain_group.x","sd","outlier_sd","outlier_mad","outlier_tukey","proportion_outlier_sd","proportion_outlier_mad","proportion_outlier_tukey","outlier_curve","strain_group.y","ST.x","mecA.x","mortality.x","intrahost_index.x","included.x","unrelated_to_index.x","mut_count.x","scv.x","vanco_difference.x","persister_type.x","intrahost_sampledelay.x","sample_type.x","genes.x","strain_group","ST.y","mecA.y","mortality.y","intrahost_index.y","included.y","unrelated_to_index.y","mut_count.y","scv.y","vanco_difference.y","persister_type.y","intrahost_sampledelay.y","sample_type.y","genes.y","ST","mecA","mortality","intrahost_index","included","unrelated_to_index","mut_count","scv","vanco_difference","persister_type","intrahost_sampledelay","sample_type","genes"
"BPH2747","exp190831_2_A09",390,0.0267291245500148,25.9322814431482,108.788333333333,930,6.54122064221506,0,-0.0112832993083406,6.54122064221506,930,"A",9,"A09","exp190831","2",2,"VAN-038",0.254539453392462,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-038","239",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-038","239",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"239",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2748","exp190831_2_E03",390,0.0262212348496173,26.4345742881771,106.338333333333,930,6.49933538378875,30,-0.00110072514140016,6.49933538378875,930,"E",3,"E03","exp190831","2",2,"VAN-038",0.071290485573696,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-038","239",1,NA,0,TRUE,0,2,FALSE,0,NA,8,"paired-colonising",NA,"VAN-038","239",1,NA,0,TRUE,0,2,FALSE,0,NA,8,"paired-colonising",NA,"239",1,NA,0,TRUE,0,2,FALSE,0,NA,8,"paired-colonising",NA
"BPH2749","exp190831_2_C06",300,0.0312411264288198,22.1870098742829,116.581333333333,930,6.25660104681581,0,-0.0085530433476577,6.25660104681581,930,"C",6,"C06","exp190831","2",2,"VAN-039",0.0951332398971743,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-039","20",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-039","20",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2750","exp190831_2_A01",330,0.0261861951100938,26.4699463838014,100.594333333333,930,5.48706936458128,30,-0.00270640998954977,5.48706936458128,930,"A",3,"A01","exp190831","2",2,"VAN-040",0.0145716619962629,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-040","39",0,"Died",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-040","39",0,"Died",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"39",0,"Died",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2751","exp190831_2_B10",330,0.0270630206266078,25.6123361144121,104.122333333333,720,5.39658582722501,0,-0.00535381567713539,5.38753648981117,930,"B",10,"B10","exp190831","2",2,"VAN-040",0.116453137928238,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-040","39",0,NA,0,TRUE,0,1,FALSE,0.5,"Relapse (on treatment)",4,"paired-invasive","prfA","VAN-040","39",0,NA,0,TRUE,0,1,FALSE,0.5,"Relapse (on treatment)",4,"paired-invasive","prfA","39",0,NA,0,TRUE,0,1,FALSE,0.5,"Relapse (on treatment)",4,"paired-invasive","prfA"
"BPH2752","exp190831_2_B01",375,0.0253809786573542,27.3373029708587,93.1618333333334,840,5.41448172414456,45,-0.00600384834416643,5.32676959102464,930,"B",2,"B01","exp190831","2",1.5,"VAN-041",0.25753008662695,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-041","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-041","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2753","exp190831_2_B05",360,0.0246624371871963,28.1053804739054,107.727333333333,930,6.26048881531045,60,-0.0128303487886046,6.26048881531045,930,"B",2,"B05","exp190831","2",2,"VAN-042",0.321590319091439,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-042","121",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-042","121",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"121",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2754","exp190831_2_F05",300,0.0273686183355936,25.326349034525,110.355333333333,750,5.54917099572736,0,0.00196805409884416,5.46316171846769,930,"F",5,"F05","exp190831","2",2,"VAN-043",0.174402790497553,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-043","5",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-043","5",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"5",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2755","exp190831_2_A08",300,0.026820276861405,25.8441471033955,104.800333333333,750,5.32066180533842,120,-0.0041782377731036,5.02340755432253,930,"A",8,"A08","exp190831","2",2,"VAN-043",0.09681081206835,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-043","-",0,NA,0,TRUE,0,0,FALSE,-0.25,"Persistent",3,"paired-invasive",NA,"VAN-043","-",0,NA,0,TRUE,0,0,FALSE,-0.25,"Persistent",3,"paired-invasive",NA,"-",0,NA,0,TRUE,0,0,FALSE,-0.25,"Persistent",3,"paired-invasive",NA
"BPH2756","exp191109_3_A03",240,0.0265137394298272,26.1429797118189,122.107166666667,705,5.5879210706494,0,0.00536730422229128,5.42963258489285,930,"A",7,"A03","exp191109","3",2,"VAN-044",0.193270530697511,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-044","567",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-044","567",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"567",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2757","exp191109_3_C10",270,0.0267452296869319,25.9174168905798,116.7245,855,5.59158268200807,0,0.0228855525011953,5.53582153049088,930,"C",9,"C10","exp191109","3",2,"VAN-045",0.0641739822669594,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-045","5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-045","5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2758","exp191109_3_B02",285,0.026169377083778,26.4869674641425,125.8215,900,6.15805213556767,0,0.0138795524941107,6.04589351105951,930,"B",3,"B02","exp191109","3",2,"VAN-046",0.12874192393811,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-046","5",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-046","5",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2759","exp191109_3_E08",270,0.0483638441469636,14.3392361388218,125.9595,375,6.11860150445118,120,0.011887217684042,5.41661006995106,930,"E",8,"E08","exp191109","3",2,"VAN-047",0.211998136871944,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-047","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-047","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2760","exp191109_3_A07",255,0.0260570741769214,26.6019173025666,120.905,855,5.42280064599962,15,0.0139325654735367,5.37909006033508,930,"A",7,"A07","exp191109","3",2,"VAN-048",0.276070039422366,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-048","1",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-048","1",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2761","exp191109_3_D09",285,0.0256958276504953,26.9753259351474,110.270166666667,840,5.4086374895101,60,0.011506476287099,5.36799799527304,930,"D",9,"D09","exp191109","3",2,"VAN-049",0.180700753476803,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-049","30",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-049","30",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2762","exp191109_3_A11",270,0.0272315733953581,25.4538058544165,117.230333333333,720,5.49627612867115,0,0.01838932276244,5.35778804335141,930,"A",6,"A11","exp191109","3",2,"VAN-049",0.14411348006453,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-049","5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-049","5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2763","exp191109_3_D04",270,0.0537295434546688,12.9006713251667,155.140666666667,810,7.59125716634073,0,0.00311796249007852,7.24027203514678,930,"D",4,"D04","exp191109","3",2,"VAN-050",0.38214595088497,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-050","78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-050","78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2764","exp191109_3_G10",240,0.0294366263837083,23.5470998450952,129.447666666667,930,6.54258456244332,60,0.00473212473752282,6.54258456244332,930,"G",7,"G10","exp191109","3",2,"VAN-050",0.287871547357111,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-050","78",1,NA,0,TRUE,0,29,FALSE,0,NA,-3,"paired-colonising","hypothetical protein / superantigen-like protein / accB_1 / grsB / Transcriptional regulator / cydD / pepT_2 / yveA / pbuE / Putative esterase / Replication initiation and membrane attachment","VAN-050","78",1,NA,0,TRUE,0,29,FALSE,0,NA,-3,"paired-colonising","hypothetical protein / superantigen-like protein / accB_1 / grsB / Transcriptional regulator / cydD / pepT_2 / yveA / pbuE / Putative esterase / Replication initiation and membrane attachment","78",1,NA,0,TRUE,0,29,FALSE,0,NA,-3,"paired-colonising","hypothetical protein / superantigen-like protein / accB_1 / grsB / Transcriptional regulator / cydD / pepT_2 / yveA / pbuE / Putative esterase / Replication initiation and membrane attachment"
"BPH2765","exp191109_3_C02",315,0.0250751887466364,27.6446329881087,114.7635,930,5.86974618899313,15,0.00665574333575873,5.86974618899313,930,"C",2,"C02","exp191109","3",2,"VAN-051",0.155647467644699,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-051","15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-051","15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2766","exp191109_3_B08",270,0.0268754628813719,25.7911034219198,122.173666666667,855,5.92534823966633,15,0.0169350823229628,5.91031581794096,930,"B",7,"B08","exp191109","3",2,"VAN-052",0.0453143031366179,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-052","45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-052","45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2767","exp191109_3_A04",360,0.0278602988101476,24.8797412254283,105.808,810,5.73566390410563,15,0.00965737998354881,5.71686834554499,930,"A",9,"A04","exp191109","3",2,"VAN-053",0.0779849637130996,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-053","-",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-053","-",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2768","exp191109_3_B04",300,0.0249415360366466,27.7908778168877,106.684333333333,780,5.42018003677745,30,0.00318218801159778,5.35993309828123,930,"B",4,"B04","exp191109","3",2,"VAN-054",0.238127206901409,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-054","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-054","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2769","exp191109_3_B11",240,0.0284475776678837,24.3662445895379,131.249833333333,915,6.15863809348525,15,0.00534550429517581,6.15811883548711,930,"B",5,"B11","exp191109","3",2,"VAN-055",0.21100435171684,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-055","188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-055","188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2770","exp191109_3_A06",420,0.0254772906477868,27.211986225411,93.1,930,6.0925249624053,60,0.0061438672200557,6.0925249624053,930,"A",7,"A06","exp191109","3",2,"VAN-056",0.204804480832997,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-056","45",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-056","45",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"45",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2771","exp191109_3_F03",420,0.0257890786377627,26.8775921526056,94.2471666666667,930,6.1342120471112,30,0.00998917489301456,6.1342120471112,930,"F",6,"F03","exp191109","3",2,"VAN-056",0.121446766585164,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-056","45",1,NA,0,TRUE,0,2,FALSE,0.25,NA,0,"paired-colonising","recU","VAN-056","45",1,NA,0,TRUE,0,2,FALSE,0.25,NA,0,"paired-colonising","recU","45",1,NA,0,TRUE,0,2,FALSE,0.25,NA,0,"paired-colonising","recU"
"BPH2773","exp191109_3_A10",210,0.0269968382732354,25.6751325834799,133.788,780,6.29459027368404,45,0.00917148424526212,6.04644577489724,930,"A",10,"A10","exp191109","3",2,"VAN-058",0.270402169616542,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-058","188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-058","188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2774","exp191109_3_A12",240,0.0269950888702646,25.6785199293481,125.0385,930,6.12632028552708,0,0.0186113349120869,6.12632028552708,930,"A",11,"A12","exp191109","3",2,"VAN-059",0.602334956873649,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-059","22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-059","22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2775","exp191109_3_C08",210,0.0259914793451508,26.6701218854545,128.3655,900,5.745496471788,0,0.0112463804411641,5.59343534878037,930,"C",9,"C08","exp191109","3",2,"VAN-060",0.0826201606814207,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-060","8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-060","8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2776","exp191109_3_A09",330,0.0247737686597757,27.9827009485432,106.017,825,5.62486928917622,0,-0.000922909296151047,5.5736151928099,930,"A",9,"A09","exp191109","3",2,"VAN-061",0.190043052104221,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-061","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-061","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2777","exp191109_3_E03",270,0.025612874245515,27.0628196443488,110.594333333333,900,5.55932614923835,15,0.00584390055414538,5.46133104037249,930,"E",3,"E03","exp191109","3",2,"VAN-062",0.329284425175733,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-062","30",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-062","30",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"30",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2778","exp191109_3_C06",270,0.025444309481645,27.2417381619481,116.366333333333,930,5.58689381834391,0,0.00216725077620641,5.58689381834391,930,"C",6,"C06","exp191109","3",2,"VAN-062",0.131874690790235,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-062","30",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",3,"paired-invasive",NA,"VAN-062","30",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",3,"paired-invasive",NA,"30",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",3,"paired-invasive",NA
"BPH2779","exp191109_3_A01",360,0.0215980146605032,32.0934126621213,101.128,900,6.09217591386301,30,0.00429300989845579,6.02639726379445,930,"A",3,"A01","exp191109","3",2,"VAN-063",0.673341556642518,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-063","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-063","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2780","exp191109_3_B10",300,0.0242844640378452,28.5464713799813,111.040333333333,915,6.14075693476159,0,0.00437248860139632,6.12859540988232,930,"B",10,"B10","exp191109","3",2,"VAN-064",0.121300197823206,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-064","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-064","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2781","exp191109_3_B03",360,0.0228498140460921,30.334915599827,109.198666666667,900,6.18950946543962,0,0.00344615698556929,6.17976383165256,930,"B",3,"B03","exp191109","3",2,"VAN-065",0.0286961089116045,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-065","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-065","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2782","exp191109_3_B05",315,0.0225070772430933,30.7970100572225,112.786166666667,930,5.99762951248974,30,-0.000620626800076594,5.99762951248974,930,"B",2,"B05","exp191109","3",2,"VAN-066",0.272122672348218,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-066","-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-066","-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2783","exp191109_3_F05",240,0.0275823410398549,25.1306085113348,131.0865,930,6.47939000954346,0,0.00710680223637799,6.47939000954346,930,"F",5,"F05","exp191109","3",2,"VAN-067",0.0995242664399089,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-067","22",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-067","22",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2784","exp191109_3_A08",240,0.0267367812592319,25.9253442983078,124.760666666667,780,5.73603605792308,15,0.0153245749346296,5.6377768621001,930,"A",8,"A08","exp191109","3",2,"VAN-068",0.254867885940828,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-068","88",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-068","88",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2785","exp191120_4_D07",210,0.0258944098163573,26.7716543511563,127.266333333333,870,5.75299273396909,0,0.030885277763417,5.72589916497653,930,"D",9,"D07","exp191120","4",2.5,"VAN-069",0.170556670374017,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-069","-",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-069","-",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2786","exp191120_4_C10",240,0.0267832518166508,25.8869471085965,121.7715,765,5.69874131342846,15,0.0485722759841247,5.67574507516769,930,"C",9,"C10","exp191120","4",2,"VAN-070",0.306045755641594,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-070","5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-070","5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2787","exp191120_4_B02",330,0.0230046559006675,30.1307412397517,106.3675,930,6.06103118922699,0,0.00998227759807364,5.98693454439176,930,"B",3,"B02","exp191120","4",2,"VAN-071",0.282134670040917,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-071","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-071","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2788","exp191120_4_E08",300,0.0230131095048679,30.1199707035874,111.482,930,5.72346145642396,0,0.0237979097718923,5.70994090481696,930,"E",8,"E08","exp191120","4",2,"VAN-072",0.167650647506853,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-072","15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-072","15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2789","exp191120_4_A07",270,0.025702410979647,26.9746202948519,115.0415,825,5.91496012972289,0,0.0276332278569639,5.76327668481977,930,"A",7,"A07","exp191120","4",2,"VAN-073",0.568392318455268,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-073","109",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-073","109",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2790","exp191120_4_D09",210,0.0328315325684791,21.1156499365219,136.449,750,6.02892234271137,0,0.0217799311894252,5.97463090192722,930,"D",9,"D09","exp191120","4",2,"VAN-074",0.0997072312561677,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-074","22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-074","22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2791","exp191120_4_A11",270,0.0271242439575016,25.562312323842,119.1235,720,5.82173405173404,15,0.0222155390089816,5.65765205977133,930,"A",6,"A11","exp191120","4",2,"VAN-075",0.335205013206386,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-075","6",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-075","6",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2792","exp191120_4_D04",345,0.0262120250076747,26.4453760329306,107.615,930,6.01853551664135,0,0.0276655855974613,6.01853551664135,930,"D",4,"D04","exp191120","4",2,"VAN-076",0.0655583709376614,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-076","45",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-076","45",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2793","exp191120_4_H05",270,0.025110024821543,27.6045416693608,122.5085,930,7.77155166734883,30,0.0542058397177754,7.77155166734883,930,"H",5,"H05","exp191120","4",3,"VAN-077",0.208160725020311,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-077","5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-077","5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2794","exp191120_4_C02",255,0.0287599830630027,24.1015016346181,126.1165,795,5.90498863814045,0,0.0291272650797714,5.88863798256935,930,"C",2,"C02","exp191120","4",2,"VAN-078",0.198907915040478,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-078","5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-078","5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2795","exp191120_4_B08",270,0.0262139464997873,26.4489109517034,115.804666666667,900,5.52033037182872,0,0.0200324666699679,5.50562331034044,930,"B",6.5,"B08","exp191120","4",2.5,"VAN-079",1.49175074166905,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-079","291",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-079","291",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"291",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2796","exp191120_4_A04",225,0.0272731681768204,25.4189223738357,124.8035,825,5.84661495766898,0,0.0356788359613965,5.8174592994652,930,"A",9,"A04","exp191120","4",2,"VAN-080",0.244301218057836,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-080","97",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-080","97",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
