			Database Name	ODA											
THP1 (Cas9)	non-infected	1	2	2	1	3	8	674	653	[659,637,690,678]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	3	9	435	764	[397,745,486,786]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	3	10	101	835	[87,824,124,848]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	4	1	84	452	[65,439,98,465]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	4	2	154	34	[140,20,171,50]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	4	3	1030	44	[1009,28,1060,61]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	4	4	1232	309	[1219,293,1244,326]	72	0.343944	2	72	628.181
THP1 (Cas9)	non-infected	1	2	2	1	4	5	253	357	[242,346,264,371]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	4	6	231	432	[212,417,255,448]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	4	7	814	515	[800,495,831,532]	58	0.299918	1	58	647.086
THP1 (Cas9)	non-infected	1	2	2	1	4	8	303	572	[286,543,330,597]	53	0.402276	1	53	10974.1
THP1 (Cas9)	non-infected	1	2	2	1	4	9	209	630	[190,580,234,650]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	4	10	874	602	[861,590,891,617]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	4	11	713	611	[699,595,726,628]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	4	12	437	674	[420,653,456,700]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	4	13	298	753	[285,739,311,768]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	4	14	1094	835	[1079,823,1114,849]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	4	15	960	981	[942,962,980,1002]	30	0.290591	1	30	688.767
THP1 (Cas9)	non-infected	1	2	2	1	5	1	562	10	[547,1,591,19]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	5	2	248	15	[236,3,264,49]	33	0.303079	1	33	1286.58
THP1 (Cas9)	non-infected	1	2	2	1	5	3	1347	395	[1327,380,1358,408]	26	0.293875	1	26	974.077
THP1 (Cas9)	non-infected	1	2	2	1	5	4	216	397	[202,383,232,430]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	5	5	271	528	[257,511,285,556]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	5	6	485	553	[472,537,498,571]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	5	7	352	603	[342,587,362,619]	39	0.309717	1	39	1005.36
THP1 (Cas9)	non-infected	1	2	2	1	5	8	471	689	[453,673,487,706]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	5	9	601	761	[586,747,625,779]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	5	10	1106	861	[1091,849,1119,875]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	5	11	264	910	[245,894,285,929]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	5	12	989	494	[961,474,1009,515]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	6	1	1087	29	[1076,18,1099,42]	45	0.312624	1	45	795.911
THP1 (Cas9)	non-infected	1	2	2	1	6	2	22	152	[3,139,44,165]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	6	3	869	258	[852,244,892,274]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	6	4	611	434	[566,403,630,478]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	6	5	1343	498	[1331,486,1358,510]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	6	6	648	587	[635,555,663,615]	81	0.295973	2	81	670.185
THP1 (Cas9)	non-infected	1	2	2	1	6	7	569	569	[553,557,597,598]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	6	8	138	690	[124,678,151,703]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	6	9	152	974	[101,909,195,1022]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	6	10	1000	950	[961,929,1017,974]	34	0.289744	1	34	911.265
THP1 (Cas9)	non-infected	1	2	2	1	6	11	940	959	[927,948,952,972]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	6	12	1011	986	[991,965,1030,1008]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	6	13	444	241	[397,207,475,268]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	6	14	380	1009	[355,967,417,1022]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	7	1	156	70	[121,54,181,93]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	7	2	410	91	[395,73,438,109]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	7	3	797	121	[782,106,813,138]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	7	4	68	333	[48,311,90,352]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	7	5	1235	369	[1222,357,1257,383]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	7	6	87	426	[69,414,97,440]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	7	7	458	542	[444,529,471,555]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	7	8	742	554	[722,538,756,608]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	7	9	472	605	[457,595,484,619]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	7	10	564	679	[543,657,581,702]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	7	11	361	734	[349,721,376,750]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	7	12	544	782	[480,753,601,801]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	7	13	22	788	[7,766,37,822]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	7	14	792	869	[776,854,808,886]	56	0.410517	1	56	1297.05
THP1 (Cas9)	non-infected	1	2	2	1	7	15	1184	880	[1172,867,1199,894]	38	0.397836	1	38	946.132
THP1 (Cas9)	non-infected	1	2	2	1	7	16	194	900	[179,885,212,916]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	7	17	377	932	[352,906,404,969]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	7	18	441	927	[424,914,469,942]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	7	19	1025	939	[1008,924,1049,957]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	7	20	219	952	[199,935,240,966]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	7	21	480	975	[463,955,497,999]	28	0.341886	1	28	833
THP1 (Cas9)	non-infected	1	2	2	1	7	22	305	986	[286,964,335,1022]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	7	23	857	985	[843,970,872,1003]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	7	24	319	84	[299,66,358,102]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	7	25	1220	89	[1202,73,1237,104]	62	0.409594	1	62	1049.95
THP1 (Cas9)	non-infected	1	2	2	1	7	26	800	824	[774,796,821,855]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	8	1	349	9	[336,1,366,18]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	8	2	898	446	[882,426,914,463]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	8	3	1230	693	[1194,674,1250,717]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	8	4	987	712	[971,698,1004,729]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	9	1	305	80	[286,52,322,105]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	9	2	1264	129	[1238,109,1299,164]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	9	3	1239	267	[1209,249,1259,287]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	9	4	199	275	[182,258,218,293]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	9	5	295	333	[284,316,305,357]	44	0.283416	1	44	1446.86
THP1 (Cas9)	non-infected	1	2	2	1	9	6	334	459	[320,439,349,479]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	9	7	165	796	[152,779,179,811]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	9	8	138	971	[97,952,218,995]	46	0.302587	1	46	877.435
THP1 (Cas9)	non-infected	1	2	2	1	9	9	1338	527	[1312,508,1358,544]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	9	10	1188	702	[1172,688,1221,716]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	10	1	979	106	[955,91,995,121]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	10	2	893	169	[881,153,906,183]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	10	3	461	181	[440,165,479,202]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	10	4	1345	650	[1331,633,1358,675]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	10	5	97	676	[83,662,111,694]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	10	6	1071	921	[1056,907,1086,935]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	11	1	9	99	[1,77,17,117]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	11	2	187	59	[170,43,205,77]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	11	3	1092	158	[1080,135,1104,177]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	11	4	268	279	[251,262,284,305]	49	0.289623	1	49	699.102
THP1 (Cas9)	non-infected	1	2	2	1	11	5	627	302	[614,283,640,323]	46	0.333456	1	46	981.435
THP1 (Cas9)	non-infected	1	2	2	1	11	6	1116	356	[1098,331,1136,375]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	11	7	702	451	[684,388,727,484]	18	0.3642	1	18	880.222
THP1 (Cas9)	non-infected	1	2	2	1	11	8	1303	433	[1271,419,1319,451]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	11	9	661	469	[640,435,683,497]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	11	10	1282	559	[1250,543,1298,583]	36	0.281053	1	36	1623.69
THP1 (Cas9)	non-infected	1	2	2	1	11	11	507	701	[488,688,522,718]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	11	12	355	812	[338,794,370,827]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	11	13	355	981	[338,966,371,1000]	39	0.284083	1	39	908.667
THP1 (Cas9)	non-infected	1	2	2	1	11	14	741	998	[727,985,756,1014]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	11	15	273	111	[256,92,301,146]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	11	16	514	387	[465,353,533,481]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	12	1	1263	10	[1227,1,1276,22]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	12	2	584	51	[572,39,596,64]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	12	3	260	136	[246,122,280,153]	59	0.347971	1	59	1313.75
THP1 (Cas9)	non-infected	1	2	2	1	12	4	1167	155	[1145,129,1196,178]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	12	5	937	189	[923,177,958,203]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	12	6	1281	235	[1222,223,1358,251]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	12	7	1097	266	[1083,254,1116,277]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	12	8	737	279	[722,266,762,293]	38	0.351731	1	38	1284.21
THP1 (Cas9)	non-infected	1	2	2	1	12	9	947	301	[920,278,970,322]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	12	10	980	364	[964,352,1001,379]	76	0.376623	1	76	1202.3
THP1 (Cas9)	non-infected	1	2	2	1	12	11	1266	417	[1249,363,1278,432]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	12	12	692	420	[672,378,729,440]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	12	13	299	447	[272,427,324,463]	48	0.325264	1	48	1089.27
THP1 (Cas9)	non-infected	1	2	2	1	12	14	1275	616	[1262,599,1287,630]	59	0.294419	1	59	1268.19
THP1 (Cas9)	non-infected	1	2	2	1	12	15	133	661	[113,647,155,675]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	12	16	538	712	[516,689,565,733]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	12	17	344	788	[332,776,371,822]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	12	18	90	833	[77,822,103,849]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	12	19	748	891	[735,878,760,952]	38	0.309096	1	38	920.763
THP1 (Cas9)	non-infected	1	2	2	1	12	20	1343	895	[1330,883,1358,912]	117	0.350854	2	117	1046.97
THP1 (Cas9)	non-infected	1	2	2	1	12	21	1221	921	[1210,897,1248,968]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	12	22	766	1006	[751,992,784,1022]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	12	23	546	47	[535,35,567,60]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	13	1	465	1013	[453,1003,489,1022]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	13	2	1303	35	[1287,17,1321,53]	100	0.313047	2	100	928.8
THP1 (Cas9)	non-infected	1	2	2	1	13	3	435	540	[425,530,447,551]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	13	4	407	565	[391,548,422,583]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	13	5	204	568	[186,549,225,591]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	13	6	1261	744	[1247,730,1281,759]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	13	7	1323	777	[1303,757,1346,808]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	13	8	931	804	[906,782,955,829]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	13	9	196	955	[180,938,216,970]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	13	10	430	963	[414,949,447,983]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	13	11	262	980	[243,962,281,999]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	1	2	2	1	13	12	99	821	[81,804,119,836]	41	0.291767	1	41	823.171
THP1 (Cas9)	non-infected	2	2	3	1	1	1	5	518	[1,510,15,594]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	1	2	513	63	[503,51,523,77]	91	0.32681	2	91	1097.95
THP1 (Cas9)	non-infected	2	2	3	1	1	3	813	246	[795,217,832,265]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	1	4	935	237	[918,223,954,260]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	1	5	684	307	[669,293,702,323]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	1	6	922	351	[900,340,935,362]	95	0.370865	2	95	1191.92
THP1 (Cas9)	non-infected	2	2	3	1	1	7	130	432	[112,407,150,454]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	1	8	150	481	[135,467,187,500]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	1	9	692	501	[675,485,709,520]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	1	10	871	546	[855,530,888,565]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	1	11	626	579	[599,563,649,595]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	1	12	343	787	[327,771,361,803]	39	0.315577	1	39	1068.46
THP1 (Cas9)	non-infected	2	2	3	1	1	13	916	847	[902,831,930,861]	56	0.345664	1	56	1077.13
THP1 (Cas9)	non-infected	2	2	3	1	1	14	1249	970	[1228,953,1265,988]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	1	15	480	998	[447,979,513,1021]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	1	16	134	1004	[120,990,152,1019]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	1	17	928	773	[911,757,945,789]	52	0.323959	1	52	1171.88
THP1 (Cas9)	non-infected	2	2	3	1	2	1	115	13	[88,1,131,56]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	2	2	505	127	[492,114,519,144]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	2	3	1017	204	[1002,191,1039,218]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	2	4	262	248	[241,205,286,282]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	2	5	813	271	[777,256,841,288]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	2	6	1096	309	[1079,283,1112,332]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	2	7	32	436	[20,422,44,462]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	2	8	97	470	[81,454,115,489]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	2	9	898	476	[879,458,915,504]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	2	10	1245	500	[1226,479,1268,533]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	2	11	413	652	[395,632,428,679]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	2	12	1317	710	[1295,679,1335,732]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	2	13	919	880	[902,864,940,896]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	2	14	1060	679	[1028,650,1090,721]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	3	1	563	215	[539,189,591,249]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	3	2	1292	243	[1274,226,1310,259]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	3	3	755	295	[733,277,778,313]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	3	4	1319	487	[1303,454,1348,531]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	3	5	935	513	[921,496,950,534]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	3	6	572	584	[554,571,588,596]	72	0.332281	1	72	822.111
THP1 (Cas9)	non-infected	2	2	3	1	3	7	692	603	[677,590,708,620]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	3	8	1236	694	[1220,679,1256,719]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	3	9	58	845	[47,831,69,865]	63	0.332467	1	63	1443.57
THP1 (Cas9)	non-infected	2	2	3	1	3	10	1331	886	[1311,871,1355,903]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	3	11	1144	980	[1123,942,1171,1022]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	3	12	109	1004	[82,982,127,1022]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	3	13	1114	936	[1094,891,1145,960]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	4	1	1016	101	[994,58,1036,122]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	4	2	1164	127	[1130,109,1186,147]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	4	3	1295	216	[1278,195,1315,235]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	4	4	1156	311	[1128,296,1170,328]	52	0.335866	1	52	689.462
THP1 (Cas9)	non-infected	2	2	3	1	4	5	547	598	[535,586,560,612]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	4	6	954	743	[939,731,968,755]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	4	7	425	746	[403,727,452,766]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	4	8	38	811	[26,801,50,824]	61	0.299112	1	61	737.984
THP1 (Cas9)	non-infected	2	2	3	1	4	9	103	930	[85,905,121,951]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	4	10	461	700	[431,643,492,752]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	4	11	517	956	[498,939,534,983]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	5	1	179	318	[164,303,194,334]	28	0.300811	1	28	770.643
THP1 (Cas9)	non-infected	2	2	3	1	5	2	988	348	[975,318,1029,411]	50	0.358784	1	50	964.5
THP1 (Cas9)	non-infected	2	2	3	1	5	3	512	346	[499,325,530,362]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	5	4	599	369	[587,355,611,404]	60	0.344278	1	60	1110.62
THP1 (Cas9)	non-infected	2	2	3	1	5	5	1216	564	[1173,535,1239,608]	64	0.366851	1	64	910.484
THP1 (Cas9)	non-infected	2	2	3	1	5	6	464	719	[449,706,480,736]	49	0.331085	1	49	1966.51
THP1 (Cas9)	non-infected	2	2	3	1	5	7	294	790	[276,770,311,814]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	5	8	38	791	[21,773,58,811]	81	0.419647	1	81	1405.96
THP1 (Cas9)	non-infected	2	2	3	1	5	9	107	915	[86,902,121,929]	56	0.282945	1	56	1402.82
THP1 (Cas9)	non-infected	2	2	3	1	5	10	1157	616	[1136,603,1176,646]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	6	1	1293	85	[1274,63,1313,110]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	6	2	1325	95	[1308,77,1344,136]	0	NaN	0	0	NaN
THP1 (Cas9)	non-infected	2	2	3	1	6	3	407	238	[381,212,442,267]	27	0.320902	1	27	841.556
THP1 (Cas9)	non-infected	2	2	3	1	6	4	97	237	[82,221,113,264]	52	0.302853	1	52	1527
